8181,-26.3183,131.7442,1435.79,110029.3
471054,-26.3222,131.7839,1319.84,50085.7
36627,-26.1428,131.062,1277.72,86234.6
1363172,-26.1167,131.0706,1274.89,38111.6
250980,-26.3461,131.7008,1272.92,58148.9
50975,-26.2175,131.4731,1271.3,81131.3
9792215,-26.3319,131.7511,1270.6,21006.3
53980,-26.2817,131.9964,1268.18,80275.5
36434,-26.0008,130.1011,1266.93,86302.5
10947983,-26.2203,131.4661,1266.21,20243.3
3314400,-26.2939,131.9969,1266.08,29556.9
5073831,-26.1006,131.0847,1250.46,25935.8
3444606,-26.1333,131.0656,1249.43,29216.5
82721,-26.2917,131.5106,1248.51,73789.6
71593,-26.2792,131.8703,1246.52,76002.2
253673,-26.1597,131.0778,1241.12,58006.3
6659160,-26.2692,131.8753,1240.57,23804.4
8497905,-26.3175,131.5583,1236.79,21998.9
2035249,-26.2228,131.4447,1236.41,34093.3
432539,-26.3058,131.6017,1234.41,51130.6
898517,-26.2911,131.9692,1233.23,42564.1
9585382,-26.1531,131.0794,1233.16,21151.4
9820547,-26.2578,132.005,1227.94,20985.1
4385671,-26.0014,130.1186,1227.84,27141.0
101751,-26.0639,130.2369,1225.37,70736.4
162186,-26.0614,130.0678,1223.72,64090.6
3488241,-26.3111,131.5689,1221.8,29102.9
184264,-26.3356,131.8642,1219.27,62329.7
1376577,-26.0567,131.0967,1218.79,38009.5
2213247,-25.9953,130.1422,1217.68,33281.9
6625076,-26.0947,131.0922,1217.36,23841.8
1587215,-25.9953,130.1608,1215.35,36555.2
5310466,-26.3111,131.9811,1213.66,25567.2
4405578,-26.2144,131.4247,1209.63,27101.0
1957920,-26.0753,130.0297,1207.73,34472.4
3160609,-26.2639,131.8647,1207.16,29980.7
417113,-26.0386,130.1139,1206.79,51585.9
8652453,-26.0894,131.0903,1204.38,21868.2
6186666,-26.09,131.0803,1203.43,24370.4
4904037,-26.2656,131.8481,1200.14,26216.8
1024875,-26.3378,131.7275,1199.8,41126.8
115227,-26.0956,131.0281,1197.2,68939.2
258407,-26.0764,130.1858,1197.04,57763.0
11016867,-25.9983,130.1258,1194.53,20199.2
993989,-26.0581,130.1236,1192.93,41458.5
7247942,-26.255,131.9117,1192.45,23161.4
3419854,-26.0853,130.1892,1192.35,29279.7
5202818,-26.2497,131.9003,1192.01,25733.6
11702171,-26.0883,130.1928,1191.88,19801.0
3026731,-26.1044,131.0286,1182.75,30369.2
10516573,-26.0508,131.1039,1182.05,20515.3
3588748,-26.2953,131.5444,1181.13,28854.5
527043,-26.3203,131.8733,1180.04,48714.7
3197872,-26.3314,131.702,1178.7,29876.4
1505385,-26.3139,131.5206,1177.88,37093.3
1814495,-26.2797,131.8197,1177.62,35218.4
558307,-26.0897,130.298,1176.73,48027.2
375373,-26.2864,131.945,1176.07,52906.5
5927736,-26.0603,130.0911,1171.54,24700.2
672446,-26.0875,130.2511,1171.53,45836.1
7269364,-26.0753,130.0564,1170.71,23142.1
6383267,-26.0836,131.0236,1169.34,24128.7
10667341,-26.3117,131.6094,1168.48,20418.8
9092554,-26.0639,130.1206,1165.89,21518.7
105296,-26.1647,132.0939,1165.25,70249.3
8366037,-26.2753,131.8267,1164.91,22111.6
9994,-37.2931,142.6014,1163.92,106739.2
10574390,-26.3069,131.5108,1163.91,20481.1
3895282,-26.0861,130.1753,1162.4,28145.8
138945,-26.2119,131.8833,1161.24,66279.0
1251820,-26.2711,131.9633,1160.87,38994.1
250061,-37.3397,142.5814,1160.45,58196.0
6436,-31.5039,138.5519,1158.64,113832.2
1306575,-26.2561,131.5947,1157.21,38548.7
4526950,-26.0986,130.1942,1156.12,26876.8
492443,-26.1,130.2397,1154.65,49534.4
89727,-31.5336,138.5172,1154.41,72576.0
434948,-26.1392,130.2631,1154.35,51063.2
93804,-26.1767,130.8886,1149.9,71913.7
1273357,-26.2444,131.5803,1149.81,38817.2
1023690,-26.0433,131.0994,1148.88,41139.2
1910028,-26.2864,131.5939,1147.24,34715.5
358691,-26.1978,132.1078,1146.24,53480.2
634289,-26.0386,130.2569,1141.57,46515.0
2679639,-31.5261,138.5125,1141.52,31481.7
10997058,-26.0094,130.0869,1140.21,20211.8
150414,-26.225,131.5397,1139.06,65146.6
4026269,-26.1972,131.4414,1138.87,27863.7
3027434,-26.0939,130.0108,1138.06,30367.1
9289933,-26.2022,131.4364,1134.48,21370.2
114950,-26.2575,131.3145,1132.99,68975.3
161112,-26.2,130.8453,1131.5,64182.0
3604746,-26.1431,131.0817,1128.78,28816.9
5429855,-26.0375,130.2669,1128.58,25392.1
3267977,-26.0967,130.2736,1127.74,29681.7
8827364,-26.0694,130.1233,1127.51,21727.9
6453585,-26.1903,130.8489,1125.87,24044.1
894483,-26.1706,132.1186,1125.44,42616.4
5938225,-26.27,131.5883,1124.29,24689.9
97189,-26.1633,132.1633,1123.48,71401.6
128106,-26.2786,131.36,1122.95,67428.3
81999,-31.5836,138.6278,1121.6,73919.0
1737279,-26.1883,132.0942,1121.58,35648.1
5521986,-37.3039,142.6003,1121.32,25256.3
1210661,-26.2278,132.0647,1121.26,39345.4
654786,-26.1178,130.2417,1120.66,46142.3
87007,-26.3397,132.1603,1118.82,73040.7
2882662,-26.1992,132.0789,1117.58,30810.7
730780,-26.1275,130.3183,1116.82,44876.7
2073147,-31.5006,138.5461,1116.15,33913.4
143808,-26.2706,131.4128,1113.09,65788.9
2367124,-26.1981,132.0869,1112.87,32646.1
6096218,-26.09,131.0361,1112.7,24482.6
3230845,-26.2317,131.4264,1112.06,29782.4
9309046,-26.205,131.4864,1111.89,21355.2
1514475,-26.1189,130.2953,1111.66,37031.4
531206,-26.3517,132.1289,1111.41,48616.5
137493,-26.3631,131.8967,1110.66,66429.7
454932,-26.1922,130.8839,1109.08,50516.3
1759667,-26.1739,132.1686,1108.76,35522.8
5040260,-26.0336,131.1172,1108.63,25992.2
6994040,-26.0797,130.2636,1107.62,23429.4
4309207,-26.0892,130.2805,1106.63,27288.5
2445746,-26.085,130.0933,1106.33,32336.2
7387701,-26.135,131.0872,1105.89,23020.7
6965437,-26.3,131.4883,1105.58,23462.0
786399,-26.0122,131.1028,1105.28,44051.4
6611876,-26.0508,130.1028,1105.17,23857.9
9372436,-26.1031,130.2542,1105.11,21310.5
2125882,-26.1036,130.2183,1102.3,33672.1
648440,-31.4944,138.5392,1101.66,46259.5
133555,-26.2239,131.0264,1100.45,66842.8
593943,-26.0397,130.1481,1098.58,47290.6
1772145,-26.0478,130.1245,1098.07,35451.0
5193477,-26.3103,131.8575,1097.98,25748.4
3960968,-26.1014,130.2292,1097.9,28002.9
1533809,-26.1761,132.1061,1097.72,36903.9
9034582,-26.1967,132.0725,1097.26,21566.0
3652614,-26.1211,130.2542,1096.54,28699.5
10987260,-26.2047,132.0861,1095.9,20218.1
1544713,-26.2072,131.4117,1095.4,36831.3
11851203,-26.0972,130.2314,1095.26,19714.0
9263604,-37.3428,142.5628,1093.2,21391.0
479588,-31.5667,138.6222,1093.04,49862.6
2963817,-26.0706,130.2675,1092.55,30559.5
8087808,-26.0903,130.1008,1092.34,22355.1
253818,-26.1858,130.9067,1091.84,57999.7
835627,-26.1789,132.0697,1091.83,43370.7
2346421,-26.2478,132.0222,1091.47,32729.9
7135874,-26.3444,131.8575,1091.27,23279.4
2657057,-26.0578,130.1467,1091.02,31560.5
561443,-26.2497,131.9525,1090.69,47959.5
7240170,-26.2958,131.8711,1089.92,23169.7
4013164,-26.1811,130.8586,1088.92,27888.9
3044698,-26.0636,130.2536,1088.88,30316.7
7915575,-26.0431,130.1483,1087.02,22511.4
155715,-25.9944,131.0736,1086.15,64658.7
9648081,-26.0753,130.0108,1085.58,21109.2
564072,-26.1275,130.2069,1085.17,47905.0
1800690,-26.1022,130.1536,1084.03,35294.3
122534,-26.1936,131.2225,1083.25,68050.9
6609654,-26.0881,130.0005,1083.21,23860.5
2693495,-26.1219,130.3289,1082.49,31435.1
798861,-31.5142,138.5645,1081.9,43873.1
326095,-26.3292,131.9117,1081.41,54709.8
387133,-26.3772,131.7661,1081.36,52518.5
2190086,-26.1328,130.205,1080.42,33385.2
7690527,-26.1819,132.1022,1079.84,22725.4
26191,-31.6497,138.4633,1079.68,91467.7
6381154,-26.2694,131.3603,1079.39,24131.4
2397679,-25.9831,130.1836,1078.74,32524.8
657817,-26.3653,131.7897,1078.42,46091.2
2458704,-26.0919,130.1564,1078.38,32286.9
4094988,-26.0142,130.0764,1077.55,27719.3
177240,-26.2792,132.0786,1076.49,62860.0
5778704,-31.4892,138.5331,1076.49,24900.6
43243,-30.7722,138.7992,1076.2,83672.7
2247213,-26.3272,131.9225,1075.77,33138.1
11784774,-31.6533,138.4647,1075.22,19752.7
3803242,-26.0906,130.1631,1073.35,28351.1
891181,-26.1833,131.2183,1070.36,42658.3
6859755,-26.2719,131.57,1070.04,23575.8
875374,-26.1644,131.2253,1069.92,42856.4
4038442,-26.3567,132.1239,1069.74,27836.3
918259,-31.5461,138.5239,1069.66,42323.9
1412762,-26.1108,130.2983,1069.16,37742.0
1012776,-26.0528,130.1819,1069.09,41253.6
82643,-26.4233,131.7619,1068.31,73803.4
5630767,-26.1839,131.4489,1067.76,25101.9
10316590,-26.1936,131.2292,1067.05,20648.4
8063561,-26.0458,130.1531,1065.61,22377.9
517152,-26.2567,131.2825,1065.12,48943.1
1259335,-25.9975,131.0633,1064.83,38931.9
108315,-26.21,132.0044,1064.63,69843.6
84040,-26.5603,130.4844,1063.47,73562.2
4593549,-26.1692,130.8925,1062.83,26753.2
8494521,-26.3211,131.6239,1061.27,22001.8
252126,-26.0442,130.9992,1060.96,58088.6
3638533,-26.2797,131.5636,1060.62,28735.0
56637,-30.4083,139.1792,1060.19,79507.6
5805777,-26.0217,130.2733,1059.91,24862.2
2007107,-30.7664,138.7831,1059.66,34231.3
10489093,-26.245,132.062,1059.61,20533.9
1666774,-26.0603,131.0825,1058.52,36063.9
11049207,-26.2561,131.9539,1058.39,20183.4
3145256,-26.085,130.12,1057.81,30023.2
7034111,-26.0911,130.21,1057.69,23388.6
1759046,-26.0297,130.2861,1057.49,35526.4
5916604,-26.2794,132.0844,1057.11,24715.7
6710599,-26.0022,130.1914,1056.59,23742.8
4983289,-26.1392,130.3056,1056.06,26082.8
1686716,-26.0425,130.1669,1056.02,35943.6
8209047,-26.0592,130.245,1055.6,22246.6
2820798,-26.2231,131.3981,1054.38,31008.6
329380,-26.2708,131.3872,1053.73,54580.4
2493237,-26.3203,131.9114,1053.49,32154.5
9309044,-26.2389,131.0236,1053.42,21355.2
10161002,-26.0492,130.0228,1053.37,20753.1
300232,-26.3861,131.8603,1053.29,55782.3
7695992,-26.0528,130.1411,1052.94,22719.8
253352,-30.5175,139.0992,1051.74,58022.8
3618624,-26.1494,132.1075,1051.24,28781.5
1816405,-26.3667,131.7805,1051.17,35207.5
5520391,-26.3406,132.1739,1050.88,25258.8
170246,-26.2006,131.7311,1049.95,63409.0
10365340,-26.1719,132.1625,1049.7,20614.4
173177,-26.2472,131.1667,1048.6,63176.5
8900153,-26.1289,131.09,1048.52,21672.1
2861680,-26.0497,130.275,1048.11,30876.8
750176,-26.2481,131.8514,1047.68,44581.9
10615956,-26.0522,130.9967,1047.62,20453.1
3600239,-26.2919,131.7192,1045.66,28828.0
8953376,-26.3161,131.9147,1045.54,21628.0
3067656,-26.2414,131.8633,1045.13,30249.4
2077521,-26.1639,130.8528,1044.38,33894.6
661109,-26.1417,130.8939,1043.06,46031.7
9316667,-30.7714,138.7894,1042.71,21349.3
3528102,-26.1506,130.2508,1041.04,29004.2
5307325,-26.265,131.6039,1040.95,25572.1
9601317,-26.365,131.7739,1040.73,21139.4
196177,-26.0431,131.6508,1040.41,61465.1
161832,-26.2997,132.1642,1037.36,64120.4
981529,-31.5542,138.5269,1037.12,41595.1
5819660,-26.2136,131.4067,1036.6,24846.8
4236851,-26.1081,130.2764,1036.47,27430.5
266652,-26.2472,130.9717,1036.08,57343.5
3153465,-26.1744,132.0803,1035.94,30001.9
10709606,-26.3883,131.8544,1035.85,20390.7
4358133,-26.2992,131.9297,1035.35,27192.6
6222463,-26.3436,131.7958,1035.07,24323.3
118361,-26.3461,130.8297,1033.94,68552.8
11205800,-26.1817,132.1203,1032.19,20088.5
3319108,-26.1733,130.8544,1032.09,29544.0
474433,-25.9742,131.0783,1030.68,49997.8
130372,-26.0942,132.0486,1030.63,67182.2
2852691,-26.3819,131.7583,1030.54,30907.8
166826,-26.205,132.1797,1030.43,63689.7
2166516,-26.2489,131.2875,1030.26,33488.0
3409155,-30.7614,138.7675,1029.98,29305.8
6265549,-26.3661,131.7967,1029.71,24270.9
10261723,-26.2236,132.0564,1028.77,20682.3
5213496,-26.0458,130.1608,1027.38,25716.2
2512160,-26.2106,131.2142,1027.02,32083.1
616005,-26.1925,131.4142,1026.74,46858.8
844588,-26.3642,131.88,1026.43,43253.0
753763,-30.4236,139.0333,1025.86,44527.5
1286380,-26.1764,131.0578,1025.28,38710.4
8342245,-26.1114,130.2786,1024.86,22128.9
421772,-26.3842,131.9108,1023.66,51448.6
1013060,-26.2003,130.9695,1023.16,41250.5
1699111,-26.2044,130.9158,1022.81,35869.1
5881133,-26.2331,131.8758,1022.39,24764.6
9708707,-26.0244,130.0992,1021.6,21063.9
650225,-26.0806,132.0656,1020.88,46225.0
6357312,-26.1131,130.188,1020.78,24157.8
9619337,-26.1183,130.2842,1020.4,21130.3
1235450,-26.03,130.0544,1019.28,39132.7
35081,-37.2128,142.5036,1019.05,86896.2
25129,-37.3881,144.577,1019.01,92124.9
363518,-26.0503,130.2033,1018.48,53313.2
8742717,-26.1014,130.0103,1017.8,21795.2
7706971,-26.3253,131.8836,1017.79,22708.6
496213,-26.0531,131.0308,1017.38,49443.0
7387699,-26.2344,131.0419,1017.24,23020.7
2649252,-26.0689,132.0689,1016.97,31588.7
376669,-26.2878,132.1744,1016.69,52863.1
1789071,-30.4392,139.0953,1015.27,35357.4
4446408,-26.1075,130.1744,1014.58,27023.3
1970845,-26.1619,130.8956,1013.88,34407.6
10639406,-26.0517,130.0828,1013.57,20437.5
8484077,-31.5386,138.5228,1012.4,22010.5
4073353,-26.2342,131.5253,1011.89,27762.9
150304,-30.8544,138.7378,1011.38,65156.3
2828698,-30.4183,139.0181,1011.05,30981.9
5260069,-26.2225,131.8856,1010.92,25644.3
2895487,-26.0608,130.2189,1009.53,30771.4
5459464,-26.2972,131.8392,1009.22,25346.9
2332278,-37.3703,144.5975,1008.52,32786.3
7801060,-26.1228,131.0953,1008.3,22618.6
9549651,-30.7689,138.7875,1008.07,21178.5
5483443,-26.3408,132.1425,1007.84,25314.2
1788783,-26.1433,130.1992,1007.48,35359.2
859821,-30.815,138.7553,1007.29,43053.7
4690869,-31.5208,138.5717,1005.92,26581.2
897064,-26.3053,131.8333,1005.9,42583.5
7757538,-26.0281,130.2922,1005.27,22658.0
6780187,-30.4322,139.0819,1005.21,23664.8
11267056,-26.2539,131.1725,1004.93,20050.4
4852753,-26.0836,130.1331,1004.6,26299.3
197945,-26.1519,132.2014,1004.19,61340.6
4978986,-26.1525,132.077,1004.07,26090.1
405964,-26.1606,131.1142,1004.03,51925.6
11108882,-26.2992,131.8433,1003.8,20145.5
