id,latitude,longitude,elevation,prominence
925242,52.2317,94.7105,2732.23,1119.56
925510,41.7897,20.547,2731.64,865.65
925869,20.355,-104.9864,2730.91,1252.17
925891,31.7617,59.9089,2730.87,998.39
926327,54.4183,-127.7436,2729.99,1831.33
926338,52.0158,95.3833,2729.98,1020.1
926546,3.815,34.0317,2729.59,1383.01
926916,-38.5181,-70.8644,2728.77,988.71
926956,62.1233,-127.68,2728.66,599.97
927399,14.9133,-88.1147,2727.74,2081.59
928695,14.3844,-89.1292,2725.26,1530.89
928824,52.01,95.7375,2725.02,738.44
929207,45.6204,-115.6992,2724.3,1041.81
929525,21.8406,93.5236,2723.72,465.88
930425,-72.0297,3.1858,2722.19,701.59
930685,-72.58,-3.3833,2721.78,730.0
930886,7.6003,35.2872,2721.42,700.18
931243,69.2025,-143.8011,2720.8,2403.9
932288,-5.1367,29.0536,2718.65,1597.01
932913,19.1911,42.0683,2717.36,515.9
933023,19.1983,104.1811,2717.15,1624.7
934671,-5.905,154.9953,2713.9,2713.9
935364,53.9397,-128.0458,2712.62,1762.47
935476,56.3375,-129.9817,2712.41,2054.86
935884,57.9269,-126.8486,2711.64,1701.71
936285,-8.2469,117.9581,2711.01,2711.01
936779,30.5481,-108.6169,2710.28,656.66
937850,-72.1739,2.7308,2708.45,321.34
938792,18.1539,-101.3325,2706.51,1158.3
939381,29.9572,-108.1561,2705.36,365.45
939453,64.7253,-132.7789,2705.22,1498.36
940701,32.6692,59.4042,2702.8,783.73
940753,41.4483,87.6758,2702.68,741.78
940825,69.2778,-144.9117,2702.54,1230.22
941560,6.9519,35.6425,2701.21,767.1
942351,54.9681,-128.2317,2699.8,1811.72
942867,43.3114,96.5905,2698.95,1369.84
943802,23.3175,93.7614,2697.45,1500.96
944228,36.155,136.7717,2696.7,1890.41
944828,5.4439,-61.0228,2695.54,2228.27
945681,20.5033,-104.6003,2693.88,920.82
946250,-3.3003,126.2197,2692.67,2692.67
946761,34.8128,-119.1454,2691.69,1461.21
949118,69.3078,-144.2689,2687.53,577.29
949267,61.8569,-127.5217,2687.25,1029.83
949927,27.4319,55.1344,2686.19,2109.59
951660,23.5122,93.7755,2683.15,850.87
952390,16.6275,38.3619,2681.65,1172.03
952402,25.0322,103.8078,2681.63,559.36
952898,-1.6531,35.8225,2680.65,796.51
953146,10.1697,77.0614,2680.17,2463.03
953200,52.2808,91.8,2680.09,793.99
953745,56.2339,-129.6578,2679.02,1565.83
953919,65.2847,141.8033,2678.72,1730.9
954309,52.2544,91.8772,2678.01,329.83
955479,42.4422,19.812,2676.02,2017.24
956043,18.3603,-71.9767,2675.11,2643.95
957368,20.7603,-102.5894,2673.08,785.1
957369,5.3697,-62.0792,2673.07,1657.08
957787,16.7922,38.3956,2672.36,594.67
958010,22.6425,98.0739,2671.92,1834.33
959261,42.3792,8.9458,2669.49,2669.49
959629,23.975,-102.6281,2668.79,627.2
959770,31.8915,-104.8608,2668.52,924.76
960148,48.5431,108.062,2667.85,944.12
960189,62.5486,-127.2839,2667.76,1459.67
961013,23.7444,93.8231,2666.27,703.89
961468,48.2231,-115.6889,2665.48,1653.54
962478,7.4436,126.2245,2663.73,2568.88
963667,24.3167,102.8964,2661.85,847.36
965209,20.7125,-104.6103,2659.32,608.53
965246,20.7794,40.798,2659.24,1004.38
965644,28.2572,-103.0617,2658.46,1288.07
966074,62.4458,-127.2483,2657.57,685.14
966432,54.2694,110.0622,2656.93,831.69
967147,64.1953,-130.3483,2655.57,1414.51
967364,28.3775,53.7772,2655.18,1353.82
968306,20.7164,40.8483,2653.64,385.77
970184,46.7683,-109.3566,2650.54,1241.76
970549,31.6256,59.2689,2649.94,1214.73
970817,28.4417,53.6767,2649.6,513.41
971489,-22.1947,46.8853,2648.58,1868.78
971698,42.5328,20.1408,2648.23,1017.72
971971,48.9234,-120.1969,2647.8,1330.76
973131,-7.0908,37.6208,2645.7,2117.33
973446,34.2911,109.8256,2645.11,1322.01
974260,-7.17,37.6697,2643.55,579.76
976098,-3.6644,121.2367,2640.36,2215.43
976095,49.2178,97.4442,2640.36,699.97
976731,-19.3494,47.2433,2639.33,1660.49
977762,27.2228,-108.0228,2637.8,686.81
978876,29.9581,-108.8403,2636.2,556.82
978926,-76.82,159.9067,2636.11,532.13
979154,-75.345,-110.7367,2635.71,1868.26
979407,66.0033,140.1756,2635.24,1427.89
979557,55.2167,110.9125,2634.94,1130.5
980446,26.4053,-101.6967,2633.32,1467.47
980774,11.4017,76.7372,2632.65,2251.84
980796,-80.5494,-96.6653,2632.61,385.78
981354,19.1283,103.8055,2631.56,1493.84
982020,-2.0047,35.6333,2630.37,516.28
982060,55.5028,113.1089,2630.3,895.77
983211,28.5094,33.9556,2628.35,2423.31
983975,27.3556,-107.6253,2627.22,390.07
984750,43.6017,102.0458,2626.07,989.91
985866,40.0889,20.925,2624.5,1722.33
986127,51.1381,102.925,2624.1,720.6
986511,30.9289,-109.9567,2623.49,1183.6
986513,-54.6631,-69.5925,2623.49,2623.49
986811,37.3044,106.2814,2623.0,839.75
987177,46.3544,84.1764,2622.29,734.94
987275,11.2914,76.5572,2622.12,409.93
987877,18.8097,97.0375,2621.08,1726.26
988741,56.3561,111.6472,2619.48,1792.39
988787,51.4375,-119.9544,2619.43,1484.62
989486,-12.4628,15.1736,2618.28,1510.95
990142,38.6372,40.1478,2617.27,1401.52
990392,15.525,38.9081,2616.86,605.06
991240,55.3697,110.743,2615.55,917.84
991319,21.1461,40.2053,2615.47,846.59
991448,24.7528,102.2997,2615.22,640.5
991811,24.3508,102.3294,2614.7,593.32
991817,15.6867,38.7456,2614.69,442.01
993147,49.11,98.7586,2612.87,536.65
993329,49.0967,97.7644,2612.6,378.53
993372,10.0839,-63.9586,2612.52,2473.09
997006,24.35,-103.0925,2606.59,529.61
997046,24.8586,102.0967,2606.5,601.11
997095,1.7569,37.1617,2606.41,1253.17
998206,-10.4478,33.8647,2604.57,1372.14
998392,38.5044,31.0983,2604.27,1345.99
998588,49.1639,20.1339,2603.93,2302.61
999306,22.1064,99.3636,2602.83,1261.51
999899,24.6253,103.5764,2602.02,550.27
1000025,38.1239,38.4719,2601.78,1322.05
1001742,41.0033,21.1842,2599.39,1520.25
1003352,53.8933,96.0117,2596.81,1232.34
1003934,10.5931,35.7475,2595.87,1214.56
1004147,49.0461,98.472,2595.5,330.26
1004391,41.3869,95.9569,2595.07,477.41
1004517,57.9214,160.6772,2594.88,1901.54
1005165,15.0692,107.9753,2593.8,2206.09
1006310,49.4144,93.71,2591.94,708.39
1006342,54.0247,95.4333,2591.89,1191.99
1007564,55.7756,110.4925,2590.04,1172.8
1007762,50.9808,93.6864,2589.78,884.32
1009114,57.4289,-126.6725,2587.94,1240.5
1009384,20.4097,41.1419,2587.59,772.34
1009980,43.1739,-4.8572,2586.76,1871.05
1010595,64.6,-130.195,2585.8,1192.36
1011650,81.915,-75.0097,2584.03,2584.03
1011662,41.5156,97.1369,2584.02,543.33
1012392,41.1,33.8633,2582.77,1542.31
1012749,55.4564,112.6472,2582.18,964.28
1012873,-18.3006,32.8419,2581.99,1509.96
1012881,32.4031,58.9995,2581.97,792.14
1013033,-1.6842,120.9992,2581.74,1872.65
1013158,13.2625,120.995,2581.54,2581.54
1014374,18.5842,98.4825,2579.71,1850.51
1014549,15.1836,38.7372,2579.48,401.27
1014590,-12.4683,14.6561,2579.41,873.8
1015253,64.5153,-130.8989,2578.46,942.39
1015370,42.0628,-120.2408,2578.3,714.45
1015581,53.8758,111.0058,2578.03,1376.08
1018454,22.9522,104.5744,2574.09,1059.67
1019104,56.2097,111.2497,2573.08,1332.91
1019303,51.7994,-119.8753,2572.75,1460.3
1019325,-7.7819,36.6044,2572.72,1282.76
1020454,23.3422,102.0275,2570.85,846.58
1020530,56.7403,118.8772,2570.7,1499.19
1020948,56.1747,111.0789,2570.05,579.61
1021164,53.8519,109.7014,2569.73,702.14
1021519,56.6725,119.125,2569.13,1114.04
1021828,56.6928,119.1942,2568.67,314.78
1022323,36.7986,139.3758,2567.95,1601.15
1023283,27.8817,108.6814,2566.56,1761.93
1024101,42.9806,-116.6575,2565.5,960.12
1024124,35.0752,-113.8979,2565.5,1353.92
1024987,-21.1497,14.5775,2564.32,1761.73
1024999,36.8169,111.9714,2564.3,1548.61
1026431,42.3001,-120.1238,2562.45,780.29
1026507,-70.9542,162.8692,2562.34,1246.37
1026740,20.0425,41.4125,2562.0,697.21
1028165,14.9872,38.71,2559.68,399.33
1028399,53.7347,110.815,2559.28,923.12
1028783,55.9392,-127.4803,2558.69,1767.83
1029363,21.3036,100.313,2557.67,1584.78
1029752,55.1061,111.8733,2557.07,1095.39
1030968,-1.4375,120.5061,2555.23,955.93
1031493,49.1439,99.7567,2554.5,449.43
1031841,22.8264,93.54,2554.05,691.27
1032161,30.6357,-104.1737,2553.61,1194.21
1032253,-12.2142,14.8967,2553.48,784.81
1032588,54.0117,111.1717,2553.02,338.55
1034080,42.4961,-120.8774,2551.18,1048.82
1034747,31.6356,-108.399,2550.26,1130.5
1035946,-1.065,122.1908,2548.46,2041.76
1037231,40.1228,36.9156,2546.51,901.54
1037692,8.8756,-73.4564,2545.79,949.42
1038441,23.9339,102.437,2544.74,714.39
1038974,6.1453,35.6008,2543.93,1311.59
1040465,58.1844,160.8289,2541.78,1148.77
1042452,40.0731,29.2167,2539.24,1498.94
1042591,-67.5431,-68.6089,2539.03,2539.03
1042916,64.3336,-129.5033,2538.65,1360.43
1044076,40.2483,-5.2997,2536.89,1633.34
1044649,41.7039,21.4039,2535.96,1670.28
1044946,-1.27,120.3047,2535.47,931.56
1045148,54.8142,-127.3453,2535.16,1550.75
1045286,55.31,112.1572,2534.97,410.5
1046952,41.7056,129.2397,2532.56,1134.73
1048831,-9.7053,34.5936,2529.9,430.57
1050202,55.4172,-161.8936,2528.15,2515.84
1051543,45.5853,24.5581,2526.52,2027.69
1051919,49.5164,99.4589,2526.09,613.83
1052628,61.8894,-128.8983,2525.1,1360.05
1053001,50.0836,100.8547,2524.53,738.2
1053012,22.6969,100.1519,2524.51,1171.14
1053728,37.6786,29.2847,2523.41,1246.75
1053902,7.0008,80.7736,2523.12,2523.12
1054158,8.7403,35.8453,2522.72,582.1
1054265,-12.7161,15.3706,2522.53,762.41
1054287,31.2478,-108.8103,2522.51,846.94
1055526,62.4656,-126.3322,2520.75,908.91
1055921,40.7106,127.7486,2520.21,1355.98
1056542,73.8706,-28.36,2519.39,570.7
1057950,56.4017,119.095,2517.6,1063.75
1058152,45.5994,24.7364,2517.33,386.33
1058295,40.9306,21.7861,2517.09,1747.45
1058427,20.6853,97.3414,2516.99,1593.14
1058995,49.7142,109.9717,2516.31,1050.74
1059187,55.7883,111.6797,2516.11,1326.22
1059506,45.3403,23.5392,2515.66,2097.58
1060716,71.3806,-29.715,2514.18,392.41
1062163,52.6261,94.1367,2512.15,713.47
1064887,32.7361,107.6803,2508.24,1416.86
1065174,-64.2594,-62.4061,2507.88,2507.88
1066169,-9.3322,150.2053,2506.53,2506.53
1066452,45.4458,25.4564,2506.16,1347.24
1066568,43.1567,100.6486,2506.03,925.92
1066886,43.185,100.5803,2505.61,307.21
1067428,24.2656,103.8569,2504.93,1025.11
1067669,38.6469,22.2519,2504.68,1707.77
1067723,56.2189,-159.2975,2504.6,2491.49
1068372,32.5772,106.7397,2503.88,881.09
1070465,49.7208,111.085,2501.35,929.87
1070652,9.7033,35.5394,2501.1,687.96
1070710,45.3656,22.8928,2501.0,1748.94
1070903,-6.1106,29.7819,2500.73,1348.32
1071422,32.7281,107.3036,2499.97,775.37
1071476,54.9078,-121.9608,2499.88,1436.66
1071557,49.1081,99.3753,2499.78,383.64
1071969,30.5889,-107.6667,2499.15,964.05
1072583,53.3233,95.4256,2498.26,1340.66
1072668,42.9306,-121.3607,2498.14,968.65
1072740,-0.6625,132.8892,2498.05,1900.99
1073169,43.1281,19.0347,2497.41,1448.35
1074367,51.7892,92.4758,2495.72,1356.94
1074756,58.5878,-127.965,2495.19,1478.47
1076952,-1.4258,119.8564,2492.55,1686.57
1079288,-39.2964,174.0633,2489.8,2282.76
1080176,-3.3917,102.3425,2488.68,1538.95
1081043,50.7772,84.535,2487.42,888.23
1081888,-42.3769,-71.7197,2486.21,1809.46
1082193,4.0944,38.0972,2485.82,933.2
1082373,-13.785,13.1814,2485.58,1611.48
1082631,-9.9322,34.5197,2485.21,800.38
1083108,70.5139,-29.8858,2484.53,595.9
1083134,41.0017,127.7025,2484.49,805.79
1083745,57.5453,-128.7986,2483.69,1232.99
1083871,-81.9417,-89.8042,2483.52,592.07
1085002,28.6544,35.3047,2482.06,1525.34
1085117,-7.5039,29.9867,2481.97,1469.97
1085796,66.7311,140.2017,2481.18,1225.55
1086550,33.0578,58.7786,2480.29,788.18
1088228,49.4269,100.1969,2478.43,631.18
1088747,-22.6497,17.1831,2477.84,1337.88
1089912,-11.7186,14.9214,2476.42,844.87
1090157,0.4903,-65.3342,2476.13,1925.91
1090219,56.1,117.0905,2476.06,973.63
1090758,-7.4453,30.0725,2475.32,457.74
1091801,67.4128,-154.965,2473.85,1827.85
1092280,56.1358,116.9289,2473.24,536.83
1092414,37.1889,32.8895,2473.08,1092.37
1093878,60.8825,-43.7506,2471.1,805.51
1094174,58.7292,-133.8394,2470.72,1587.09
1094432,16.1967,-93.6136,2470.4,1188.63
1097344,40.0365,-122.8542,2467.05,1468.22
1097628,36.6029,-114.1124,2466.75,984.5
1098012,30.5497,-109.7503,2466.41,909.23
1098988,55.0394,108.7075,2465.29,1470.1
1099622,32.6258,107.0855,2464.54,723.7
1100100,20.4531,97.3986,2463.85,1042.63
1100570,10.4106,123.1314,2463.21,2463.21
1100657,62.9311,-128.6706,2463.1,1137.16
1100764,56.3733,110.0742,2462.94,1233.35
1101828,52.5425,157.3383,2461.41,2070.3
1102032,13.2558,123.6858,2461.14,2446.12
1102256,76.4694,-25.6433,2460.85,566.63
1102257,15.5572,-86.8761,2460.84,1738.22
1102383,27.2594,-103.6869,2460.65,1153.75
1102406,66.5947,144.7789,2460.63,1743.37
1103371,14.1508,46.4569,2459.31,528.66
1103599,61.6361,8.3128,2459.01,2359.44
1103724,70.365,-29.6717,2458.85,879.9
1104748,62.8831,-128.9144,2457.52,440.94
1106610,-0.6522,132.3153,2455.37,1218.12
1107930,-7.4903,36.1556,2453.93,1076.02
1108229,48.7989,109.1719,2453.59,677.2
1109097,35.2264,24.7708,2452.65,2452.65
1109337,2.9181,98.4236,2452.34,1801.57
1109410,38.535,22.6225,2452.26,1582.0
1109596,-7.8664,31.6597,2452.0,1051.26
1109594,-31.7586,24.5397,2452.0,961.73
1109863,30.7403,-110.5728,2451.66,1030.37
1110500,-42.7992,-72.4453,2450.78,1521.74
1110537,52.5628,93.0958,2450.73,1125.6
1111115,34.8433,-4.5097,2449.97,1895.33
1111409,35.2919,24.032,2449.55,2033.83
1112216,61.6511,8.5572,2448.4,982.0
1113148,36.41,-113.1385,2447.24,905.87
1113976,49.8092,99.3089,2446.25,534.84
1114365,63.4783,-127.5739,2445.77,931.45
1114605,10.7364,47.2442,2445.49,1470.67
1114866,68.4436,-148.0828,2445.16,1293.89
1115151,63.5242,-127.5411,2444.84,589.96
1116175,2.0097,30.865,2443.7,1393.15
1116200,58.9619,-134.3133,2443.68,1099.3
1116903,64.1169,147.7339,2442.9,1159.69
1117198,38.3008,29.9575,2442.6,1301.49
1120224,30.3314,60.1081,2439.12,916.26
1120890,10.3767,-67.4292,2438.17,1483.02
1121491,56.5869,-126.5819,2437.43,1172.12
1122123,27.6278,-103.905,2436.63,995.77
1122998,21.5567,97.3925,2435.49,1212.61
1123269,60.6478,-43.9733,2435.17,676.72
1123470,56.52,-123.7058,2434.95,1015.19
1124050,22.1442,100.5194,2434.25,1249.38
1124335,14.0764,46.2117,2433.9,465.32
1124989,33.3958,54.6817,2433.14,1309.03
1125349,-15.3567,37.0589,2432.73,1768.41
1125442,35.0333,-118.4867,2432.61,1164.95
1125583,-19.7764,33.0622,2432.47,1345.43
1126286,47.8013,-123.7107,2431.69,2390.85
1128591,61.8886,171.17,2429.29,2311.61
1131629,7.0367,11.7161,2425.73,1163.9
1131825,12.4061,108.4244,2425.49,2062.37
1132863,40.85,-3.9561,2424.2,1109.49
1133291,51.2792,84.2967,2423.69,1119.13
1134185,39.5272,21.2006,2422.57,926.18
1134815,56.3806,-123.4883,2421.86,1014.92
1135467,28.7544,-17.885,2421.06,2421.06
1135562,19.7,104.713,2420.99,1361.11
1136704,3.905,115.4883,2419.72,1979.05
1136935,39.8833,113.9361,2419.49,841.1
1137681,65.235,143.6767,2418.69,1433.7
1138451,-32.2217,24.9042,2417.97,672.02
1139716,55.9383,-123.4208,2416.67,1532.75
1140029,-13.7856,14.1889,2416.35,775.21
1140467,37.3011,29.2008,2415.86,1242.18
1141331,55.5436,-127.4861,2414.83,1640.26
1142563,56.1103,-125.8853,2413.22,1102.1
1142610,34.4189,110.4792,2413.16,889.77
1142737,14.4953,-87.5083,2413.02,1512.59
1142977,14.3644,-87.8047,2412.74,1176.28
1144385,33.3442,53.6436,2411.01,1380.61
1145475,29.4258,60.0136,2409.79,706.62
1146241,-9.5606,124.2275,2408.97,1964.43
1146381,34.0626,-111.4615,2408.83,1208.53
1146466,-70.6678,159.7458,2408.73,473.4
1148474,50.8336,94.7689,2406.51,644.38
1148692,58.2828,-128.8844,2406.33,1202.75
1149072,66.4556,141.1789,2405.94,1115.59
1150423,29.1658,-104.1311,2404.57,1019.18
1150951,64.7828,-134.3689,2403.99,938.78
1151183,46.6578,103.5642,2403.75,608.8
1151573,-71.6086,163.12,2403.3,925.57
1151591,66.85,144.5311,2403.27,1101.38
1152101,40.7097,20.1453,2402.62,1429.43
1152823,13.9756,45.8203,2401.7,333.32
1153755,63.2661,139.4055,2400.53,1100.29
1153843,36.9531,22.3503,2400.44,2399.08
1154863,56.5778,-126.1092,2399.24,1036.23
1155199,8.2169,123.6361,2398.83,2285.12
1156164,30.0139,60.0733,2397.68,750.43
1157112,5.7661,-66.1917,2396.62,2028.84
1157232,56.7594,-127.5025,2396.48,1134.93
1160421,65.4744,143.0278,2393.19,1366.75
1160911,33.2824,-110.8213,2392.68,1251.2
1161264,43.0175,-5.9569,2392.37,1098.36
1162596,29.6708,59.9711,2390.81,306.7
1163000,-6.0814,37.51,2390.29,1372.45
1163986,40.5158,31.8739,2389.12,1144.24
1165041,7.245,12.1578,2387.82,1064.01
1165165,4.755,-64.5075,2387.65,1568.74
1166231,-44.0756,-72.8606,2386.45,2219.76
1166747,-14.3222,13.8914,2385.9,1293.79
1167440,29.246,-103.3053,2385.06,1367.33
1169234,65.215,149.0783,2383.1,1583.21
1169547,6.91,35.0122,2382.78,1267.21
1169594,-7.7467,35.9611,2382.72,775.21
1171569,42.7175,24.9169,2380.88,1572.41
1171673,64.7622,143.0511,2380.79,1389.1
1172286,61.9219,-133.3678,2380.2,1414.52
1173740,23.9767,39.2825,2378.66,1457.04
1174305,37.95,-2.5656,2377.99,1406.31
1174390,61.9675,-133.4467,2377.89,436.45
1174575,4.57,-64.3558,2377.67,951.64
1176189,13.855,-89.6283,2375.8,1674.91
1176478,4.0456,114.93,2375.45,2027.83
1176908,56.1836,-125.5367,2374.98,949.22
1178878,28.2103,-106.0689,2372.76,642.92
1180260,42.8597,98.8217,2371.33,961.93
1180296,51.1825,103.9806,2371.29,548.84
1180705,67.5822,128.1439,2370.86,1661.67
1180784,55.8975,130.4539,2370.77,1678.74
1181010,37.9403,22.3967,2370.57,1869.05
1183970,-32.3636,26.4036,2367.75,1032.63
1184242,56.3331,-125.9483,2367.49,933.28
1184408,32.8811,55.5697,2367.34,1181.15
1185194,21.0922,96.6008,2366.47,1346.31
1185202,52.7058,-124.8503,2366.46,783.43
1185555,40.7939,20.465,2366.06,1515.7
1186283,71.8622,-29.39,2365.18,705.77
1186834,29.9453,-109.5247,2364.49,1073.03
1186915,-71.3875,163.7025,2364.39,626.94
1187262,-8.6414,126.5964,2363.97,2027.0
1187823,-71.3903,35.5858,2363.31,510.18
1187996,33.8245,-110.9123,2363.11,765.35
1188081,64.1225,-127.945,2363.0,1195.1
1188479,56.0686,115.8617,2362.53,1592.62
1188924,29.3453,63.4475,2362.01,1388.03
1191008,23.7042,97.6967,2359.77,1262.96
1191134,18.0131,120.9389,2359.65,1584.39
1191440,58.3522,-155.0925,2359.3,2244.41
1191984,61.4114,144.2294,2358.81,1037.13
1192073,24.1511,6.8611,2358.7,833.96
1194388,53.6075,134.5764,2356.52,1898.97
1194452,-11.7589,43.3669,2356.42,2356.42
1195003,14.9578,-85.9167,2355.93,1543.8
1195064,58.4778,-133.3617,2355.84,1631.71
1195085,41.1761,106.8219,2355.82,972.85
1195460,29.953,-104.478,2355.49,898.55
1196251,28.1431,-102.3272,2354.63,751.57
1197233,64.4317,-128.37,2353.51,836.3
1197312,-8.6517,120.4483,2353.4,2353.4
1198849,53.6833,134.6808,2351.7,598.68
1198963,-5.0508,151.3311,2351.54,2351.54
1200768,-42.9486,-71.8528,2349.65,1359.07
1201770,-6.7864,36.3181,2348.58,1347.45
1201886,-7.5622,31.2764,2348.48,545.66
1201992,5.5839,-65.2483,2348.35,1787.65
1202245,-23.3514,16.2153,2348.05,576.45
1203214,57.0825,-129.5217,2347.08,1084.39
1204679,64.7417,-135.1444,2345.74,1326.75
1204829,40.9761,110.6189,2345.63,924.61
1205939,18.3825,-74.0244,2344.58,2083.54
1206169,48.0092,94.4717,2344.39,503.18
1206569,38.4092,39.3328,2344.02,467.65
1207901,33.0744,109.2639,2342.71,1318.89
1208079,-71.5403,164.0625,2342.55,564.18
1208359,27.5186,66.5803,2342.24,1004.31
1210639,68.3308,-149.5467,2339.69,923.14
1211046,71.9544,-30.0625,2339.24,338.64
1212332,20.9692,99.6331,2337.85,978.15
1213346,61.3653,-130.5033,2336.81,1247.85
1213737,27.51,66.0289,2336.42,1071.84
1215229,38.4689,-28.3992,2334.84,2334.84
1215536,58.8603,-128.645,2334.57,1258.89
1215613,-27.7517,29.3442,2334.48,542.39
1216288,33.6842,-111.3257,2333.85,1008.89
1216377,63.2817,144.885,2333.83,1187.96
1216730,71.3053,-26.7008,2333.52,2073.47
1218488,63.7353,147.7961,2331.97,1069.7
1221124,14.1919,-87.1003,2329.24,921.18
1221471,62.2136,139.2183,2328.88,943.35
1221765,21.4003,99.4825,2328.55,632.28
1222106,-74.1519,-66.4733,2328.22,689.87
1222283,-25.2094,30.1497,2328.02,679.79
1223490,-9.9528,33.3522,2326.65,897.26
1223675,40.6972,109.4055,2326.47,1024.99
1223854,-9.7036,160.0622,2326.27,2326.27
1224143,14.9653,-87.0636,2325.95,1414.4
1224443,40.5506,113.7856,2325.67,934.89
1224458,63.8317,-128.3978,2325.65,633.38
1225805,-14.8625,13.3314,2324.2,772.73
1225806,30.3606,70.1283,2324.2,1125.82
1227218,29.4106,63.6806,2322.79,741.49
1227279,21.6706,98.7878,2322.72,1436.68
1227393,35.3183,6.6369,2322.6,1602.37
1228474,35.4158,111.9633,2321.64,1200.5
1229727,-65.9072,-64.315,2320.47,596.18
1230445,24.3086,5.5647,2319.83,979.03
1231024,-4.4006,152.9386,2319.32,2319.32
1231619,24.3697,5.6097,2318.81,556.93
1232577,29.4978,-105.4906,2317.83,941.1
1232963,64.6739,-128.3605,2317.38,1119.92
1233185,-43.2947,-72.5258,2317.15,2168.89
1233214,61.9711,138.9411,2317.11,1226.39
1234015,51.3031,105.2517,2316.21,875.56
1234057,48.651,-116.6652,2316.18,527.3
1235048,51.2886,105.1822,2315.1,466.5
1236078,49.1469,101.0919,2314.05,606.87
1236952,-33.3981,21.3681,2313.19,1533.2
1238273,40.7078,109.1128,2311.84,558.47
1238541,41.7872,-1.8397,2311.58,1296.79
1238754,35.3436,6.2922,2311.34,742.28
1239225,-0.6597,112.6886,2310.88,2031.54
1240912,5.0461,95.6367,2309.33,1719.06
1241206,50.8611,155.5647,2309.08,2309.08
1242603,-66.1117,-64.8644,2307.88,577.18
1242920,38.9333,29.7097,2307.59,1100.29
1242930,29.1189,62.805,2307.57,1281.58
1245614,41.1653,128.7797,2304.94,583.69
1246164,40.685,110.7564,2304.37,619.32
1247355,62.7628,145.3572,2303.09,1085.48
1248694,57.2319,119.8525,2301.69,1026.76
1249213,-45.105,-73.1697,2301.19,2069.33
1250583,30.2353,110.5778,2299.85,1636.13
1250831,71.4011,-51.8358,2299.6,2127.37
1251125,59.5125,-130.1453,2299.33,1320.66
1251239,36.4478,4.2281,2299.22,1707.12
1251336,27.8592,35.7417,2299.13,1325.17
1252041,64.2397,143.9078,2298.49,852.93
1253115,55.2783,-126.9408,2297.47,1256.83
1253182,26.2867,-102.9014,2297.4,841.99
1253580,58.4175,-154.4508,2297.02,1054.72
1254507,-21.7283,15.5283,2296.31,1050.92
1255048,36.47,4.1439,2295.83,725.29
1255633,57.0039,-125.5783,2295.37,1184.46
1256872,48.1531,101.8836,2294.25,502.66
1256998,40.6094,112.3094,2294.18,709.82
1257112,12.0911,108.6622,2294.06,1252.3
1258273,-5.1869,151.8339,2292.95,2059.54
1258382,47.5969,24.6344,2292.83,1558.45
1258990,41.3536,116.1403,2292.2,874.21
1260807,2.1722,99.3614,2290.28,932.42
1260974,-7.1147,36.4403,2290.11,1101.01
1260986,56.0392,109.2697,2290.1,935.79
1263168,43.6636,142.8542,2287.95,2287.95
1263943,59.3461,-129.77,2287.23,1042.81
1264200,20.0708,99.1417,2286.99,1459.32
1264422,18.1497,105.407,2286.79,1618.51
1264511,27.07,65.7525,2286.69,961.79
1265559,27.2789,65.5858,2285.72,836.35
1265777,-27.3867,30.0461,2285.59,602.96
1266302,24.5547,38.215,2285.11,1650.1
1267968,56.4947,129.4364,2283.73,1254.74
1268221,16.765,-94.4517,2283.54,1495.74
1268529,30.9214,-105.0854,2283.26,951.28
1269404,62.1764,149.1161,2282.49,1361.9
1270153,62.32,9.2672,2281.81,1667.64
1270352,23.0367,97.1572,2281.63,869.5
1271095,-21.2031,16.7119,2280.9,838.53
1271191,-22.3433,-42.7269,2280.81,1869.59
1272213,-25.0828,30.65,2279.72,767.45
1272983,20.2711,103.1964,2278.93,1213.41
1273317,68.5797,-146.6683,2278.57,829.43
1274645,-27.4914,30.3325,2277.23,426.16
1275569,52.4903,134.9167,2276.41,1118.98
1276331,67.5533,139.175,2275.66,1388.76
1276393,40.9025,111.1761,2275.62,484.8
1276508,61.9839,149.3306,2275.51,737.3
1277512,64.4703,-138.555,2274.52,1212.58
1277770,47.6183,15.1425,2274.25,1427.17
1278395,52.9519,134.6564,2273.74,816.2
1278429,-19.3892,32.7925,2273.71,991.75
1280528,-32.1303,24.0761,2271.91,661.91
1281418,40.7556,126.9625,2271.21,1059.47
1281460,-0.6147,34.1414,2271.15,988.23
1281740,54.0244,134.9672,2270.95,737.06
1283812,63.3703,148.2283,2269.07,1191.46
1285134,42.2425,-2.9725,2267.71,1113.87
1286314,22.9719,96.4695,2266.53,1324.27
1286524,68.4142,128.6367,2266.34,1099.28
1286620,57.2158,-127.7625,2266.22,856.42
1286641,-6.3544,36.8892,2266.2,997.8
1287179,56.7389,115.2558,2265.68,1181.29
1287691,68.1217,-150.1167,2265.23,536.61
1287818,-27.2078,30.4478,2265.1,660.33
1288054,41.1831,-3.4661,2264.9,821.9
1288842,63.4453,148.1872,2264.19,335.31
1290643,-20.1436,46.7694,2262.53,738.25
1290772,49.6275,101.243,2262.41,646.24
1291014,39.8944,16.2156,2262.22,1708.8
1291046,71.0819,-8.1767,2262.19,2262.19
1292209,24.7169,5.6444,2261.23,1190.19
1296443,68.1847,-150.51,2257.71,627.81
1296479,28.7972,-105.1011,2257.67,920.72
1297590,57.1939,-128.0269,2256.66,917.3
