2.000000000000000000e+00,3.588170000000000215e+01,7.651250000000000284e+01,8.613950000000000728e+03,3.578477999999999884e+05,1.315607899999999907e+06
4.500000000000000000e+01,2.963250000000000028e+01,9.505419999999999447e+01,7.781850000000000364e+03,3.401250000000000000e+05,7.068450999999999767e+05
8.500000000000000000e+01,2.959669999999999845e+01,1.018782999999999959e+02,7.555989999999999782e+03,3.351527999999999884e+05,6.605615999999999767e+05
1.250000000000000000e+02,4.203499999999999659e+01,8.012829999999999586e+01,7.438949999999999818e+03,3.325470000000000000e+05,5.580151999999999534e+05
3.910000000000000000e+02,3.641250000000000142e+01,8.738500000000000512e+01,6.972909999999999854e+03,3.219617000000000116e+05,5.964196999999999534e+05
3.960000000000000000e+02,-3.265330000000000155e+01,-7.001250000000000284e+01,6.961939999999999600e+03,3.217082999999999884e+05,1.651758200000000000e+07
4.380000000000000000e+02,3.392329999999999757e+01,8.921080000000000609e+01,6.929020000000000437e+03,3.209467999999999884e+05,3.223652999999999884e+05
4.680000000000000000e+02,-2.710999999999999943e+01,-6.854250000000000398e+01,6.893050000000000182e+03,3.201127000000000116e+05,6.305110000000000000e+05
6.430000000000000000e+02,-9.120799999999999130e+00,-7.760500000000000398e+01,6.768079999999999927e+03,3.171975999999999767e+05,2.207643100000000093e+06
1.249000000000000000e+03,-1.810829999999999984e+01,-6.888330000000000553e+01,6.548930000000000291e+03,3.120199000000000233e+05,7.325679000000000233e+05
2.056000000000000000e+03,-1.554579999999999984e+01,-7.266079999999999472e+01,6.405069999999999709e+03,3.085737999999999884e+05,4.429425000000000000e+05
3.267000000000000000e+03,3.479169999999999874e+01,9.946750000000000114e+01,6.281930000000000291e+03,3.055932000000000116e+05,5.531729000000000233e+05
3.489000000000000000e+03,-1.467500000000000027e+00,-7.881749999999999545e+01,6.266989999999999782e+03,3.052295999999999767e+05,8.456430000000000000e+05
4.138000000000000000e+03,3.565829999999999700e+01,9.426170000000000471e+01,6.224020000000000437e+03,3.041814000000000233e+05,2.969705999999999767e+05
4.748000000000000000e+03,6.306920000000000215e+01,-1.510066999999999950e+02,6.190489999999999782e+03,3.033610000000000000e+05,7.450213900000000373e+06
1.185800000000000000e+04,6.056750000000000256e+01,-1.404057999999999993e+02,5.956100000000000364e+03,2.975625000000000000e+05,6.227260000000000000e+05
1.441900000000000000e+04,-3.076700000000000212e+00,3.735419999999999874e+01,5.895140000000000327e+03,2.960357999999999884e+05,5.509693799999999814e+06
1.869300000000000000e+04,3.850000000000000000e+01,9.772499999999999432e+01,5.807960000000000036e+03,2.938387000000000116e+05,3.592655999999999767e+05
2.315200000000000000e+04,1.083919999999999995e+01,-7.368670000000000186e+01,5.729939999999999600e+03,2.918584000000000233e+05,1.287041699999999953e+06
2.929100000000000000e+04,4.335419999999999874e+01,4.243580000000000041e+01,5.641850000000000364e+03,2.896062999999999884e+05,2.469398899999999907e+06
2.976500000000000000e+04,1.903079999999999927e+01,-9.726999999999999602e+01,5.636060000000000400e+03,2.894575999999999767e+05,2.690265399999999907e+06
3.179800000000000000e+04,3.595580000000000354e+01,5.210999999999999943e+01,5.610149999999999636e+03,2.887915000000000000e+05,1.164998399999999907e+06
4.778200000000000000e+04,4.380169999999999675e+01,8.833329999999999416e+01,5.444949999999999818e+03,2.845077999999999884e+05,6.094051999999999534e+05
5.181500000000000000e+04,6.495000000000000107e+00,-7.229670000000000130e+01,5.409899999999999636e+03,2.835905999999999767e+05,4.991452000000000116e+05
5.422600000000000000e+04,2.923299999999999788e+00,-7.602830000000000155e+01,5.390079999999999927e+03,2.830705999999999767e+05,3.863797999999999884e+05
9.018500000000000000e+04,3.970329999999999870e+01,4.429919999999999902e+01,5.137100000000000364e+03,2.763479000000000233e+05,3.793135000000000000e+05
9.512400000000000000e+04,3.857999999999999763e-01,2.987330000000000041e+01,5.109060000000000400e+03,2.755927000000000116e+05,8.297935999999999767e+05
1.112340000000000000e+05,-7.853499999999999659e+01,-8.557080000000000553e+01,5.018840000000000146e+03,2.731485000000000000e+05,4.928843299999999814e+06
1.365840000000000000e+05,-4.078299999999999592e+00,1.371582999999999970e+02,4.884119999999999891e+03,2.694575000000000000e+05,5.235054700000000186e+06
1.492900000000000000e+05,4.583250000000000313e+01,6.865000000000000213e+00,4.810050000000000182e+03,2.674065000000000000e+05,2.812004600000000093e+06
1.578780000000000000e+05,-4.708300000000000374e+00,1.402891999999999939e+02,4.757010000000000218e+03,2.659280999999999767e+05,3.509175000000000000e+05
1.585280000000000000e+05,5.605579999999999785e+01,1.606416999999999859e+02,4.752750000000000000e+03,2.658090000000000000e+05,2.750302500000000000e+06
1.901440000000000000e+05,1.323670000000000080e+01,3.836829999999999785e+01,4.550050000000000182e+03,2.600790000000000000e+05,1.482220899999999907e+06
1.904560000000000000e+05,3.236749999999999972e+01,5.008670000000000044e+01,4.547920000000000073e+03,2.600181000000000058e+05,4.378442999999999884e+05
1.933190000000000000e+05,-8.433249999999999602e+01,1.664308000000000050e+02,4.528109999999999673e+03,2.594512000000000116e+05,1.584986000000000000e+06
1.958040000000000000e+05,-5.780000000000000249e+00,1.450300000000000011e+02,4.508909999999999854e+03,2.589005000000000000e+05,5.377020999999999767e+05
1.962250000000000000e+05,4.980499999999999972e+01,8.659080000000000155e+01,4.505859999999999673e+03,2.588130000000000000e+05,6.683240000000000000e+05
1.970470000000000000e+05,2.951170000000000115e+01,5.727170000000000272e+01,4.500069999999999709e+03,2.586466000000000058e+05,7.558731999999999534e+05
2.076050000000000000e+05,3.657829999999999870e+01,-1.182925000000000040e+02,4.418989999999999782e+03,2.563058999999999942e+05,2.649440399999999907e+06
2.098460000000000000e+05,6.825800000000000090e+00,3.981750000000000256e+01,4.400090000000000146e+03,2.557572000000000116e+05,7.237373000000000466e+05
2.100450000000000000e+05,3.911749999999999972e+01,-1.064449999999999932e+02,4.399180000000000291e+03,2.557307999999999884e+05,1.079246300000000047e+06
2.108830000000000000e+05,4.685249999999999915e+01,-1.217600000000000051e+02,4.392470000000000255e+03,2.555357000000000116e+05,1.176718600000000093e+06
2.196950000000000000e+05,4.140919999999999845e+01,-1.221949999999999932e+02,4.316579999999999927e+03,2.533186000000000058e+05,5.387469000000000233e+05
2.231910000000000000e+05,-7.704000000000000625e+01,-1.260516999999999967e+02,4.284880000000000109e+03,2.523867000000000116e+05,9.439060000000000000e+05
2.259610000000000000e+05,1.956330000000000169e+01,-1.036082999999999998e+02,4.259880000000000109e+03,2.516493999999999942e+05,4.051225999999999767e+05
2.303510000000000000e+05,1.504330000000000034e+01,-9.190330000000000155e+01,4.219960000000000036e+03,2.504675000000000000e+05,7.190093000000000466e+05
2.317280000000000000e+05,4.318419999999999703e+01,-1.096542000000000030e+02,4.207460000000000036e+03,2.500962000000000116e+05,4.673365000000000000e+05
2.319660000000000000e+05,1.982079999999999842e+01,-1.554682999999999993e+02,4.205020000000000437e+03,2.500237000000000116e+05,3.947010700000000186e+06
2.360300000000000000e+05,3.105999999999999872e+01,-7.915000000000000036e+00,4.166920000000000073e+03,2.488885000000000000e+05,2.078195600000000093e+06
2.361370000000000000e+05,-7.178919999999999391e+01,1.687492000000000019e+02,4.166010000000000218e+03,2.488612999999999884e+05,1.244785800000000047e+06
2.435420000000000000e+05,6.075000000000000178e+00,1.165583000000000027e+02,4.094989999999999782e+03,2.467308999999999942e+05,2.509547100000000093e+06
2.437570000000000000e+05,-8.037000000000000455e+01,7.725419999999999732e+01,4.092849999999999909e+03,2.466665000000000000e+05,1.236737899999999907e+06
2.476380000000000000e+05,-4.659499999999999886e+01,-7.334579999999999700e+01,4.058110000000000127e+03,2.456173999999999942e+05,1.130059199999999953e+06
2.495800000000000000e+05,4.218300000000000161e+00,9.173299999999999343e+00,4.040119999999999891e+03,2.450722999999999884e+05,2.335707799999999814e+06
2.497870000000000000e+05,-8.892500000000000071e+00,1.475332999999999970e+02,4.037989999999999782e+03,2.450077000000000116e+05,2.878704000000000233e+05
2.511820000000000000e+05,-7.806080000000000041e+01,1.626850000000000023e+02,4.024880000000000109e+03,2.446097000000000116e+05,5.341330999999999767e+05
2.518130000000000000e+05,5.137330000000000041e+01,-1.252633000000000010e+02,4.019090000000000146e+03,2.444337000000000116e+05,5.617396999999999534e+05
2.558410000000000000e+05,3.898579999999999757e+01,-1.143141999999999996e+02,3.981599999999999909e+03,2.432910000000000000e+05,3.730759000000000233e+05
2.585580000000000000e+05,5.311079999999999757e+01,-1.191567000000000007e+02,3.959050000000000182e+03,2.426010000000000000e+05,4.595304000000000233e+05
2.587460000000000000e+05,4.499499999999999744e+01,1.002308000000000021e+02,3.956909999999999854e+03,2.425355000000000000e+05,3.561942999999999884e+05
2.592870000000000000e+05,2.347080000000000055e+01,1.209582999999999942e+02,3.952039999999999964e+03,2.423862000000000116e+05,1.814633500000000000e+06
2.629190000000000000e+05,3.853170000000000073e+01,3.545080000000000098e+01,3.916980000000000018e+03,2.413086000000000058e+05,5.509820999999999767e+05
2.708780000000000000e+05,3.534669999999999845e+01,-1.116782999999999930e+02,3.850539999999999964e+03,2.392532999999999884e+05,3.957189000000000233e+05
2.756120000000000000e+05,9.484199999999999520e+00,-8.348919999999999675e+01,3.819139999999999873e+03,2.382757999999999884e+05,8.774319000000000233e+05
2.765100000000000000e+05,-7.725749999999999318e+01,3.915500000000000114e+01,3.810000000000000000e+03,2.379905000000000000e+05,5.581570000000000000e+05
2.770310000000000000e+05,-1.696700000000000097e+00,1.012642000000000024e+02,3.805119999999999891e+03,2.378381000000000058e+05,1.903899500000000000e+06
2.803220000000000000e+05,3.536079999999999757e+01,1.387274999999999920e+02,3.775860000000000127e+03,2.369217999999999884e+05,2.076730500000000000e+06
2.886950000000000000e+05,-8.410000000000000142e+00,1.164574999999999960e+02,3.725880000000000109e+03,2.353486000000000058e+05,1.600674899999999907e+06
2.892500000000000000e+05,-4.359499999999999886e+01,1.701425000000000125e+02,3.724050000000000182e+03,2.352907999999999884e+05,3.138805200000000186e+06
2.903430000000000000e+05,2.536329999999999885e+01,-1.005575000000000045e+02,3.720079999999999927e+03,2.351652999999999884e+05,6.271788000000000466e+05
2.908420000000000000e+05,2.827250000000000085e+01,-1.664249999999999829e+01,3.717949999999999818e+03,2.350980000000000000e+05,8.931049000000000233e+05
2.966000000000000000e+05,6.891830000000000211e+01,-2.989920000000000044e+01,3.693570000000000164e+03,2.343258999999999942e+05,3.254825899999999907e+06
2.997200000000000000e+05,-8.107499999999999929e+00,1.129224999999999994e+02,3.675889999999999873e+03,2.337643999999999942e+05,3.908925999999999767e+05
3.034090000000000000e+05,1.527999999999999936e+01,4.397829999999999728e+01,3.666130000000000109e+03,2.334538999999999942e+05,5.520729000000000233e+05
3.294480000000000000e+05,5.171920000000000073e+01,1.005966999999999985e+02,3.490869999999999891e+03,2.278053999999999942e+05,4.657675000000000000e+05
3.304010000000000000e+05,-2.946829999999999927e+01,2.926920000000000144e+01,3.482039999999999964e+03,2.275171000000000058e+05,3.003216799999999814e+06
3.307420000000000000e+05,3.705330000000000013e+01,-3.311700000000000088e+00,3.478989999999999782e+03,2.274173999999999942e+05,5.262970000000000000e+05
3.308840000000000000e+05,-3.384999999999999787e+00,1.200241999999999933e+02,3.478070000000000164e+03,2.273873999999999942e+05,6.812960999999999767e+05
3.342490000000000000e+05,3.797499999999999876e+00,9.721920000000000073e+01,3.465880000000000109e+03,2.269885000000000000e+05,7.552324000000000233e+05
3.366850000000000000e+05,1.979250000000000043e+01,1.854670000000000130e+01,3.444849999999999909e+03,2.262987999999999884e+05,1.998771600000000093e+06
