latitude,longitude,elevation,isolation,summit_name,wikipedia
-22.7808,-56.2025,756.82,191784.0,,
10.7617,-5.4183,756.82,163736.0,Mount Tenakourou,de:Tena Kourou
14.98,6.2142,751.94,322561.0,,
66.9208,-116.1567,751.94,190391.0,,
-2.0733,24.7217,747.98,169200.0,,
3.8025,43.825,746.76,238217.0,,
28.5017,9.705,736.7,185637.0,,
48.8042,-73.5892,735.79,177620.0,,
13.1583,93.0058,732.13,555631.0,Saddle Peak,en:Saddle Peak (Andaman Islands)
54.9442,166.34,730.91,238882.0,,
-8.5825,-48.6567,728.78,231875.0,,
71.1358,-122.9533,723.9,202780.0,,
-2.14,146.94,718.11,291570.0,,
-51.6917,-58.8342,705.0,507908.0,Mount Usborne,en:Mount Usborne
-50.8958,166.0217,705.0,442982.0,,
26.685,-4.8592,701.95,262764.0,,
-3.58,23.3083,701.95,161166.0,,
47.8975,-90.5608,701.34,703440.0,Eagle Mountain,en:Eagle Mountain (Minnesota)
22.5658,-14.2767,701.04,166550.0,,
-29.4658,117.2983,697.99,286643.0,Mount Singleton,
22.7875,-83.3683,693.72,333329.0,Pan de Guajaibón,
16.0667,11.385,693.72,248873.0,,
47.3167,-80.7492,693.12,397733.0,,
-30.36,119.6725,691.9,249774.0,,
-20.5075,-29.325,690.07,1147226.0,Pico do Desejado,
-19.1908,128.835,687.93,216751.0,,
-6.54,-46.2567,685.8,313021.0,,
0.0867,-70.8625,685.8,263786.0,P.,
61.6367,-72.7417,685.8,245894.0,,
25.6933,23.5767,680.92,175548.0,,
66.7967,-122.3858,679.7,162105.0,,
74.0275,96.2383,671.78,316874.0,,
-81.6533,-148.8392,667.82,246330.0,,
-1.8575,105.84,666.9,230258.0,,
18.0767,-11.3892,665.99,274936.0,,
46.9917,-83.9842,665.07,246635.0,,
8.1242,-4.6642,664.77,179280.0,,
-15.855,-173.7125,655.93,269568.0,,
-21.2342,-159.7633,652.88,994848.0,Te Manga,
65.935,-109.7408,652.88,297880.0,,
13.8208,9.3917,652.88,263154.0,,
71.8583,-112.5892,650.75,374394.0,,
48.47,58.4883,649.83,422719.0,Үлкен Боқтыбай,kk:Боқтыбай
6.6575,-5.5383,649.83,188692.0,,
-27.5992,-144.3758,633.07,1185268.0,Mount Perahu,
70.1117,-84.36,632.76,231918.0,,
-32.8825,121.1625,631.85,308810.0,Peak Charles,
5.3108,162.9933,629.11,552323.0,Finol Finkol,
66.0992,-90.4042,625.75,512805.0,,
7.1517,93.8258,623.93,211586.0,Mount Thullier,
-10.3917,-57.9708,622.71,293759.0,,
80.8008,58.495,620.88,494117.0,,
26.2342,-10.815,619.96,198514.0,,
64.83,-83.6025,611.12,343430.0,,
47.2317,-95.5033,611.12,213884.0,Height of Land Lookout,
2.1292,-71.1742,609.9,169755.0,,
-20.8875,139.8842,608.99,389585.0,,
0.1542,23.2775,604.72,209111.0,,
70.6942,-93.7425,602.89,317195.0,,
46.7558,-88.155,602.89,198324.0,Mount Arvon,en:Mount Arvon
25.3925,29.6617,597.71,258056.0,,
-33.4458,123.4758,594.06,224644.0,Tower Peak,
-32.9658,116.45,591.92,192266.0,Mount Saddleback,en:Mount Saddleback
45.6492,-78.2575,577.9,216732.0,,
70.9283,-116.4333,576.99,163075.0,,
5.525,-87.0808,574.85,515422.0,Cerro Yglesias,
-38.0092,-65.605,574.85,212811.0,Cerro Alto,
60.1392,-107.4,572.72,181471.0,,
-32.03,122.8092,572.72,168992.0,Mount Pleasant,
23.7983,-10.6417,570.89,170641.0,Zednes,
8.6675,106.5783,564.79,252980.0,Núi Thánh Giá,
-25.0425,125.065,558.7,178915.0,,
-52.5708,169.1658,558.09,282154.0,Mount Honey,en:Mount Honey
-13.0425,133.0808,551.99,598132.0,,
-79.3767,-161.6967,549.86,194599.0,,
16.8608,-3.6967,546.81,203549.0,,
44.3183,-80.32,544.07,171890.0,,
3.1658,106.2192,543.76,225336.0,,
68.2983,-85.2783,540.72,202129.0,,
37.5717,-90.7292,540.11,238432.0,Taum Sauk Mountain,en:Taum Sauk Mountain
-21.3333,128.1125,537.97,177669.0,,
74.4275,19.2033,536.14,252818.0,,
44.0725,52.5608,535.84,416704.0,,
72.6992,123.2175,535.84,191562.0,,
72.1092,140.8633,532.79,230769.0,,
-14.2708,-178.1392,523.95,322114.0,Mont Puke,en:Mont Puke
43.0283,-89.8525,523.95,210388.0,Blue Mounds,
63.6067,-112.5192,521.82,187428.0,,
44.3658,-85.6783,520.9,259619.0,Briar Hill,
-37.6008,-59.3033,518.77,196515.0,Cerro La Juanita,es:Cerro La Juanita
-29.2675,-177.9075,516.03,981752.0,Moumoukai,
-34.3808,-54.6733,513.89,484085.0,Cerro Catedral,es:Cerro Catedral (Uruguay)
60.0275,-166.2625,510.54,191887.0,Mount Roberts,
60.665,-173.0883,507.49,310384.0,,
-27.0858,-109.38,506.88,2831322.0,Maꞌuŋa Tere Vaka,en:Maunga Terevaka
26.6975,-7.3517,504.75,162735.0,,
14.145,145.1875,495.0,248956.0,Sabana,
-30.5942,145.6867,495.0,166037.0,Mount Gunderbooka,
69.5558,-112.67,493.78,179395.0,,
-23.1292,-134.9717,491.03,1066685.0,Duff,en:Mount Duff
73.2375,-94.6817,488.9,230336.0,,
51.1917,-93.5017,488.9,161147.0,,
-33.2825,136.1825,487.98,180941.0,,
-26.36,-79.8983,479.15,810138.0,,
40.37,-83.72,472.14,272598.0,Campbell Hill,en:Campbell Hill (Ohio)
64.6017,50.3467,470.92,387656.0,,
-32.7167,-54.7742,470.0,180794.0,,
57.345,-76.475,464.82,267925.0,,
73.7075,-118.9233,459.94,171291.0,,
42.14,60.4217,457.81,221335.0,Ashıtaw,
20.5733,-8.7533,454.76,196504.0,,
5.2242,48.1817,451.71,228463.0,,
60.5342,-1.4458,449.88,210651.0,Ronas Hill,en:Ronas Hill
23.9358,69.8233,444.7,208679.0,Kalo Dungar,en:Kalo Dungar
7.3408,151.6233,442.87,725750.0,Winipot,
-23.8575,-147.6483,437.08,528260.0,Hiro,fr:Raivavae
-18.6208,137.5025,433.73,246746.0,,
-54.7058,158.82,433.12,641514.0,,
48.5208,0.0275,432.82,237945.0,,
24.0817,-5.535,425.81,171675.0,,
69.4267,62.2083,424.89,191333.0,Мореиз,
16.5767,-7.2358,423.98,266866.0,,
-31.3225,-56.1692,419.71,197104.0,,
-28.4883,136.0225,418.8,277172.0,,
63.0733,32.6242,416.97,332169.0,Vottovaara,ru:Воттоваара
73.1067,82.79,415.75,246602.0,,
76.6525,148.5883,414.83,481199.0,,
-0.7283,18.8775,411.78,169772.0,,
-23.3683,-149.4683,401.73,193476.0,Mont Taitaʼa,
-19.6983,63.4458,395.94,599181.0,Mont Limon,
-22.75,143.29,395.94,205041.0,,
22.3067,-5.8533,394.72,173426.0,,
-22.4583,-151.3467,390.14,217369.0,,
41.8875,-84.62,390.14,177012.0,,
42.885,-83.325,390.14,173284.0,Mount Christie,
48.4167,-3.88,387.1,224480.0,Roc’h Ruz,fr:Roc'h Ruz
56.2208,-97.9075,381.91,167822.0,,
57.5075,14.5,378.87,249508.0,,
53.4317,49.8317,376.73,209814.0,Наблюдатель,
17.7417,-5.4067,376.73,192756.0,,
-12.2892,168.8358,375.82,196364.0,,
52.4767,48.0183,375.82,161693.0,370,
-10.1467,142.3208,373.99,275534.0,Banks Peak,
75.1367,140.0258,373.99,254842.0,,
30.4833,140.3033,368.81,225006.0,硫黄山,
-49.6842,178.7808,366.06,738493.0,,
15.8283,17.495,364.85,186950.0,,
48.2283,38.9158,363.93,374140.0,,
-10.4833,105.5808,361.8,372792.0,Murray Hill,
28.1017,28.9467,359.97,183265.0,,
61.7475,54.2367,359.97,180248.0,,
57.2883,33.9517,355.7,646864.0,,
76.785,158.1025,355.7,232945.0,,
53.8525,27.0625,353.87,396313.0,Dzyarzhynskaya,be:Дзяржынская (гара)
50.5683,45.14,353.87,279372.0,Серпокрыловская,
58.8867,53.7808,349.0,180168.0,,
-7.235,131.3758,347.78,180438.0,,
-25.0708,-130.11,346.86,539000.0,Pawala Valley Ridge,en:Pawala Valley Ridge
13.345,-81.3658,344.73,293837.0,Pan de Azúcar,
63.4117,37.0108,343.81,221931.0,,
63.7667,-94.3933,339.85,187833.0,,
43.1267,54.9275,339.85,174803.0,,
56.8508,29.3833,335.89,241521.0,Липницкая,ru:Липницкая (гора)
59.8258,-80.0142,333.76,188336.0,,
51.3433,28.23,332.84,180649.0,,
54.2233,18.1242,329.79,344958.0,Wieżyca,pl:Wieżyca (Pojezierze Kaszubskie)
-22.1092,114.005,320.95,167745.0,,
61.5408,33.7358,319.74,174230.0,,
57.7142,27.0592,319.74,169880.0,Suur Munamägi,et:Suur Munamägi
-29.0117,167.9425,319.13,744305.0,Mount Bates,en:Mount Bates
54.2442,22.3242,311.81,174480.0,Tatarska Góra,
73.5858,-105.1883,311.81,164102.0,,
59.8358,44.61,303.89,470321.0,,
4.0017,-81.6075,302.06,361373.0,,
67.0983,48.9458,301.75,203049.0,,
54.105,36.8583,299.92,175174.0,,
58.7917,42.2,296.88,179754.0,,
-44.1242,-176.5833,294.74,693588.0,,
-22.3408,-176.21,294.74,168355.0,,
80.9125,79.7917,293.83,192043.0,,
57.8567,49.4208,292.0,162474.0,,
56.6033,-169.6783,288.95,340886.0,,
18.3625,-114.6983,286.82,390821.0,,
61.7442,40.2942,284.99,161983.0,,
51.1192,37.2667,280.72,202104.0,,
63.3133,82.3092,277.98,300745.0,,
23.0625,-161.9275,275.23,224649.0,Miller's Peak,
73.3792,116.2808,269.75,187807.0,,
62.5017,25.1533,268.83,162421.0,Kiiskilänmäki,
30.4367,27.6308,266.7,192689.0,,
63.4058,45.565,265.79,238594.0,,
-12.4975,177.0675,255.12,485434.0,,
44.735,58.2075,254.81,213622.0,,
29.8958,-89.9983,251.76,463986.0,,
54.3025,-84.4867,249.94,252005.0,,
31.2333,25.685,249.94,169683.0,,
7.59,134.5883,242.01,865610.0,,
68.2833,44.8567,240.79,197861.0,,
70.2783,-105.3167,240.79,176760.0,,
-23.7617,34.9833,234.7,289908.0,,
56.26,-91.0758,231.95,181519.0,,
-22.3942,172.0858,229.82,331605.0,,
62.5817,66.0708,227.99,162467.0,,
-3.86,-32.4217,223.11,404275.0,,
19.7625,57.4875,219.76,164203.0,,
65.4325,42.4142,214.88,160928.0,,
-1.5358,145.0583,213.97,182295.0,,
-15.5825,-175.6258,211.84,203024.0,,
60.4875,30.1975,203.0,192718.0,гора Кивисюрья,
-2.91,113.4608,189.89,161380.0,,
-9.9208,144.0433,182.88,174037.0,,
55.9925,9.7967,181.97,172802.0,Yding Skovhøj,da:Yding Skovhøj
-21.9283,-157.9292,175.87,201866.0,Rangimotia,
9.535,138.105,174.04,439245.0,K'abul,
69.05,49.185,170.99,168481.0,,
56.665,74.9575,159.72,293201.0,,
-13.275,-176.2067,150.88,229050.0,Mont Lulu,
-1.8292,41.2592,148.74,162403.0,,
14.84,-17.0,139.9,440034.0,,
65.6142,75.3583,134.72,193892.0,,
48.1425,46.855,133.81,185300.0,Большое Богдо,
-18.8425,-159.7867,124.05,262103.0,Maungapu,
-15.81,-148.2683,105.77,223888.0,,
56.405,143.3858,95.71,224855.0,,
-19.0808,-169.9408,94.79,423354.0,,
28.5983,-81.7292,94.49,342599.0,,
-20.6433,-178.7392,84.73,189636.0,,
23.575,-164.7,84.12,289190.0,Summit Hill,
-0.8617,169.5408,81.08,994392.0,Banaba high point,
-19.9925,-158.1175,80.77,213156.0,,
75.0142,147.1083,78.94,184989.0,,
32.3175,-64.7333,76.81,1136062.0,Town Hill,
-47.7617,179.0408,73.15,209453.0,,
25.9492,131.2942,66.75,290503.0,,
-0.5292,166.9125,64.92,293370.0,Command Ridge,en:Command Ridge
24.2392,-75.3742,63.7,338404.0,,
25.3792,-76.5325,61.87,165398.0,,
19.7458,-79.7342,50.9,213260.0,,
24.5408,-78.205,49.99,191834.0,,
21.7867,-72.2467,49.07,198427.0,Blue Mountain,
0.5342,72.9975,45.72,966769.0,,
-24.34,-128.3408,38.71,194780.0,,
6.68,149.2975,37.8,261056.0,,
23.7692,-166.26,36.58,160131.0,,
-5.7733,53.3125,35.97,253926.0,,
-5.2908,71.7408,34.75,659051.0,,
-1.465,143.0508,32.92,192740.0,,
4.6842,-160.3625,30.78,1655250.0,,
-9.745,46.5142,30.78,340650.0,,
-26.5117,-105.285,29.87,397511.0,,
-11.4233,-151.8258,28.96,556580.0,,
5.3317,132.225,28.96,273781.0,,
3.01,131.1233,28.96,266671.0,,
43.9717,-59.7642,28.04,174826.0,,
9.7675,140.525,27.74,256671.0,,
-8.0642,178.375,26.82,509153.0,,
-20.78,-138.5483,26.82,446040.0,,
6.4117,-162.3533,26.82,289392.0,,
5.8758,-162.0817,26.82,229106.0,,
17.4117,-83.9017,26.82,196586.0,,
77.4908,82.25,26.82,168578.0,,
-10.395,-161.025,25.91,943285.0,,
28.2108,-177.3858,24.99,1217084.0,,
8.7267,167.74,24.99,641444.0,,
4.6783,168.6825,24.99,605015.0,,
-12.1725,96.8333,23.77,948598.0,,
-11.8242,96.8225,23.77,919958.0,,
-4.6775,-174.5358,23.77,869039.0,,
-7.1317,56.285,23.77,270392.0,,
6.22,160.6925,23.77,266060.0,,
3.8533,154.9708,23.77,245712.0,,
-9.9975,-150.2308,23.77,234608.0,,
8.1267,140.405,23.77,181864.0,,
-0.3767,-160.0167,22.86,559360.0,,
0.9325,173.035,22.86,435957.0,,
-18.0575,-163.19,22.86,369245.0,,
-9.0258,-157.8842,22.86,367648.0,,
-11.05,-171.0708,22.86,298913.0,,
9.2625,169.9492,22.86,250042.0,,
-5.46,159.4408,22.86,238994.0,,
7.2817,168.7508,22.86,194801.0,,
-15.7358,-142.1292,21.95,652516.0,,
-14.1917,-141.1825,21.95,487282.0,,
-20.7058,-143.0442,21.95,468287.0,,
-5.6467,176.065,21.95,352231.0,,
-4.7783,157.0275,21.95,209338.0,,
10.2833,-109.2083,21.03,952960.0,,
6.9608,73.2092,20.73,429545.0,,
-13.2733,-163.1992,20.73,392622.0,,
-16.7192,59.5667,20.73,390083.0,,
-9.2308,51.0342,20.73,357784.0,,
3.4733,72.8392,20.73,325305.0,,
-10.1225,51.1608,20.73,289306.0,,
-14.4383,-146.2233,20.73,265006.0,,
6.2408,171.9342,20.73,254782.0,,
10.8058,73.6683,20.73,213648.0,,
-9.3358,-171.1992,20.73,190023.0,,
9.2158,165.525,20.73,185193.0,,
16.7358,-169.5233,19.81,849898.0,,
-1.335,176.4375,19.81,454272.0,,
-10.8925,-165.8733,19.81,392567.0,,
-2.6208,176.8067,19.81,344464.0,,
-11.5642,-165.4133,19.81,306111.0,,
57.5958,-13.6875,19.81,301514.0,Rockall,
7.6208,155.1592,19.81,275966.0,,
7.3817,147.0367,19.81,235994.0,,
-8.5567,-172.4692,19.81,160068.0,,
-10.3967,56.6192,18.9,362021.0,,
7.3733,143.8333,18.9,353661.0,,
7.2583,144.45,18.9,285941.0,,
11.1433,166.29,18.9,225790.0,,
11.3808,167.5133,18.9,219009.0,,
-21.8117,-154.7083,18.9,215400.0,,
-17.3292,-138.3442,17.98,382329.0,,
16.9483,112.3342,17.98,272363.0,,
-16.1175,-146.365,17.98,178165.0,,
9.8442,160.8,16.76,366474.0,,
-4.4617,-171.2575,16.76,362292.0,,
1.0333,154.7958,16.76,309499.0,,
-18.145,-142.2242,16.76,265869.0,,
-4.5158,-172.2208,16.76,255226.0,,
-10.7908,179.4725,16.76,241858.0,Niulakita,
-17.4767,-143.4375,16.76,236848.0,,
-16.5175,-143.8167,16.76,190574.0,,
-17.4842,-145.3892,16.76,183115.0,,
-11.5167,47.3792,16.76,172705.0,,
2.0067,-157.3967,15.85,288659.0,,
-14.8275,-138.7942,15.85,266655.0,,
-18.5708,-136.2975,15.85,256568.0,,
11.4567,162.0892,15.85,227391.0,,
-21.3292,-136.53,15.85,215520.0,,
-23.1325,-137.1242,15.85,211329.0,,
-21.6867,-140.6825,15.85,188077.0,,
-18.56,-139.2175,15.85,162752.0,,
25.7775,-171.7275,15.24,595947.0,,
-16.9442,149.2,14.94,320326.0,,
-16.5117,-154.645,14.94,253316.0,,
-15.825,-154.5167,14.94,249765.0,,
19.2983,166.6467,13.72,856327.0,,
10.3767,114.3675,13.72,372540.0,,
-5.6267,-155.9,11.89,429677.0,,
14.7192,168.9183,11.89,307937.0,,
26.06,-173.9608,11.89,225925.0,,
-18.1425,162.8175,11.89,174114.0,,
24.285,153.9758,10.97,1017528.0,,
0.1933,-176.4858,10.97,578263.0,,
-3.9883,-154.8983,10.97,214134.0,,
20.4192,136.11,8.84,675849.0,,
-17.4033,155.8708,8.84,595639.0,,
-19.8667,158.3075,8.84,511620.0,,
-15.89,54.525,8.84,437463.0,,
-23.25,155.5417,8.84,281939.0,,
7.3733,113.845,8.84,232093.0,,
-24.6808,-124.7725,7.92,357719.0,,
-20.93,154.4042,7.92,282441.0,,
-21.6592,153.77,7.92,253542.0,,
-2.7733,-171.7183,7.92,191893.0,,
15.6717,-63.6175,7.92,187648.0,,
24.6258,-82.8725,7.92,171109.0,,
20.6992,116.73,6.71,245256.0,,
-21.4158,158.8517,5.79,173581.0,,
-17.2742,119.36,4.88,257245.0,,
8.6458,111.9192,4.88,254276.0,,
24.9575,-115.7675,3.96,279136.0,,
