id,latitude,longitude,elevation,MHD
311.0,28.5094,33.9556,2628.35,197669.1
312.0,-54.6631,-69.5925,2623.49,197486.3
313.0,18.81,97.0375,2623.11,197472.0
314.0,18.8097,97.0375,2621.08,197395.5
315.0,-12.4625,15.1742,2620.06,197357.1
316.0,-12.4628,15.1736,2618.28,197290.1
317.0,81.915,-75.0092,2616.1,197207.9
318.0,49.1639,20.1339,2603.93,196748.7
319.0,15.0692,107.975,2598.12,196529.1
320.0,15.0692,107.9753,2593.8,196365.6
321.0,-18.3,32.8417,2592.02,196298.2
322.0,40.2458,-5.2975,2591.1,196263.4
323.0,43.1739,-4.8572,2586.76,196098.9
324.0,81.915,-75.0097,2584.03,195995.4
325.0,-18.3006,32.8419,2581.99,195918.0
326.0,-54.6592,-69.5967,2580.13,195847.5
327.0,-21.1492,14.5775,2573.12,195581.2
328.0,27.8817,108.6817,2570.07,195465.3
329.0,27.8817,108.6814,2566.56,195331.8
330.0,-21.1497,14.5775,2564.32,195246.5
331.0,61.8933,171.1858,2562.15,195163.9
332.0,40.2483,-5.2997,2536.89,194199.4
333.0,7.0,80.7742,2524.05,193707.4
334.0,7.0008,80.7736,2523.12,193671.7
335.0,67.4125,-154.9658,2522.52,193648.7
336.0,56.2192,-159.2975,2506.98,193051.2
337.0,-31.7592,24.54,2503.02,192898.7
338.0,-81.9417,-89.8042,2483.52,192145.8
339.0,-7.5039,29.9867,2481.97,192085.9
340.0,-22.65,17.1792,2478.94,191968.6
341.0,-22.6497,17.1831,2477.84,191926.0
342.0,-7.5042,29.9867,2477.72,191921.3
343.0,67.4128,-154.965,2473.85,191771.4
344.0,61.6367,8.3125,2468.88,191578.7
345.0,76.4694,-25.6433,2460.85,191266.9
346.0,10.735,47.245,2460.04,191235.4
347.0,61.6361,8.3128,2459.01,191195.3
348.0,35.2275,24.7708,2456.08,191081.4
349.0,35.2264,24.7708,2452.65,190947.9
350.0,-31.7586,24.5397,2452.0,190922.6
351.0,10.7364,47.2442,2445.49,190669.0
352.0,61.8886,171.17,2429.29,190036.4
353.0,67.5817,128.14,2409.14,189246.6
354.0,55.8967,130.4533,2379.88,188093.9
355.0,23.9767,39.2825,2378.66,188045.7
356.0,67.5822,128.1439,2370.86,187737.1
357.0,55.8975,130.4539,2370.77,187733.5
358.0,53.6067,134.575,2370.12,187707.8
359.0,-11.7575,43.3658,2360.98,187345.5
360.0,53.6075,134.5764,2356.52,187168.5
361.0,-11.7589,43.3669,2356.42,187164.5
362.0,-5.0508,151.3311,2351.54,186970.6
363.0,38.4683,-28.3992,2350.92,186946.0
364.0,-23.3514,16.2153,2348.05,186831.8
365.0,23.9767,39.2825,2347.87,186824.7
366.0,40.9761,110.6189,2345.63,186735.5
367.0,-9.7033,160.0617,2335.07,186314.7
368.0,38.4689,-28.3992,2334.84,186305.5
369.0,-5.0508,151.3317,2333.85,186266.0
370.0,40.9758,110.6192,2331.72,186181.0
371.0,-25.2092,30.15,2331.11,186156.7
372.0,-74.1519,-66.4733,2328.22,186041.2
373.0,35.3183,6.6367,2328.06,186034.8
374.0,-25.2094,30.1497,2328.02,186033.2
375.0,-9.7036,160.0622,2326.27,185963.3
376.0,-33.3983,21.3675,2325.01,185912.9
377.0,35.3183,6.6369,2322.6,185816.5
378.0,-33.3981,21.3681,2313.19,185439.7
379.0,-0.6597,112.6886,2310.88,185347.1
380.0,36.4475,4.2283,2307.95,185229.6
381.0,-61.285,-54.1458,2300.02,184911.1
382.0,-66.7867,54.165,2300.02,184911.1
383.0,-0.6592,112.6883,2300.02,184911.1
384.0,71.4011,-51.8358,2299.6,184894.2
385.0,36.4478,4.2281,2299.22,184878.9
386.0,43.6633,142.8542,2290.88,184543.3
387.0,43.6636,142.8542,2287.95,184425.3
388.0,71.08,-8.1792,2276.86,183977.8
389.0,71.0819,-8.1767,2262.19,183384.1
390.0,1.82,115.2725,2250.03,182890.6
391.0,1.8197,115.2725,2245.61,182710.9
392.0,-17.6233,-149.4767,2240.89,182518.7
393.0,32.9117,-0.4675,2236.39,182335.4
394.0,-36.4558,148.2633,2228.09,181996.7
395.0,-36.4561,148.2636,2226.46,181930.1
396.0,32.9117,-0.4675,2224.74,181859.8
397.0,66.7706,-65.1583,2216.91,181539.5
398.0,-70.1944,64.8,2208.16,181180.9
399.0,-27.1808,18.7292,2201.88,180923.1
400.0,-27.18,18.7286,2196.24,180691.2
401.0,66.0383,-52.255,2191.82,180509.3
402.0,4.6325,102.235,2189.99,180433.9
403.0,4.6328,102.2344,2182.17,180111.5
404.0,64.2175,133.5594,2179.41,179997.6
405.0,66.0394,-52.2544,2175.01,179815.8
406.0,-67.3731,164.7556,2171.67,179677.7
407.0,27.8608,117.7842,2169.87,179603.2
408.0,27.8603,117.7833,2156.67,179056.1
409.0,-82.6233,-52.8125,2150.06,178781.5
410.0,53.1258,-168.6942,2149.14,178743.2
411.0,14.6731,48.7808,2144.98,178570.1
412.0,66.5467,-65.4292,2143.05,178489.8
413.0,-19.6153,17.6203,2142.59,178470.6
414.0,26.3133,114.0367,2140.0,178362.7
415.0,-24.4708,27.5925,2134.82,178146.7
416.0,-19.615,17.62,2128.72,177892.0
417.0,-84.8553,-65.0333,2126.92,177816.8
418.0,25.8667,110.4128,2121.63,177595.5
419.0,11.3258,49.7483,2119.88,177522.3
420.0,16.1714,99.0367,2117.6,177426.8
421.0,26.3133,114.04,2116.41,177376.9
422.0,64.0142,-16.6775,2110.13,177113.5
423.0,11.3264,49.7486,2107.06,176984.7
424.0,67.9008,18.5167,2105.86,176934.3
425.0,64.0139,-16.6783,2091.51,176330.4
426.0,67.9008,18.5172,2088.27,176193.7
427.0,-24.4706,27.5892,2084.12,176018.6
428.0,53.1264,-168.6953,2080.47,175864.4
429.0,13.4667,98.805,2072.03,175507.3
430.0,-17.2008,13.0208,2068.98,175378.1
431.0,-17.1997,13.0208,2068.13,175342.1
432.0,-37.1117,-12.2892,2060.14,175003.0
433.0,-25.2706,15.7547,2059.21,174963.5
434.0,42.615,117.7958,2053.74,174731.0
435.0,42.6156,117.7958,2050.75,174603.7
436.0,13.4667,98.805,2050.69,174601.2
437.0,-25.2708,15.755,2043.99,174315.7
438.0,-37.1117,-12.2889,2040.09,174149.3
439.0,-66.7003,54.84,2039.64,174130.1
440.0,35.765,-82.265,2037.28,174029.4
441.0,35.7649,-82.2651,2037.28,174029.4
442.0,-83.3819,-51.3833,2035.98,173973.8
443.0,-13.2967,-41.9075,2033.02,173847.3
444.0,-13.2967,-41.9075,2030.42,173736.1
445.0,0.2692,6.5417,2023.87,173455.7
446.0,17.8383,8.72,2022.04,173377.2
447.0,15.3083,26.5492,2009.85,172853.8
448.0,15.3086,26.5497,2008.58,172799.2
449.0,47.1158,136.5683,2004.06,172604.7
450.0,47.1164,136.5683,2001.66,172501.3
451.0,17.8392,8.7206,2001.37,172488.8
452.0,33.7675,133.1158,1982.11,171656.8
453.0,0.2692,6.5417,1976.36,171407.6
454.0,-24.6153,46.7042,1971.2,171183.7
455.0,-24.6158,46.705,1964.74,170903.0
456.0,33.8544,134.0947,1951.6,170330.6
457.0,33.3617,126.5292,1950.11,170265.5
458.0,83.3183,-33.2,1945.82,170078.1
459.0,9.2283,-11.1142,1944.93,170039.2
460.0,73.23,-78.6233,1944.01,169999.0
461.0,73.23,-78.6233,1938.94,169777.2
462.0,30.3358,130.5042,1936.09,169652.4
463.0,21.9158,25.0,1933.96,169559.0
464.0,9.2275,-11.115,1931.59,169455.1
465.0,30.3361,130.5042,1926.95,169251.4
466.0,33.3617,126.5358,1924.52,169144.7
467.0,44.2705,-71.3034,1916.58,168795.4
468.0,44.2708,-71.3033,1916.58,168795.4
469.0,-8.8608,27.0642,1909.88,168500.1
470.0,83.3742,-35.2717,1909.88,168500.1
471.0,-8.8611,27.0653,1908.48,168438.3
472.0,70.7992,-71.65,1905.0,168284.7
473.0,65.035,60.1142,1894.94,167839.8
474.0,-80.6578,-24.6667,1894.42,167816.8
475.0,-2.7133,115.6258,1891.89,167704.7
476.0,21.9158,24.9997,1891.49,167686.9
477.0,-13.3439,29.6103,1891.0,167665.2
478.0,65.035,60.1139,1889.28,167588.9
479.0,67.8175,178.2942,1887.93,167529.0
480.0,-15.3631,166.7545,1879.71,167163.9
481.0,-15.3625,166.755,1879.09,167136.4
482.0,67.8169,178.2939,1878.68,167118.1
483.0,-25.2508,-48.8,1876.96,167041.6
484.0,-80.6558,-24.6733,1875.13,166960.2
485.0,-13.345,29.6117,1874.82,166946.4
486.0,-11.5233,31.5917,1870.86,166770.0
487.0,-2.7106,115.6258,1865.1,166513.0
488.0,-13.6186,-172.4869,1862.82,166411.2
489.0,32.7592,-16.9433,1862.02,166375.5
490.0,-27.8875,23.5608,1861.72,166362.1
491.0,70.7994,-71.6508,1858.08,166199.4
492.0,-13.6183,-172.4867,1858.06,166198.5
493.0,-27.8858,23.5631,1854.78,166051.7
494.0,43.695,134.1994,1853.72,166004.3
495.0,-25.2411,-48.8297,1852.88,165966.6
496.0,32.7589,-16.9428,1851.15,165889.1
497.0,-49.595,69.4967,1850.14,165843.9
498.0,43.6958,134.1992,1849.83,165830.0
499.0,17.1625,54.8542,1848.96,165791.0
500.0,18.8983,109.7042,1840.08,165392.4
501.0,-17.6097,-149.4953,1836.48,165230.5
502.0,-28.125,-49.475,1826.97,164802.2
503.0,-27.9097,-49.3219,1822.59,164604.5
504.0,18.8994,109.7044,1817.12,164357.3
505.0,66.025,163.2367,1816.91,164347.8
506.0,12.0325,104.1708,1812.95,164168.6
507.0,66.0247,163.2383,1812.03,164126.9
508.0,12.0328,104.1711,1808.19,163952.9
509.0,51.8842,-178.1425,1805.94,163850.9
510.0,51.8831,-178.1442,1797.2,163453.9
511.0,-9.2442,27.8183,1789.6,163108.0
512.0,63.645,-50.3989,1786.54,162968.5
513.0,8.4942,99.7294,1784.74,162886.3
514.0,67.5392,168.1383,1780.95,162713.3
515.0,8.4942,99.7292,1780.03,162671.3
516.0,67.5389,168.1383,1779.59,162651.2
517.0,45.4725,114.5892,1777.23,162543.3
518.0,9.9342,9.0344,1766.46,162050.0
519.0,45.4725,114.5892,1764.79,161973.4
520.0,17.1625,54.8533,1759.92,161749.8
521.0,7.6219,-8.4083,1755.34,161539.2
522.0,9.9342,9.0342,1751.99,161384.9
523.0,7.6225,-8.4083,1751.99,161384.9
524.0,-17.1942,30.6892,1748.94,161244.4
525.0,-17.195,30.6883,1747.78,161190.9
526.0,47.0578,120.5219,1747.47,161176.6
527.0,80.4325,-19.6858,1744.07,161019.7
528.0,47.0575,120.5217,1740.71,160864.6
529.0,-11.1133,26.3914,1738.13,160745.3
530.0,-11.1133,26.3917,1734.92,160596.8
531.0,80.4328,-19.6903,1724.39,160108.7
532.0,24.6492,72.775,1722.12,160003.3
533.0,59.3242,114.4233,1715.85,159711.7
534.0,24.65,72.7769,1715.02,159673.1
535.0,79.0108,17.4908,1712.98,159578.1
536.0,0.0425,-91.3342,1706.88,159293.7
537.0,79.0106,17.4917,1704.82,159197.6
538.0,0.0425,-91.335,1704.57,159185.9
539.0,69.13,94.9375,1701.09,159023.3
540.0,59.3242,114.4233,1697.74,158866.7
541.0,-13.9925,-47.4875,1691.03,158552.4
542.0,-73.6525,-94.095,1681.61,158110.2
543.0,18.2275,82.725,1680.06,158037.3
544.0,69.1264,95.3117,1679.08,157991.2
545.0,18.2281,82.7228,1679.06,157990.2
546.0,-13.9522,-47.5208,1672.15,157664.8
547.0,-49.5942,69.4939,1664.53,157305.2
548.0,58.8875,-63.71,1652.02,156712.9
549.0,-33.7808,-80.815,1649.88,156611.4
550.0,19.6,73.7108,1645.92,156423.3
551.0,-68.835,-90.6175,1640.13,156148.0
552.0,-68.8275,-90.6317,1639.08,156098.0
553.0,54.255,58.1042,1638.01,156047.0
554.0,-12.0267,23.5667,1638.0,156046.5
555.0,54.255,58.105,1638.0,156046.5
556.0,-20.5883,164.77,1627.94,155566.6
557.0,-20.5886,164.7708,1627.66,155553.2
558.0,-20.6217,29.9033,1627.06,155524.6
559.0,-17.3992,145.8183,1622.15,155289.7
560.0,-41.8708,146.0333,1616.96,155041.1
561.0,-17.3994,145.8181,1613.85,154891.9
562.0,-20.6333,30.315,1609.95,154704.6
563.0,-41.8711,146.0333,1609.81,154697.9
564.0,45.9042,-68.9217,1605.69,154499.8
565.0,45.9044,-68.9214,1605.69,154499.8
566.0,11.9033,18.1908,1603.62,154400.2
567.0,50.7361,15.7397,1603.35,154387.2
568.0,50.7358,15.7392,1602.94,154367.5
569.0,-73.575,-94.0592,1601.72,154308.7
570.0,11.9033,18.1908,1600.81,154264.9
571.0,-32.0031,151.4469,1599.25,154189.7
572.0,19.6014,73.7089,1599.15,154184.9
573.0,22.0586,-159.4975,1598.68,154162.2
574.0,22.0583,-159.4975,1598.07,154132.8
575.0,-32.0025,151.4475,1596.85,154074.0
576.0,58.9444,-63.79,1593.36,153905.5
577.0,-30.4375,152.24,1585.87,153543.3
578.0,-30.4378,152.2403,1583.65,153435.8
579.0,-41.5331,147.6589,1571.12,152827.6
580.0,59.6317,59.135,1570.02,152774.1
581.0,59.6319,59.1347,1563.81,152471.7
582.0,48.4236,75.4714,1561.64,152365.8
583.0,-16.2828,28.1236,1550.73,151832.7
584.0,75.1667,57.8167,1548.99,151747.5
585.0,48.4242,75.4708,1548.99,151747.5
586.0,-14.7339,26.8431,1548.33,151715.1
587.0,-14.7242,26.85,1541.98,151403.7
588.0,-16.2825,28.1233,1540.76,151343.8
589.0,27.5097,41.5486,1539.36,151275.0
590.0,75.1758,57.825,1539.08,151261.3
591.0,46.8108,151.79,1538.94,151254.4
592.0,12.1119,-12.2636,1534.25,151023.7
593.0,-23.4008,132.395,1531.01,150864.2
594.0,27.51,41.5483,1530.71,150849.4
595.0,12.1125,-12.2633,1530.71,150849.4
596.0,51.2972,123.1283,1525.42,150588.5
597.0,-67.3083,164.6317,1524.0,150518.4
598.0,-23.4011,132.3956,1518.3,150236.7
599.0,46.8144,151.7875,1517.79,150211.4
600.0,51.2975,123.1283,1514.86,150066.4
601.0,12.575,54.0222,1513.74,150010.9
602.0,23.2789,44.593,1509.16,149783.8
603.0,-20.2667,-46.4344,1507.81,149716.8
604.0,12.575,54.0225,1502.97,149476.3
605.0,-20.2683,-46.4358,1502.97,149476.3
606.0,22.8025,44.9167,1502.97,149476.3
607.0,38.7004,-79.5325,1482.55,148457.4
608.0,38.7,-79.5333,1481.63,148411.3
609.0,76.4386,-62.2592,1477.62,148210.4
610.0,50.8844,118.1775,1477.46,148202.3
611.0,50.8842,118.1758,1474.93,148075.4
612.0,10.8881,13.7806,1472.06,147931.3
613.0,62.9142,176.5158,1467.92,147723.1
614.0,16.045,-61.6642,1467.0,147676.8
615.0,62.9144,176.515,1462.95,147472.8
616.0,10.8875,13.7808,1461.82,147415.8
617.0,16.0447,-61.6639,1460.4,147344.2
618.0,11.9828,31.0703,1458.22,147234.2
619.0,11.9833,31.0708,1449.93,146815.1
620.0,64.9925,-165.3292,1436.83,146150.4
621.0,-26.3183,131.7442,1435.79,146097.4
622.0,-26.3192,131.7442,1435.0,146057.3
623.0,16.705,52.53,1420.13,145298.5
624.0,16.7108,52.5108,1412.75,144920.5
625.0,64.9922,-165.3294,1406.44,144596.5
626.0,24.7272,42.6739,1402.47,144392.3
627.0,76.9192,16.1408,1399.95,144262.5
628.0,-33.3442,148.9825,1396.9,144105.3
629.0,-33.3442,148.9822,1394.29,143970.6
630.0,24.7275,42.6742,1389.89,143743.2
631.0,-66.7289,112.8333,1389.26,143710.6
632.0,-18.7722,21.7533,1387.3,143609.2
633.0,29.3667,37.2397,1380.66,143265.1
634.0,76.92,16.14,1376.22,143034.6
635.0,-58.4408,-26.3292,1374.95,142968.6
636.0,-18.7717,21.7533,1374.95,142968.6
637.0,-74.5358,-86.89,1371.9,142809.9
638.0,9.1369,23.1461,1370.46,142735.0
639.0,-33.7625,-80.8128,1369.3,142674.5
640.0,9.135,23.145,1366.72,142540.1
641.0,17.1458,22.4967,1359.9,142184.0
642.0,17.1458,22.4967,1353.92,141871.0
643.0,22.4492,78.3717,1349.96,141663.4
644.0,56.7967,-5.0033,1343.86,141343.0
645.0,-22.6325,44.1675,1342.95,141295.1
646.0,56.7967,-5.0036,1342.64,141278.8
647.0,18.1725,-66.5917,1338.07,141038.1
648.0,18.1722,-66.5919,1328.76,140546.6
649.0,22.4153,78.4092,1325.63,140381.0
650.0,14.3433,21.6581,1325.52,140375.2
651.0,-17.615,178.0183,1324.05,140297.3
652.0,-17.6147,178.0183,1323.27,140256.0
653.0,-18.12,-60.02,1320.09,140087.4
654.0,14.3442,21.6583,1310.94,139601.0
655.0,-18.1206,-60.0167,1305.29,139299.9
656.0,-60.5808,-45.4783,1294.79,138738.5
657.0,29.0956,-118.3111,1289.96,138479.4
658.0,-60.5811,-45.4783,1280.97,137996.0
659.0,-9.81,-139.0692,1275.89,137722.1
660.0,48.9875,-65.9486,1274.93,137670.3
661.0,41.9991,-74.386,1274.06,137623.3
662.0,41.9992,-74.3858,1274.06,137623.3
663.0,-21.015,148.6008,1270.1,137409.3
664.0,48.9875,-65.9483,1267.97,137294.0
665.0,-21.0153,148.6014,1266.76,137228.5
666.0,81.4936,-52.6292,1266.04,137189.5
667.0,-24.9528,148.125,1259.17,136816.8
668.0,3.6825,-56.5356,1254.34,136554.1
669.0,-9.8086,-139.0719,1253.91,136530.7
670.0,-22.9808,118.5875,1249.07,136267.0
671.0,-24.9517,148.1192,1248.77,136250.6
672.0,-22.9806,118.5878,1247.15,136162.2
673.0,-46.9039,37.7097,1240.21,135782.8
674.0,-38.1583,-61.9517,1239.01,135717.1
675.0,-38.1583,-61.9517,1237.86,135654.1
676.0,23.4892,83.6117,1233.83,135433.1
677.0,23.4889,83.6117,1233.78,135430.4
678.0,-20.9308,22.5008,1231.7,135316.2
679.0,3.6825,-56.5358,1229.87,135215.6
680.0,-46.9042,37.7083,1229.87,135215.6
681.0,20.5261,31.5283,1217.32,134523.9
682.0,-23.1014,134.9036,1205.36,133861.5
683.0,67.7258,33.4733,1200.91,133614.1
684.0,-8.16,-36.3922,1200.39,133585.2
