id,latitude,longitude,elevation,MHD
298.0,-80.61,-96.7675,2674.92,199412.6
299.0,20.7794,40.798,2659.24,198827.3
300.0,-22.195,46.885,2657.86,198775.7
301.0,49.1642,20.1342,2653.89,198627.2
302.0,-7.0925,37.6183,2652.98,198593.1
303.0,-22.1947,46.8853,2648.58,198428.3
304.0,43.1975,-4.8525,2648.1,198410.4
305.0,20.7792,40.7983,2646.88,198364.7
306.0,-7.0908,37.6208,2645.7,198320.4
307.0,-19.3492,47.2433,2642.92,198216.2
308.0,-19.3494,47.2433,2639.33,198081.5
309.0,-80.5494,-96.6653,2632.61,197829.2
310.0,28.51,33.955,2628.9,197689.8
