latitude,longitude,elevation,summit_name,wikipedia
-51.6917,-58.8342,705.0,Mount Usborne,en:Mount Usborne
-3.58,23.3083,701.95,,
47.8975,-90.5606,701.95,Eagle Mountain,en:Eagle Mountain (Minnesota)
-1.8644,105.8489,698.66,Bangka High Point,
-29.4658,117.2983,697.99,Mount Singleton,
16.0667,11.385,693.72,,
22.7875,-83.3683,693.72,,
47.3167,-80.7492,693.12,Ishpatina Ridge,
-30.36,119.6725,691.9,,
-20.5075,-29.325,690.07,Pico Trinidade,
0.0858,-70.8622,688.99,Cerro Vai Reariku Sur,
-6.5403,-46.2561,688.04,Serra Negra,
-19.1908,128.835,687.93,Gardner Range High Point,
61.6367,-72.7417,685.8,Mont Ippikutaaq,
25.6933,23.5767,680.92,,
66.7967,-122.3858,679.7,,
74.0275,96.2383,671.78,West Byrranga High Point,
8.1244,-4.6639,671.49,,
65.9353,-109.7411,668.82,Twin Jugs,
-81.6533,-148.8392,667.82,,
18.0767,-11.3892,665.99,,
46.9917,-83.9842,665.07,,
0.8572,-53.6697,656.36,,
-15.855,-173.7125,655.93,Tafahi,
48.4697,58.4883,654.48,Gora Boktybay,kk:Боқтыбай
6.6594,-5.5367,653.3,,
-21.2342,-159.7633,652.88,Te Manga,
13.8208,9.3917,652.88,,
71.8583,-112.5892,650.75,,
7.1511,93.8258,650.5,Mount Thullier,
70.1111,-84.31,645.51,,
48.2736,-86.0036,644.12,Tip Top Mountain,
17.1414,-11.5697,642.24,,
-27.5992,-144.3758,633.07,Massif du Perau,
-32.8825,121.1625,631.85,Peak Charles,
66.0989,-90.4028,630.34,Peak 620,
5.3108,162.9933,629.11,Mount Finkol,
-10.3917,-57.9708,622.71,,
80.7981,58.4986,621.9,Pik Parnass,
26.2342,-10.815,619.96,,
2.1275,-71.1728,614.57,,
-20.8872,139.8872,612.6,Kurildala,
47.2317,-95.5033,611.12,Height of Land Lookout,
64.83,-83.6025,611.12,Mathiassen Mountain,
70.6939,-93.7383,607.63,Boothia High Point,
0.1542,23.2775,604.72,,
46.7558,-88.155,602.89,Mount Arvon,en:Mount Arvon
23.7997,-10.64,598.32,Zednes,
25.3925,29.6617,597.71,,
-33.4458,123.4758,594.06,Tower Peak,
-32.9658,116.4494,592.4,Mount Saddleback,en:Mount Saddleback
-38.0094,-65.6042,586.83,Cerro Sociedad Científica Argentina,
45.6489,-78.2569,582.67,Southern Ontario High Point,
5.5244,-87.08,579.62,Cerro Yglesias,
70.9283,-116.4325,578.24,,
-11.135,-61.5747,576.58,,
8.6669,106.5794,574.15,Núi Thánh Giá,
-32.03,122.8092,572.72,Mount Pleasant,
60.1392,-107.4,572.72,,
2.9989,44.2981,565.25,Heybo,
-12.9892,133.1178,563.07,Kub-O-Wer Hill,
-79.3567,-161.7433,561.88,,
3.1653,106.2189,560.61,,
-25.0425,125.065,558.7,,
-52.5708,169.1658,558.09,Mount Honey,en:Mount Honey
44.0717,52.5617,550.55,Gora Besshoki,
16.8608,-3.6967,546.81,,
44.3183,-80.32,544.07,,
68.2989,-85.2783,542.98,Melville Peninsula High Point,
37.5717,-90.7292,540.11,Taum Sauk Mountain,en:Taum Sauk Mountain
46.1111,-81.2894,538.28,Silver Peak,
-21.3333,128.1125,537.97,,
74.4275,19.2033,536.14,Urd/Miseryfjellet,
72.6992,123.2175,535.84,,
72.1097,140.865,533.22,,
46.5983,-60.7608,531.21,Western Barren,
60.6722,-173.0911,526.81,Hall Island High Point,
43.0283,-89.8525,523.95,Blue Mounds,
-14.2708,-178.1392,523.95,Mont Puke,en:Mont Puke
63.6067,-112.5192,521.82,,
44.3658,-85.6783,520.9,Briar Hill,
-37.5969,-59.2947,518.79,Cerro La Juanita,
-65.5456,100.7911,516.52,,
69.5556,-112.6689,516.14,,
-29.2675,-177.9075,516.03,Moumoukai,
-34.3808,-54.6733,513.89,Cerro Catedral,es:Cerro Catedral (Uruguay)
60.0275,-166.2625,510.54,Mount Roberts,
-27.0853,-109.3803,507.96,Maunga Terevaka,en:Maunga Terevaka
26.6975,-7.3517,504.75,,
-9.5269,-59.9822,500.78,,
14.1447,145.1878,495.91,Mount Sabana,
-30.5939,145.6867,495.19,Mount Gunderbooka,
70.9211,123.6067,492.31,,
-23.1292,-134.9717,491.03,Mount Duff,en:Mount Duff
-66.1533,96.7044,489.87,,
73.2375,-94.6817,488.9,,
51.1917,-93.5017,488.9,,
-33.2825,136.1825,487.98,Caralue Bluff,
-26.36,-79.8983,479.15,San Ambrosio High Point,
42.1403,60.4217,472.65,Ashıtaw,
64.6031,50.345,472.58,Vozvish Chetlasskiy,
40.37,-83.72,472.14,Campbell Hill,en:Campbell Hill (Ohio)
-32.7167,-54.7742,470.0,,
73.7072,-118.9217,466.07,Aulavik National Park High Point,
57.345,-76.475,464.82,,
72.275,-94.5133,459.71,,
20.5733,-8.7533,454.76,,
5.2242,48.1817,451.71,,
23.9361,69.8236,451.5,,
60.5342,-1.4458,449.88,Ronas Hill,en:Ronas Hill
7.3408,151.623,447.47,Winipot,
48.5219,0.0275,439.78,,
-23.8575,-147.6483,437.08,Mont Hiro,fr:Raivavae
-18.6208,137.5025,433.73,,
-54.7058,158.82,433.12,Mount Hamilton,
24.0817,-5.535,425.81,,
45.6889,-65.2583,425.13,Kings County High Point,
75.8853,-106.385,424.99,,
69.4267,62.2083,424.89,Morye-Iz,
16.5767,-7.2358,423.98,,
76.6544,148.59,422.12,Mount De Long,
-31.3225,-56.1692,419.71,,
-28.4883,136.0225,418.8,Mount Fox,
63.0733,32.6242,416.97,Vottovaara,ru:Воттоваара
73.1067,82.79,415.75,,
-0.7283,18.8775,411.78,,
-23.3683,-149.4683,407.05,Mont Taitaa,
80.2064,32.6778,404.35,,
76.3867,-101.6517,402.1,Stokes Mountain,
-22.75,143.29,395.94,,
-19.6983,63.4458,395.94,Mount Limon,
22.3067,-5.8533,394.72,,
-22.4583,-151.3467,390.14,Taatioe,
41.8875,-84.62,390.14,,
42.885,-83.325,390.14,Mount Christie,
53.4317,49.8325,390.08,Наблюдатель,
48.4167,-3.88,387.1,Roc'h Ruz,fr:Roc'h Ruz
56.2208,-97.9075,381.91,,
30.4844,140.3086,381.81,Io-san,
23.03,-81.6919,381.29,Pan de Matanzas,
-7.235,131.3761,379.52,,
57.5075,14.5,378.87,,
17.7417,-5.4067,376.73,,
-12.2892,168.8358,375.82,Mount Reani,
52.4767,48.0183,375.82,370,
-10.1467,142.3208,373.99,Banks Peak,
75.1367,140.0258,373.99,,
-10.4833,105.5806,372.59,Murray Hill,
-49.6842,178.7808,366.06,Mount Galloway,
15.8283,17.495,364.85,,
48.2283,38.9158,363.93,,
75.1094,-98.29,362.08,,
61.7475,54.2367,359.97,,
28.1017,28.9467,359.97,,
76.785,158.1025,355.7,Jeannette Island High Point,
57.2883,33.9517,355.7,,
50.5683,45.14,353.87,Серпокрыловская,
53.8525,27.0625,353.87,Dzyarzhynskaya,be:Дзяржынская (гара)
13.3494,-81.3681,351.26,El Pico,
58.8867,53.7808,349.0,,
-25.0708,-130.11,346.86,Pawala Valley Ridge,en:Pawala Valley Ridge
63.4117,37.0108,343.81,,
63.7667,-94.3933,339.85,,
43.1267,54.9275,339.85,,
56.8508,29.3833,335.89,Липницкая,ru:Липницкая (гора)
59.8256,-80.0133,334.97,Mount Allan,
51.3433,28.23,332.84,,
-65.7561,92.4406,331.92,,
-35.7803,136.8719,330.42,Kangaroo Island High Point,
54.2233,18.1242,329.79,Wieżyca,pl:Wieżyca (Pojezierze Kaszubskie)
-22.1092,114.005,320.95,,
61.5408,33.7358,319.74,,
57.7142,27.0592,319.74,Suur Munamägi,et:Suur Munamägi
-29.0117,167.9425,319.13,Mount Bates,en:Mount Bates
54.2442,22.3242,311.81,Tatarska Góra,
73.5858,-105.1883,311.81,,
80.83,79.5528,311.36,,
8.4272,104.8278,311.28,,
59.8358,44.61,303.89,,
56.6033,-169.6767,302.27,,
4.0017,-81.6075,302.06,,
67.0983,48.9458,301.75,,
18.3625,-114.6983,301.53,Pico de la Tienda,
54.105,36.8583,299.92,,
58.7917,42.2,296.88,,
-44.1242,-176.5833,294.74,,
-22.3408,-176.21,294.74,,
57.8567,49.4208,292.0,,
61.7442,40.2942,284.99,,
51.1192,37.2667,280.72,,
63.3133,82.3092,277.98,,
23.0625,-161.9275,275.23,Miller's Peak,
73.3792,116.2808,269.75,,
62.5017,25.1533,268.83,Kiiskilänmäki,
30.4367,27.6308,266.7,,
63.4058,45.565,265.79,,
-12.4975,177.0675,255.12,,
44.735,58.2075,254.81,,
29.8958,-89.9983,251.76,,
31.2333,25.685,249.94,,
54.3025,-84.4867,249.94,,
7.59,134.5883,242.01,,
68.2833,44.8567,240.79,,
70.2783,-105.3167,240.79,,
-23.7617,34.9833,234.7,,
56.26,-91.0758,231.95,,
-22.3942,172.0858,229.82,,
62.5817,66.0708,227.99,,
-3.86,-32.4217,223.11,,
19.7625,57.4875,219.76,,
65.4325,42.4142,214.88,,
-1.5358,145.0583,213.97,,
-15.5825,-175.6258,211.84,,
60.4875,30.1975,203.0,гора Кивисюрья,
-2.91,113.4608,189.89,,
-9.9208,144.0433,182.88,,
55.9925,9.7967,181.97,Yding Skovhøj,da:Yding Skovhøj
-21.9283,-157.9292,175.87,Rangimotia,
9.535,138.105,174.04,K'abul,
69.05,49.185,170.99,,
56.665,74.9575,159.72,,
-13.275,-176.2067,150.88,Mont Lulu,
-1.8292,41.2592,148.74,,
14.84,-17.0,139.9,,
65.6142,75.3583,134.72,,
48.1425,46.855,133.81,Большое Богдо,
-18.8425,-159.7867,124.05,Maungapu,
-15.81,-148.2683,105.77,,
56.405,143.3858,95.71,,
-19.0808,-169.9408,94.79,,
28.5983,-81.7292,94.49,,
-20.6433,-178.7392,84.73,,
23.575,-164.7,84.12,Summit Hill,
-0.8617,169.5408,81.08,Banaba high point,
-19.9925,-158.1175,80.77,,
75.0142,147.1083,78.94,,
32.3175,-64.7333,76.81,Town Hill,
-47.7617,179.0408,73.15,,
25.9492,131.2942,66.75,,
-0.5292,166.9125,64.92,Command Ridge,en:Command Ridge
24.2392,-75.3742,63.7,,
25.3792,-76.5325,61.87,,
19.7458,-79.7342,50.9,,
24.5408,-78.205,49.99,,
21.7867,-72.2467,49.07,Blue Mountain,
0.5342,72.9975,45.72,,
-24.34,-128.3408,38.71,,
6.68,149.2975,37.8,,
23.7692,-166.26,36.58,,
-5.7733,53.3125,35.97,,
-5.2908,71.7408,34.75,,
-1.465,143.0508,32.92,,
-9.745,46.5142,30.78,,
4.6842,-160.3625,30.78,,
-26.5117,-105.285,29.87,,
-11.4233,-151.8258,28.96,,
5.3317,132.225,28.96,,
3.01,131.1233,28.96,,
43.9717,-59.7642,28.04,,
9.7675,140.525,27.74,,
17.4117,-83.9017,26.82,,
77.4908,82.25,26.82,,
-20.78,-138.5483,26.82,,
5.8758,-162.0817,26.82,,
6.4117,-162.3533,26.82,,
-8.0642,178.375,26.82,,
-10.395,-161.025,25.91,,
28.2108,-177.3858,24.99,,
8.7267,167.74,24.99,,
4.6783,168.6825,24.99,,
6.22,160.6925,23.77,,
8.1267,140.405,23.77,,
-9.9975,-150.2308,23.77,,
3.8533,154.9708,23.77,,
-7.1317,56.285,23.77,,
-11.8242,96.8225,23.77,,
-4.6775,-174.5358,23.77,,
-12.1725,96.8333,23.77,,
-0.3767,-160.0167,22.86,,
0.9325,173.035,22.86,,
-18.0575,-163.19,22.86,,
-9.0258,-157.8842,22.86,,
-11.05,-171.0708,22.86,,
9.2625,169.9492,22.86,,
-5.46,159.4408,22.86,,
7.2817,168.7508,22.86,,
-5.6467,176.065,21.95,,
-4.7783,157.0275,21.95,,
-15.7358,-142.1292,21.95,,
-20.7058,-143.0442,21.95,,
-14.1917,-141.1825,21.95,,
10.2833,-109.2083,21.03,,
-14.4383,-146.2233,20.73,,
9.2158,165.525,20.73,,
-9.3358,-171.1992,20.73,,
10.8058,73.6683,20.73,,
6.2408,171.9342,20.73,,
-9.2308,51.0342,20.73,,
-10.1225,51.1608,20.73,,
3.4733,72.8392,20.73,,
-16.7192,59.5667,20.73,,
-13.2733,-163.1992,20.73,,
6.9608,73.2092,20.73,,
16.7358,-169.5233,19.81,,
-1.335,176.4375,19.81,,
-10.8925,-165.8733,19.81,,
-2.6208,176.8067,19.81,,
-11.5642,-165.4133,19.81,,
57.5958,-13.6875,19.81,Rockall,
7.6208,155.1592,19.81,,
7.3817,147.0367,19.81,,
-8.5567,-172.4692,19.81,,
11.1433,166.29,18.9,,
11.3808,167.5133,18.9,,
-21.8117,-154.7083,18.9,,
7.2583,144.45,18.9,,
7.3733,143.8333,18.9,,
-10.3967,56.6192,18.9,,
-17.3292,-138.3442,17.98,,
16.9483,112.3342,17.98,,
-16.1175,-146.365,17.98,,
-17.4767,-143.4375,16.76,,
-11.5167,47.3792,16.76,,
-17.4842,-145.3892,16.76,,
-16.5175,-143.8167,16.76,,
-4.4617,-171.2575,16.76,,
-10.7908,179.4725,16.76,Niulakita,
1.0333,154.7958,16.76,,
-4.5158,-172.2208,16.76,,
9.8442,160.8,16.76,,
-18.145,-142.2242,16.76,,
2.0067,-157.3967,15.85,,
-14.8275,-138.7942,15.85,,
-18.5708,-136.2975,15.85,,
11.4567,162.0892,15.85,,
-23.1325,-137.1242,15.85,,
-21.6867,-140.6825,15.85,,
-18.56,-139.2175,15.85,,
-21.3292,-136.53,15.85,,
25.7775,-171.7275,15.24,,
-16.9442,149.2,14.94,,
-16.5117,-154.645,14.94,,
-15.825,-154.5167,14.94,,
19.2983,166.6467,13.72,,
10.3767,114.3675,13.72,,
-5.6267,-155.9,11.89,,
14.7192,168.9183,11.89,,
-18.1425,162.8175,11.89,,
26.06,-173.9608,11.89,,
24.285,153.9758,10.97,,
-3.9883,-154.8983,10.97,,
0.1933,-176.4858,10.97,,
-15.89,54.525,8.84,,
-23.25,155.5417,8.84,,
7.3733,113.845,8.84,,
-19.8667,158.3075,8.84,,
-17.4033,155.8708,8.84,,
20.4192,136.11,8.84,,
-24.6808,-124.7725,7.92,,
-21.6592,153.77,7.92,,
-2.7733,-171.7183,7.92,,
15.6717,-63.6175,7.92,,
24.6258,-82.8725,7.92,,
-20.93,154.4042,7.92,,
20.6992,116.73,6.71,,
-21.4158,158.8517,5.79,,
-17.2742,119.36,4.88,,
8.6458,111.9192,4.88,,
24.9575,-115.7675,3.96,,
