summitId,latitude,longitude,elevation
2691609,-20.2667,-46.4344,1507.81
2760152,38.3947,-79.9918,1484.0
2779154,76.4386,-62.2592,1477.62
2779590,50.8844,118.1775,1477.46
2795298,10.8881,13.7806,1472.06
-1376637,62.9142,176.5158,1467.92
-1377951,16.045,-61.6642,1467.0
2836419,11.9828,31.0703,1458.22
-1417451,44.4158,112.5058,1445.97
-1427987,17.9217,73.6717,1439.88
-1433900,64.9925,-165.3292,1436.83
2905520,-26.3183,131.7442,1435.79
-1452517,44.4042,108.14,1426.77
2955330,16.705,52.53,1420.13
-1479236,-4.76,32.2808,1411.83
3012597,24.7272,42.6739,1402.47
-1504398,76.9192,16.1408,1399.95
-1514175,-66.6425,112.8267,1395.07
3039094,-33.3442,148.9822,1394.29
-1518134,-16.8283,26.8175,1393.85
-1518061,-16.8267,26.8158,1393.85
3062054,-18.7722,21.7533,1387.3
3084353,29.3667,37.2397,1380.66
-1556139,-58.4408,-26.3292,1374.95
-1564100,-74.5358,-86.89,1371.9
3118395,9.1369,23.1461,1370.46
3154183,17.1458,22.4967,1359.9
-1614446,22.4492,78.3717,1349.96
-1628009,56.7967,-5.0033,1343.86
-1630426,-22.6325,44.1675,1342.95
-1640509,18.1725,-66.5917,1338.07
3274003,14.3433,21.6581,1325.52
-1673523,-17.615,178.0183,1324.05
-1683997,-18.12,-60.02,1320.09
-1707242,-75.8575,-86.9733,1311.0
3353736,-23.9861,-51.1114,1303.29
-1750975,-60.5808,-45.4783,1294.79
-1811126,-9.81,-139.0692,1275.89
3458369,48.9875,-65.9486,1274.93
3461596,41.9991,-74.386,1274.06
-1814668,41.9992,-74.3858,1274.06
-1826131,-21.015,148.6008,1270.1
-1829105,44.0967,110.9875,1269.0
3491489,81.4936,-52.6292,1266.04
-1846515,-19.7875,21.0117,1263.7
-1844293,-8.82,18.98,1263.7
3517670,-24.9528,148.125,1259.17
3535940,3.6825,-56.5356,1254.34
-1890806,-22.9808,118.5875,1249.07
3589817,-46.9039,37.7097,1240.21
-1924975,-38.1583,-61.9517,1239.01
-1944313,23.4892,83.6117,1233.83
-1950694,-20.9308,22.5008,1231.7
3679191,20.5261,31.5283,1217.32
3726753,-23.1014,134.9036,1205.36
-2057586,-29.0258,19.2075,1204.87
-2057591,-29.025,19.2067,1204.87
-2077736,67.7258,33.4733,1200.91
-2077738,67.7267,33.4717,1200.91
3746743,-8.16,-36.3922,1200.39
3771949,53.6461,-58.5542,1194.12
-2126073,28.1942,13.9767,1189.02
-2127050,64.855,-173.4367,1188.72
-2130262,63.9842,-65.8375,1188.72
3803296,21.6483,86.3589,1186.32
3817304,22.9936,81.6544,1182.89
3843687,21.3764,77.2514,1176.3
-2201894,23.8642,46.4417,1173.78
-2200666,23.8633,46.4425,1173.78
-2236071,-31.5033,138.5508,1167.99
-2239811,-37.3417,142.5767,1167.08
-2239814,-37.2933,142.6008,1167.08
-2255493,-0.1958,104.55,1164.95
3909908,1.5283,-59.2394,1160.33
-2311384,15.2567,-1.6683,1154.89
-2315618,-4.7825,-40.1325,1153.97
3948423,75.8975,107.7075,1151.13
3963429,52.3219,-70.4458,1147.61
3972235,-77.6244,-153.6858,1145.57
-2358857,21.5275,70.5275,1145.13
-2368774,-8.685,24.7483,1143.91
-2369208,-6.9683,25.8442,1143.91
-2386882,21.985,-80.1325,1139.95
-2427935,36.175,120.6267,1132.94
4028646,47.1608,72.675,1132.33
4037354,15.06,30.4153,1130.28
4053867,59.8247,92.8539,1126.5
-2464019,-10.8325,-63.5775,1125.93
4064074,48.6444,66.9453,1124.18
4091384,31.225,38.5322,1117.94
-2559899,-4.2092,-38.975,1111.91
-2575504,-19.6683,-175.0158,1108.86
-2607456,51.5308,-68.0767,1103.99
-2622098,-18.425,24.2308,1101.85
-2664091,-34.375,118.2558,1095.15
-2698039,-46.4208,52.2275,1089.96
4234917,27.3233,17.2136,1085.98
-2726448,53.0683,-4.0758,1085.09
-2738365,-19.6092,169.4017,1083.87
4275627,-19.6033,144.0553,1077.13
4300418,0.9553,13.6858,1071.8
-2846658,-19.2017,-57.5933,1064.97
-2926492,50.9742,-65.4633,1051.56
-2932638,18.7925,-110.9733,1050.04
4411143,27.6583,75.3922,1048.51
-2949626,-17.2367,-51.7767,1047.9
-2954362,-17.7842,-48.685,1046.99
-2954502,-17.7842,-48.6875,1046.99
-2959071,15.9242,74.1258,1045.77
-3006340,51.9992,-9.7425,1039.06
4459601,-1.6164,11.765,1038.58
-3109822,-16.3142,-52.3183,1022.91
-3216282,59.1925,-115.5917,1006.14
-3219191,48.8375,116.1783,1005.84
4647379,3.9761,108.3361,1000.99
4669948,7.0858,0.6625,996.51
4700043,76.3461,65.0033,990.72
4741118,55.9817,100.9783,982.64
4741699,-17.4361,127.2364,982.52
-3365559,7.65,25.4092,981.76
4746360,-74.8019,-99.2358,981.63
-3386627,3.715,13.745,977.8
-3400025,-79.59,-45.815,975.06
-3430103,18.7675,145.6675,969.87
4823653,52.8933,172.9808,966.82
4829488,-24.3564,150.9395,965.73
4832476,31.975,13.3197,965.18
-3456578,79.5892,99.15,965.0
-3456579,79.5383,98.7467,965.0
-3511122,20.895,3.7633,955.85
4882536,18.3364,32.7403,955.64
-3556507,3.6925,26.9458,949.76
-3586848,66.7317,109.3892,944.88
4946967,-15.8719,-57.2175,943.65
-3625864,-17.3217,125.5608,938.78
4980203,-15.8731,-46.2344,937.39
5001945,53.08,70.1889,933.32
5017625,53.8758,-66.0525,930.42
-3690558,20.025,2.4308,926.9
-3690325,66.9442,105.855,926.9
5044311,-3.3144,11.1528,925.48
-3717274,-11.6533,166.8742,922.93
5091209,58.4228,104.8355,916.87
5097679,-4.645,55.4392,915.68
5100996,7.0994,5.0825,915.05
-3756184,22.6508,-12.5742,915.01
-3761801,-24.9933,120.49,914.1
-3782210,-40.3092,-9.9467,910.13
-3786259,-15.1317,-54.8933,909.83
5135915,69.9661,109.6094,908.51
-3809171,63.1267,97.79,904.95
-3808912,29.9342,-3.0633,904.95
5162515,-6.4025,-50.3325,903.67
5190325,63.2939,100.9128,898.56
-3842928,13.935,27.7825,896.72
5206726,55.3339,-67.7044,895.57
-3870625,64.05,96.9792,890.93
-3884488,63.7225,104.5442,887.88
5270269,-4.4144,12.7642,884.08
-3908120,62.2967,-7.0133,882.09
-3913792,-37.8492,77.5483,880.87
5292022,32.6389,21.84,880.13
5292066,53.9144,-62.0042,880.12
-3940408,-31.58,159.0825,875.08
5329630,8.6339,20.0811,873.35
-3953074,6.1683,26.5892,872.95
5336827,50.2256,126.5097,872.07
-3955828,-2.4192,14.3758,871.73
-3962606,57.4192,-113.6058,870.0
-3963387,69.2425,-121.54,869.9
-3975204,57.79,-111.9425,867.0
-4005595,-0.7342,-73.0875,860.15
-4014817,-7.9517,-14.3425,858.93
-4014768,29.0775,-3.895,858.93
-4025259,3.9492,25.7875,855.88
-4047325,3.5775,-53.5192,851.0
-4074870,11.6933,6.7792,845.0
5497967,-1.0353,-53.9008,843.75
-4083874,5.46,27.4592,843.0
5503427,25.8033,16.6683,842.82
5508005,53.4169,-102.3058,842.04
5508244,35.1671,-93.6447,842.0
-4091954,57.6683,-105.275,841.86
-4092713,57.6667,-105.2775,841.86
-4092743,57.6658,-105.28,841.86
-4091849,-25.9017,-56.16,841.86
-4099072,49.77,-102.5967,840.0
5522656,51.4692,-100.7208,839.48
5523617,61.9381,96.4228,839.31
5527302,18.9394,1.0286,838.68
-4124704,24.2342,141.4633,834.85
-4127608,3.6158,15.2792,834.0
-4149321,53.15,-107.4742,830.58
5581736,69.5325,105.7739,829.3
-4176611,17.96,27.225,824.79
-4178813,-13.7742,143.3217,823.87
-4180595,-10.45,-45.3942,823.87
-4180475,-10.4492,-45.3967,823.87
-4186582,-15.9617,-5.7033,822.96
-4212690,25.0142,15.5608,816.86
-4219071,6.7008,21.425,815.95
5674671,-16.175,125.8181,813.5
5677251,-14.6125,-58.7797,813.05
-4239419,48.8333,-58.4842,811.99
5685188,60.1017,95.7228,811.72
5697594,-10.3861,165.8042,809.62
5726508,7.1328,-1.8861,804.82
-4280066,5.7242,25.5217,803.76
-4284150,67.9917,-119.7825,803.15
5737900,20.5711,-12.8089,802.89
5740538,49.5942,-57.7842,802.45
-4318207,6.305,20.5767,797.97
-4347163,41.9058,-77.7025,793.0
-4368531,6.8733,158.2283,790.96
-4378736,79.8225,23.9183,789.0
-4388615,-8.7,-50.8067,786.99
5836480,16.355,145.6564,786.61
5849236,-35.5253,173.5108,784.52
5855515,80.5806,94.8931,783.48
-4427425,-54.405,3.3475,779.98
-4448414,5.5983,22.6325,775.72
-4454786,48.9992,-100.43,774.5
-4457450,19.0942,27.1075,773.89
-4456863,19.0958,27.1058,773.89
5920659,58.5431,100.13,772.9
5965795,-22.7767,-56.1994,765.67
5965837,75.4089,-114.6492,765.66
-4509230,-19.56,-54.4783,764.74
-4509154,-19.5658,-54.4808,764.74
-4509118,-19.5658,-54.4792,764.74
-4508753,-19.5675,-54.4833,764.74
-4509142,-19.5667,-54.4825,764.74
-4509095,-19.5642,-54.4808,764.74
-4509130,-19.565,-54.4817,764.74
-4509205,-19.5625,-54.4792,764.74
-4513861,-8.4633,-55.6025,763.83
-4512469,64.2292,107.9717,763.83
-4513410,64.23,107.9675,763.83
-4511693,64.26,107.7842,763.83
-4511383,64.2617,107.7808,763.83
-4519949,28.6675,11.6567,762.91
-4522127,54.78,-108.7325,762.0
-4522178,54.7783,-108.7342,762.0
-4521989,54.7775,-108.735,762.0
-4522376,54.7492,-104.3392,762.0
6017821,10.7617,-5.4183,757.57
-4557977,50.7133,-99.6783,756.0
6044905,66.9219,-116.1361,753.27
-4577022,34.84,-98.8033,752.86
-4583141,14.98,6.2142,751.94
-4600989,53.8442,-106.3908,748.0
-4603855,-2.0733,24.7217,747.98
-4608075,3.8025,43.825,746.76
-4608321,3.8008,43.8217,746.76
6102166,52.5972,68.1097,744.47
6126015,54.8894,166.3317,740.74
-4655217,-9.2225,-43.455,738.84
-4655110,-9.2242,-43.4558,738.84
6145817,13.1589,93.0056,737.72
6148538,48.8042,-73.59,737.3
-4670816,28.5017,9.705,736.7
-4671407,28.5142,9.825,736.7
-4670837,28.51,9.72,736.7
-4670847,28.5175,9.7258,736.7
-4670362,28.5183,9.7267,736.7
-4721460,-8.5825,-48.6567,728.78
-4733223,-34.9742,138.7092,726.95
-4741934,17.2375,77.9308,725.73
-4752994,71.1358,-122.9533,723.9
-4794342,-2.14,146.94,718.11
6293345,22.5644,-14.2817,715.66
-4820722,31.815,11.1683,714.76
6317097,26.685,-4.8594,712.15
-4885856,-9.1017,-54.6042,707.75
-4886954,47.3125,-99.8817,707.14
-4894641,4.87,20.91,706.0
-4897821,7.9525,26.9867,705.92
-4901349,-51.6917,-58.8342,705.0
-4901635,-50.8958,166.0217,705.0
-4925447,-3.5792,23.31,701.95
-4925618,-3.58,23.3083,701.95
6386966,47.8975,-90.5606,701.95
6409469,-1.8644,105.8489,698.66
-4955676,-29.4658,117.2983,697.99
-4980032,22.7875,-83.3683,693.72
-4980213,16.0667,11.385,693.72
-4983081,47.3167,-80.7492,693.12
-4995231,-30.36,119.6725,691.9
-5003424,-20.5075,-29.325,690.07
6475763,0.0858,-70.8622,688.99
6482232,-6.5403,-46.2561,688.04
-5023324,-19.1908,128.835,687.93
-5037165,61.6367,-72.7417,685.8
-5037181,61.6367,-72.7392,685.8
-5039283,25.6933,23.5767,685.0
-5049654,22.0917,22.1725,683.97
-5058110,-26.5117,119.065,682.75
-5058064,-26.51,119.06,682.75
-5083409,66.7967,-122.3858,679.7
-5093221,4.4867,19.5217,677.88
-5136386,74.0275,96.2383,671.78
6599750,8.1244,-4.6639,671.49
-5144745,24.2692,22.7517,670.86
6619017,65.9353,-109.7411,668.82
-5171045,-81.6533,-148.8392,667.82
-5180021,18.0767,-11.3892,665.99
-5185836,46.9917,-83.9842,665.07
-5205178,-8.2708,-46.0983,662.94
-5205201,-8.27,-46.0992,662.94
-5223349,60.1242,126.0392,660.0
-5249722,0.8583,-53.6692,656.84
-5257082,-15.855,-173.7125,655.93
-5261955,48.0842,-76.2742,655.32
6723458,48.4697,58.4883,654.48
-5270312,13.8208,9.3917,654.0
-5272684,-82.9133,-140.05,653.8
-5272699,-82.9125,-139.9958,653.8
6731979,6.6594,-5.5367,653.3
-5284597,-21.2342,-159.7633,652.88
-5289309,-27.8342,117.1058,651.97
-5297059,66.345,-113.1042,650.75
-5294821,71.8583,-112.5892,650.75
-5294832,71.8583,-112.5975,650.75
-5296739,45.4708,-97.105,650.75
-5294896,71.8567,-112.6025,650.75
6752734,7.1511,93.8258,650.5
-5311164,57.7383,-107.5783,648.92
-5335426,17.145,-11.535,645.87
6789892,70.1111,-84.31,645.51
6800014,48.2736,-86.0036,644.12
-5445638,-27.5992,-144.3758,633.07
-5456800,21.4642,-11.6033,631.85
-5456681,0.7292,-55.1175,631.85
-5456960,21.4675,-11.6092,631.85
-5456807,21.4692,-11.6083,631.85
-5456893,21.4717,-11.6058,631.85
-5456835,21.4525,-11.6125,631.85
-5456785,21.4742,-11.6092,631.85
-5456687,-32.8825,121.1625,631.85
6903374,66.0989,-90.4028,630.34
-5482404,5.3108,162.9933,629.11
-5519292,-27.1358,121.5483,625.75
-5545560,-10.3917,-57.9708,622.71
6967434,80.7981,58.4986,621.9
-5565001,50.6258,-74.9692,620.0
-5571071,26.2358,-10.8158,619.96
-5571073,26.2342,-10.815,619.96
7023444,2.1275,-71.1728,614.57
-5626395,8.7683,3.6008,613.87
-5628609,46.7033,-88.24,613.0
-5628566,46.7558,-88.155,613.0
7038680,-20.8872,139.8872,612.6
-5645543,64.83,-83.6025,611.12
-5645542,47.2317,-95.5033,611.12
7076856,70.6939,-93.7383,607.63
-5696911,60.91,101.4683,605.94
-5704145,45.4508,-90.195,605.0
-5717666,60.9325,105.4367,603.81
