summitId,latitude,longitude,elevation,candidate
2903837,17.9203,73.675,1436.32,True
2905520,-26.3183,131.7442,1435.79,True
-1438798,-26.3192,131.7442,1435.0,True
-1452517,44.4042,108.14,1426.77,True
2955330,16.705,52.53,1420.13,True
-1478684,16.7108,52.5108,1412.75,True
-1479236,-4.76,32.2808,1411.83,True
2999408,64.9922,-165.3294,1406.44,True
3012597,24.7272,42.6739,1402.47,True
-1504398,76.9192,16.1408,1399.95,True
-1514175,-66.6425,112.8267,1395.07,True
3039094,-33.3442,148.9822,1394.29,True
-1518134,-16.8283,26.8175,1393.85,True
-1518061,-16.8267,26.8158,1393.85,True
-1525958,24.7275,42.6742,1389.89,True
3055752,-66.7289,112.8333,1389.26,True
3062054,-18.7722,21.7533,1387.3,True
3084353,29.3667,37.2397,1380.66,True
-1549979,29.3667,37.24,1377.7,True
3099154,76.92,16.14,1376.22,True
-1556259,-18.7717,21.7533,1374.95,True
-1556139,-58.4408,-26.3292,1374.95,True
-1564100,-74.5358,-86.89,1371.9,True
3118395,9.1369,23.1461,1370.46,True
3122494,-33.7625,-80.8128,1369.3,True
-1574541,9.135,23.145,1366.72,True
-1574463,9.1367,23.1458,1366.72,True
3154183,17.1458,22.4967,1359.9,True
-1614446,22.4492,78.3717,1349.96,True
-1628009,56.7967,-5.0033,1343.86,True
-1630426,-22.6325,44.1675,1342.95,True
3214207,56.7967,-5.0036,1342.64,True
-1640509,18.1725,-66.5917,1338.07,True
3262647,18.1722,-66.5919,1328.76,True
3273614,22.4153,78.4092,1325.63,True
3274003,14.3433,21.6581,1325.52,True
-1673523,-17.615,178.0183,1324.05,True
3282058,-17.6147,178.0183,1323.27,True
-1683997,-18.12,-60.02,1320.09,True
-1707242,-75.8575,-86.9733,1311.0,True
-1707844,14.3442,21.6583,1310.94,True
3346634,-18.1206,-60.0167,1305.29,True
3353736,-23.9861,-51.1114,1303.29,True
-1738964,-23.9867,-51.1117,1298.75,True
-1750975,-60.5808,-45.4783,1294.79,True
3435911,-60.5811,-45.4783,1280.97,True
-1811126,-9.81,-139.0692,1275.89,True
3458369,48.9875,-65.9486,1274.93,True
3461596,41.9991,-74.386,1274.06,True
-1814668,41.9992,-74.3858,1274.06,True
-1817618,48.9875,-65.9483,1273.0,True
-1826131,-21.015,148.6008,1270.1,True
-1829105,44.0967,110.9875,1269.0,True
3488872,-21.0153,148.6014,1266.76,True
3491489,81.4936,-52.6292,1266.04,True
-1846515,-19.7875,21.0117,1263.7,True
-1844293,-8.82,18.98,1263.7,True
3517670,-24.9528,148.125,1259.17,True
3535940,3.6825,-56.5356,1254.34,True
3537523,-9.8086,-139.0719,1253.91,True
-1881160,-24.9517,148.1192,1252.0,True
-1890806,-22.9808,118.5875,1249.07,True
3563469,-22.9806,118.5878,1247.15,True
3589817,-46.9039,37.7097,1240.21,True
-1924975,-38.1583,-61.9517,1239.01,True
-1944313,23.4892,83.6117,1233.83,True
3615153,23.4889,83.6117,1233.78,True
-1950694,-20.9308,22.5008,1231.7,True
-1960349,3.6825,-56.5358,1229.87,True
-1960423,-46.9042,37.7083,1229.87,True
3679191,20.5261,31.5283,1217.32,True
3726753,-23.1014,134.9036,1205.36,True
-2057586,-29.0258,19.2075,1204.87,True
-2057591,-29.025,19.2067,1204.87,True
-2077736,67.7258,33.4733,1200.91,True
-2077738,67.7267,33.4717,1200.91,True
3746743,-8.16,-36.3922,1200.39,True
3746869,67.725,33.475,1200.36,True
-2086487,20.5258,31.5283,1198.78,True
-2087405,-8.16,-36.3925,1198.78,True
-2100744,-23.1017,134.9033,1195.0,True
3771949,53.6461,-58.5542,1194.12,True
-2126073,28.1942,13.9767,1189.02,True
-2127050,64.855,-173.4367,1188.72,True
-2130262,63.9842,-65.8375,1188.72,True
3795717,64.8558,-173.4339,1188.16,True
3803296,21.6483,86.3589,1186.32,True
-2143872,53.6467,-58.5525,1185.98,True
-2153681,21.6483,86.3592,1183.0,True
3817304,22.9936,81.6544,1182.89,True
3843687,21.3764,77.2514,1176.3,True
-2193752,22.9917,81.655,1175.0,True
-2201894,23.8642,46.4417,1173.78,True
-2200666,23.8633,46.4425,1173.78,True
-2236071,-31.5033,138.5508,1167.99,True
-2239811,-37.3417,142.5767,1167.08,True
-2239814,-37.2933,142.6008,1167.08,True
-2255493,-0.1958,104.55,1164.95,True
3894801,-37.2931,142.6014,1163.92,True
3909908,1.5283,-59.2394,1160.33,True
3916888,-31.5039,138.5519,1158.64,True
-2311384,15.2567,-1.6683,1154.89,True
-2315618,-4.7825,-40.1325,1153.97,True
3940385,-59.0403,-26.5325,1153.01,True
3948423,75.8975,107.7075,1151.13,True
3954484,15.2606,-1.6644,1149.7,True
3963429,52.3219,-70.4458,1147.61,True
3972235,-77.6244,-153.6858,1145.57,True
-2358857,21.5275,70.5275,1145.13,True
-2368774,-8.685,24.7483,1143.91,True
-2369208,-6.9683,25.8442,1143.91,True
3989417,-4.7664,-40.1314,1141.48,True
-2386924,52.3217,-70.4458,1139.95,True
-2386882,21.985,-80.1325,1139.95,True
-2396916,1.5283,-59.2392,1138.0,True
-2427935,36.175,120.6267,1132.94,True
4028646,47.1608,72.675,1132.33,True
4037354,15.06,30.4153,1130.28,True
4037365,21.9897,-80.1475,1130.27,True
4045192,28.2003,13.9703,1128.45,True
-2457869,15.06,30.415,1126.85,True
4053867,59.8247,92.8539,1126.5,True
-2464019,-10.8325,-63.5775,1125.93,True
4064074,48.6444,66.9453,1124.18,True
-2480458,59.825,92.8542,1123.8,True
4091384,31.225,38.5322,1117.94,True
-2527281,48.6442,66.9458,1116.79,True
4103264,-10.8319,-63.5775,1115.24,True
4112218,-0.1964,104.5503,1113.24,True
-2550283,31.225,38.5317,1112.82,True
-2559899,-4.2092,-38.975,1111.91,True
4120556,-4.2083,-38.9747,1111.4,True
4127928,36.1753,120.6261,1109.73,True
-2575504,-19.6683,-175.0158,1108.86,True
-2607456,51.5308,-68.0767,1103.99,True
4156408,51.5311,-68.0769,1103.33,True
-2622098,-18.425,24.2308,1101.85,True
-2650639,-77.6308,-153.6808,1097.89,True
-2664091,-34.375,118.2558,1095.15,True
-2698039,-46.4208,52.2275,1089.96,True
4234917,27.3233,17.2136,1085.98,True
-2726448,53.0683,-4.0758,1085.09,True
-2738365,-19.6092,169.4017,1083.87,True
4249783,-19.5767,169.3883,1082.66,True
-2763701,27.3225,17.2133,1079.91,True
4275627,-19.6033,144.0553,1077.13,True
4287905,53.0686,-4.0761,1074.5,True
-2802311,-19.6008,144.075,1072.9,True
-2802428,-19.5775,144.0767,1072.9,True
-2802273,-19.6042,144.055,1072.9,True
-2802292,-19.5992,144.0725,1072.9,True
-2802418,-19.5967,144.0725,1072.9,True
4300418,0.9553,13.6858,1071.8,True
-2815952,0.9558,13.6858,1069.85,True
4330039,-46.4178,52.2472,1065.5,True
-2846658,-19.2017,-57.5933,1064.97,True
4349478,-34.3761,118.2553,1061.43,True
4350982,21.5278,70.5292,1061.11,True
4360459,-19.2014,-57.5925,1059.09,True
-2926492,50.9742,-65.4633,1051.56,True
-2932638,18.7925,-110.9733,1050.04,True
4411143,27.6583,75.3922,1048.51,True
-2949626,-17.2367,-51.7767,1047.9,True
-2954362,-17.7842,-48.685,1046.99,True
-2954502,-17.7842,-48.6875,1046.99,True
-2959071,15.9242,74.1258,1045.77,True
-2965236,27.6583,75.3925,1045.0,True
4435859,-17.7844,-48.6867,1043.4,True
4440137,-17.2372,-51.7761,1042.56,True
4441225,50.9794,-65.4892,1042.34,True
4442724,18.7906,-110.9758,1042.01,True
-3006340,51.9992,-9.7425,1039.06,True
4459601,-1.6164,11.765,1038.58,True
-3038154,-1.6167,11.765,1034.0,True
4487571,51.9992,-9.7428,1032.9,True
4498571,-19.6681,-175.0161,1030.62,True
-3109822,-16.3142,-52.3183,1022.91,True
4541827,-16.3128,-52.3183,1021.93,True
-3216282,59.1925,-115.5917,1006.14,True
-3219191,48.8375,116.1783,1005.84,True
4647379,3.9761,108.3361,1000.99,True
4647749,59.1906,-115.5994,1000.92,True
4669948,7.0858,0.6625,996.51,True
4700043,76.3461,65.0033,990.72,True
-3353521,3.9758,108.3358,983.89,True
4741118,55.9817,100.9783,982.64,True
4741699,-17.4361,127.2364,982.52,True
-3360172,-17.4358,127.2367,982.07,True
-3365559,7.65,25.4092,981.76,True
4746360,-74.8019,-99.2358,981.63,True
-3386627,3.715,13.745,977.8,True
-3400025,-79.59,-45.815,975.06,True
-3430103,18.7675,145.6675,969.87,True
4823653,52.8933,172.9808,966.82,True
4829488,-24.3564,150.9395,965.73,True
4832476,31.975,13.3197,965.18,True
-3456578,79.5892,99.15,965.0,True
-3456579,79.5383,98.7467,965.0,True
-3478306,-24.3567,150.9392,961.0,True
-3484426,31.9758,13.32,960.0,True
4864149,18.7683,145.675,959.11,True
4879398,79.5903,99.1492,956.23,True
-3511122,20.895,3.7633,955.85,True
4882536,18.3364,32.7403,955.64,True
-3556507,3.6925,26.9458,949.76,True
-3577198,52.8933,172.98,946.0,True
-3586848,66.7317,109.3892,944.88,True
4946967,-15.8719,-57.2175,943.65,True
4953310,66.7311,109.39,942.46,True
-3611607,-15.8717,-57.2175,940.92,True
-3625864,-17.3217,125.5608,938.78,True
4975152,-17.3211,125.5608,938.37,True
4980203,-15.8731,-46.2344,937.39,True
-3644185,18.3367,32.7408,935.74,True
5001945,53.08,70.1889,933.32,True
5017625,53.8758,-66.0525,930.42,True
-3690558,20.025,2.4308,926.9,True
-3690325,66.9442,105.855,926.9,True
5044311,-3.3144,11.1528,925.48,True
-3701471,-3.3258,11.1933,924.76,True
-3717274,-11.6533,166.8742,922.93,True
-3741728,53.8708,-66.0567,917.75,True
5091209,58.4228,104.8355,916.87,True
-3752878,53.08,70.1883,915.92,True
5097679,-4.645,55.4392,915.68,True
5100996,7.0994,5.0825,915.05,True
-3756184,22.6508,-12.5742,915.01,True
-3761801,-24.9933,120.49,914.1,True
-3767347,58.4225,104.835,913.0,True
5114596,22.6511,-12.5744,912.48,True
-3782210,-40.3092,-9.9467,910.13,True
-3786259,-15.1317,-54.8933,909.83,True
5135915,69.9661,109.6094,908.51,True
5137303,-24.9944,120.4911,908.25,True
-3795050,69.965,109.6158,908.0,True
-3809171,63.1267,97.79,904.95,True
-3808912,29.9342,-3.0633,904.95,True
5156201,-40.3022,-9.9633,904.81,True
5162515,-6.4025,-50.3325,903.67,True
-3822960,-6.4033,-50.3325,901.0,True
-3825700,7.1,5.0825,900.99,True
5177805,63.1275,97.7889,900.83,True
5190325,63.2939,100.9128,898.56,True
-3839114,63.2558,100.855,897.94,True
-3842928,13.935,27.7825,896.72,True
5206726,55.3339,-67.7044,895.57,True
5220062,-79.5661,-45.6133,893.15,True
-3867823,55.3333,-67.7033,891.0,True
-3870625,64.05,96.9792,890.93,True
-3884488,63.7225,104.5442,887.88,True
5270269,-4.4144,12.7642,884.08,True
5270713,64.0131,96.9939,884.0,True
-3908120,62.2967,-7.0133,882.09,True
5287849,63.7225,104.5411,880.89,True
-3913792,-37.8492,77.5483,880.87,True
5292022,32.6389,21.84,880.13,True
5292066,53.9144,-62.0042,880.12,True
-3921425,53.9158,-62.0017,879.96,True
-3921404,-4.4142,12.7642,879.96,True
-3923887,32.6392,21.84,878.74,True
-3940408,-31.58,159.0825,875.08,True
5320228,62.2967,-7.0128,875.02,True
5329630,8.6339,20.0811,873.35,True
-3953074,6.1683,26.5892,872.95,True
5336827,50.2256,126.5097,872.07,True
-3955828,-2.4192,14.3758,871.73,True
-3955881,8.6342,20.0825,871.73,True
-3962606,57.4192,-113.6058,870.0,True
5349101,-37.8489,77.5483,869.9,True
-3963387,69.2425,-121.54,869.9,True
-3966808,50.2258,126.5092,869.0,True
5355778,69.2422,-121.5383,868.72,True
-3975204,57.79,-111.9425,867.0,True
-4005595,-0.7342,-73.0875,860.15,True
-4014817,-7.9517,-14.3425,858.93,True
-4014768,29.0775,-3.895,858.93,True
-4025259,3.9492,25.7875,855.88,True
-4047325,3.5775,-53.5192,851.0,True
5470531,-7.9517,-14.3431,848.48,True
-4074870,11.6933,6.7792,845.0,True
5497967,-1.0353,-53.9008,843.75,True
-4083874,5.46,27.4592,843.0,True
5503427,25.8033,16.6683,842.82,True
-4084786,-1.0358,-53.9017,842.77,True
5508005,53.4169,-102.3058,842.04,True
5508244,35.1671,-93.6447,842.0,True
-4091954,57.6683,-105.275,841.86,True
-4092713,57.6667,-105.2775,841.86,True
-4092743,57.6658,-105.28,841.86,True
-4091849,-25.9017,-56.16,841.86,True
-4099072,49.77,-102.5967,840.0,True
5522656,51.4692,-100.7208,839.48,True
5523617,61.9381,96.4228,839.31,True
-4104556,35.1675,-93.645,839.11,True
-4108475,61.9375,96.4217,838.81,True
5527302,18.9394,1.0286,838.68,True
-4124704,24.2342,141.4633,834.85,True
-4127608,3.6158,15.2792,834.0,True
5566632,3.5436,-53.5742,831.92,True
-4143837,51.47,-100.7208,831.8,True
-4149321,53.15,-107.4742,830.58,True
5581736,69.5325,105.7739,829.3,True
5582307,-25.9028,-56.1594,829.2,True
-4157703,69.5325,105.7708,828.75,True
-4176611,17.96,27.225,824.79,True
-4176843,18.94,1.0283,824.79,True
-4178813,-13.7742,143.3217,823.87,True
-4180595,-10.45,-45.3942,823.87,True
-4180475,-10.4492,-45.3967,823.87,True
-4186582,-15.9617,-5.7033,822.96,True
5624539,-11.6458,166.8864,821.97,True
-4212690,25.0142,15.5608,816.86,True
5657584,-13.7733,143.3217,816.39,True
-4219071,6.7008,21.425,815.95,True
5674671,-16.175,125.8181,813.5,True
5677251,-14.6125,-58.7797,813.05,True
5680642,-15.9725,-5.7003,812.49,True
-4239419,48.8333,-58.4842,811.99,True
5685188,60.1017,95.7228,811.72,True
-4242261,-16.175,125.8183,810.77,True
-4246867,60.1008,95.725,810.0,True
5697594,-10.3861,165.8042,809.62,True
5700705,48.8328,-58.4844,809.11,True
5726508,7.1328,-1.8861,804.82,True
-4280066,5.7242,25.5217,803.76,True
-4284150,67.9917,-119.7825,803.15,True
5737900,20.5711,-12.8089,802.89,True
5740538,49.5942,-57.7842,802.45,True
-4314953,-10.3867,165.8042,798.0,True
-4318207,6.305,20.5767,797.97,True
-4334213,7.1308,-1.89,795.0,True
-4336730,20.5708,-12.8092,794.92,True
-4347163,41.9058,-77.7025,793.0,True
-4368531,6.8733,158.2283,790.96,True
5815712,41.9056,-77.7028,790.0,True
-4378736,79.8225,23.9183,789.0,True
-4388615,-8.7,-50.8067,786.99,True
5836480,16.355,145.6564,786.61,True
5849236,-35.5253,173.5108,784.52,True
5855515,80.5806,94.8931,783.48,True
5860466,-8.7011,-50.8103,782.72,True
5875765,6.8636,158.2358,780.22,True
-4426720,80.55,94.7525,779.98,True
-4427425,-54.405,3.3475,779.98,True
-4437761,16.355,145.6567,777.85,True
-4448414,5.5983,22.6325,775.72,True
-4454786,48.9992,-100.43,774.5,True
-4457450,19.0942,27.1075,773.89,True
-4456365,-35.525,173.5108,773.89,True
-4456863,19.0958,27.1058,773.89,True
5920659,58.5431,100.13,772.9,True
-4476877,58.5425,100.13,770.0,True
5965795,-22.7767,-56.1994,765.67,True
5965837,75.4089,-114.6492,765.66,True
-4509230,-19.56,-54.4783,764.74,True
-4509154,-19.5658,-54.4808,764.74,True
-4509118,-19.5658,-54.4792,764.74,True
-4508753,-19.5675,-54.4833,764.74,True
-4509142,-19.5667,-54.4825,764.74,True
-4509095,-19.5642,-54.4808,764.74,True
-4509130,-19.565,-54.4817,764.74,True
-4509205,-19.5625,-54.4792,764.74,True
-4513861,-8.4633,-55.6025,763.83,True
-4512469,64.2292,107.9717,763.83,True
-4513410,64.23,107.9675,763.83,True
-4511693,64.26,107.7842,763.83,True
-4511383,64.2617,107.7808,763.83,True
5979681,-8.4631,-55.6019,763.49,True
-4519949,28.6675,11.6567,762.91,True
5985117,64.23,107.9672,762.62,True
-4522127,54.78,-108.7325,762.0,True
-4522178,54.7783,-108.7342,762.0,True
-4521989,54.7775,-108.735,762.0,True
-4522376,54.7492,-104.3392,762.0,True
6017821,10.7617,-5.4183,757.57,True
-4556255,10.7592,-5.4192,756.82,True
-4555230,-22.7808,-56.2025,756.82,True
-4557977,50.7133,-99.6783,756.0,True
6044905,66.9219,-116.1361,753.27,True
-4577022,34.84,-98.8033,752.86,True
-4584100,66.9208,-116.1567,751.94,True
-4583141,14.98,6.2142,751.94,True
-4600989,53.8442,-106.3908,748.0,True
-4603855,-2.0733,24.7217,747.98,True
6080672,-54.4078,3.3508,747.75,True
-4608075,3.8025,43.825,746.76,True
-4608321,3.8008,43.8217,746.76,True
6102166,52.5972,68.1097,744.47,True
6126015,54.8894,166.3317,740.74,True
-4655217,-9.2225,-43.455,738.84,True
-4655110,-9.2242,-43.4558,738.84,True
6145817,13.1589,93.0056,737.72,True
6148538,48.8042,-73.59,737.3,True
-4670816,28.5017,9.705,736.7,True
-4671407,28.5142,9.825,736.7,True
-4670837,28.51,9.72,736.7,True
-4670847,28.5175,9.7258,736.7,True
-4670362,28.5183,9.7267,736.7,True
-4674928,48.8042,-73.5892,735.79,True
-4677995,54.9442,166.34,735.0,True
-4696170,13.1583,93.0058,732.13,True
-4721460,-8.5825,-48.6567,728.78,True
6207785,-8.5828,-48.6567,728.39,True
-4733558,52.5975,68.11,726.95,True
-4733223,-34.9742,138.7092,726.95,True
-4741934,17.2375,77.9308,725.73,True
-4752994,71.1358,-122.9533,723.9,True
6242336,71.1361,-122.9542,723.26,True
-4794342,-2.14,146.94,718.11,True
6293345,22.5644,-14.2817,715.66,True
-4820722,31.815,11.1683,714.76,True
6303506,25.4272,141.2808,714.17,True
6317097,26.685,-4.8594,712.15,True
-4885856,-9.1017,-54.6042,707.75,True
6348773,-2.1431,146.9406,707.55,True
-4886954,47.3125,-99.8817,707.14,True
-4894641,4.87,20.91,706.0,True
-4897821,7.9525,26.9867,705.92,True
-4901349,-51.6917,-58.8342,705.0,True
-4901635,-50.8958,166.0217,705.0,True
6378437,-51.6917,-58.8344,703.18,True
-4925447,-3.5792,23.31,701.95,True
-4924516,26.685,-4.8592,701.95,True
-4925618,-3.58,23.3083,701.95,True
6386966,47.8975,-90.5606,701.95,True
-4928382,47.8975,-90.5608,701.34,True
-4928383,22.5658,-14.2767,701.04,True
6409469,-1.8644,105.8489,698.66,True
-4955676,-29.4658,117.2983,697.99,True
-4980032,22.7875,-83.3683,693.72,True
-4980213,16.0667,11.385,693.72,True
-4983081,47.3167,-80.7492,693.12,True
-4995231,-30.36,119.6725,691.9,True
6462304,47.3175,-80.7525,690.96,True
-5003424,-20.5075,-29.325,690.07,True
6475763,0.0858,-70.8622,688.99,True
6482232,-6.5403,-46.2561,688.04,True
-5023324,-19.1908,128.835,687.93,True
6486681,-19.1908,128.8356,687.43,True
-5038752,-6.54,-46.2567,685.8,True
-5037165,61.6367,-72.7417,685.8,True
-5037181,61.6367,-72.7392,685.8,True
-5038716,-6.5392,-46.2575,685.8,True
-5038815,0.0867,-70.8625,685.8,True
-5039283,25.6933,23.5767,685.0,True
-5049654,22.0917,22.1725,683.97,True
-5058110,-26.5117,119.065,682.75,True
-5058064,-26.51,119.06,682.75,True
6537205,61.6361,-72.7356,680.26,True
-5083409,66.7967,-122.3858,679.7,True
6545748,-29.4664,117.2989,679.05,True
6550865,22.7025,-83.3097,678.32,True
-5093221,4.4867,19.5217,677.88,True
-5136386,74.0275,96.2383,671.78,True
6599750,8.1244,-4.6639,671.49,True
6603927,74.0272,96.2325,670.92,True
-5144745,24.2692,22.7517,670.86,True
6619017,65.9353,-109.7411,668.82,True
-5171045,-81.6533,-148.8392,667.82,True
6629028,-81.6544,-149.0028,667.41,True
-5174144,-1.8575,105.84,666.9,True
-5180021,18.0767,-11.3892,665.99,True
-5185836,46.9917,-83.9842,665.07,True
-5190612,8.1242,-4.6642,664.77,True
-5205178,-8.2708,-46.0983,662.94,True
-5205201,-8.27,-46.0992,662.94,True
-5223349,60.1242,126.0392,660.0,True
6684263,-50.8964,166.0214,659.87,True
-5249722,0.8583,-53.6692,656.84,True
6709607,0.8572,-53.6697,656.36,True
-5257082,-15.855,-173.7125,655.93,True
-5261955,48.0842,-76.2742,655.32,True
6723458,48.4697,58.4883,654.48,True
-5270312,13.8208,9.3917,654.0,True
-5272684,-82.9133,-140.05,653.8,True
-5272699,-82.9125,-139.9958,653.8,True
6731979,6.6594,-5.5367,653.3,True
-5284498,65.935,-109.7408,652.88,True
-5284597,-21.2342,-159.7633,652.88,True
-5289309,-27.8342,117.1058,651.97,True
-5297059,66.345,-113.1042,650.75,True
-5294821,71.8583,-112.5892,650.75,True
-5294832,71.8583,-112.5975,650.75,True
-5296739,45.4708,-97.105,650.75,True
-5294896,71.8567,-112.6025,650.75,True
6752734,7.1511,93.8258,650.5,True
-5308456,6.6575,-5.5383,649.83,True
-5308558,48.47,58.4883,649.83,True
-5311164,57.7383,-107.5783,648.92,True
6781512,71.8378,-112.6825,646.64,True
-5335426,17.145,-11.535,645.87,True
6789892,70.1111,-84.31,645.51,True
6800014,48.2736,-86.0036,644.12,True
6813924,17.1414,-11.5697,642.24,True
-5382106,48.2733,-86.0042,640.99,True
-5445638,-27.5992,-144.3758,633.07,True
-5456800,21.4642,-11.6033,631.85,True
-5456681,0.7292,-55.1175,631.85,True
-5456960,21.4675,-11.6092,631.85,True
-5456807,21.4692,-11.6083,631.85,True
-5456893,21.4717,-11.6058,631.85,True
-5456835,21.4525,-11.6125,631.85,True
-5456785,21.4742,-11.6092,631.85,True
-5456687,-32.8825,121.1625,631.85,True
6903374,66.0989,-90.4028,630.34,True
-5482404,5.3108,162.9933,629.11,True
-5519361,66.0992,-90.4042,625.75,True
-5519292,-27.1358,121.5483,625.75,True
-5531532,7.1517,93.8258,623.93,True
-5545560,-10.3917,-57.9708,622.71,True
6967434,80.7981,58.4986,621.9,True
-5560813,80.8008,58.495,620.88,True
-5565001,50.6258,-74.9692,620.0,True
-5571071,26.2358,-10.8158,619.96,True
-5571073,26.2342,-10.815,619.96,True
7023444,2.1275,-71.1728,614.57,True
-5626395,8.7683,3.6008,613.87,True
-5628609,46.7033,-88.24,613.0,True
-5628566,46.7558,-88.155,613.0,True
7038680,-20.8872,139.8872,612.6,True
-5645543,64.83,-83.6025,611.12,True
-5645542,47.2317,-95.5033,611.12,True
-5664235,2.1292,-71.1742,609.9,True
7063515,64.8306,-83.6022,609.39,True
7076856,70.6939,-93.7383,607.63,True
-5696911,60.91,101.4683,605.94,True
7093356,-32.8825,121.1633,605.46,True
-5704145,45.4508,-90.195,605.0,True
-5717666,60.9325,105.4367,603.81,True
-5722459,70.6942,-93.7425,603.0,True
-5731545,62.7925,108.5942,602.89,True
7149309,23.7997,-10.64,598.32,True
-5775603,25.3925,29.6617,597.71,True
-5777730,15.945,33.4533,597.71,True
-5777079,15.8808,33.5667,597.71,True
-5787760,-27.7775,122.8167,596.8,True
-5792346,-27.7842,122.8175,596.8,True
-5788508,-27.7783,122.8133,596.8,True
-5786673,-27.7792,122.8125,596.8,True
-5788024,-27.7833,122.8142,596.8,True
-5786260,-27.7817,122.8158,596.8,True
-5786613,-27.78,122.8108,596.8,True
-5788551,-27.7808,122.8133,596.8,True
-5812580,-33.4458,123.4758,594.06,True
-5826787,25.185,-11.455,592.84,True
7195521,-32.9658,116.4494,592.4,True
-5837180,-32.9658,116.45,591.92,True
-5843071,45.5575,-88.8142,591.01,True
-5857321,67.1975,-89.7917,589.79,True
7228977,5.3111,162.9917,588.19,True
-5882661,3.3608,22.3392,587.96,True
7234637,-33.4444,123.4756,587.47,True
7238185,-20.5117,-29.3247,587.02,True
7239673,-38.0094,-65.6042,586.83,True
7272548,45.6489,-78.2569,582.67,True
7297018,5.5244,-87.08,579.62,True
7307904,70.9283,-116.4325,578.24,True
-5985404,45.6492,-78.2575,577.9,True
-5984566,63.94,112.5833,577.9,True
-5990536,18.1958,11.6342,577.0,True
-5991148,49.3383,-90.5525,577.0,True
-5999467,70.9283,-116.4333,576.99,True
7321293,-11.135,-61.5747,576.58,True
-6008373,80.2208,52.89,575.77,True
-6019167,5.525,-87.0808,574.85,True
-6017691,10.2367,-3.0558,574.85,True
-6015317,-38.0092,-65.605,574.85,True
7340920,8.6669,106.5794,574.15,True
-6023555,18.245,13.0767,573.94,True
-6035821,-32.03,122.8092,572.72,True
-6040414,16.7333,6.8883,572.72,True
-6037662,16.7142,6.8633,572.72,True
-6033999,60.1392,-107.4,572.72,True
-6058318,23.7983,-10.6417,570.89,True
-6059395,11.9725,-3.3642,570.89,True
-6058305,23.8,-10.64,570.89,True
-6086072,-11.135,-61.575,568.76,True
7407453,-15.8536,-173.7478,565.88,True
-6121888,48.4867,-78.7725,565.4,True
7412633,2.9989,44.2981,565.25,True
-6131113,8.6675,106.5783,564.79,True
-6138930,26.0783,-9.0917,563.88,True
7430500,-12.9892,133.1178,563.07,True
7440194,-79.3567,-161.7433,561.88,True
7450334,3.1653,106.2189,560.61,True
-6204728,-25.0425,125.065,558.7,True
-6205083,-52.5708,169.1658,558.09,True
-6239506,3.1658,106.2192,555.0,True
-6250952,-79.3767,-161.6967,554.0,True
-6252748,25.065,-8.2967,553.82,True
-6265881,-30.835,121.0967,552.91,True
-6268118,-12.1308,-62.2008,552.91,True
-6272645,-13.0425,133.0808,552.0,True
-6272644,-13.0417,133.08,552.0,True
7532287,44.0717,52.5617,550.55,True
-6305197,16.9992,2.7225,549.86,True
-6314660,62.4842,-77.015,548.94,True
-6315573,62.4308,-76.9433,548.94,True
-6322123,37.5717,-90.7292,548.0,True
-6335383,16.8608,-3.6967,546.81,True
-6340906,60.2175,-103.825,546.81,True
-6367066,44.3717,-80.2492,544.07,True
-6367074,44.3183,-80.32,544.07,True
-6377698,12.7575,-2.3017,543.76,True
7594695,68.2989,-85.2783,542.98,True
-6406167,68.2983,-85.2783,540.72,True
-6423684,19.315,-0.2625,539.8,True
-6435225,46.1108,-81.2892,538.89,True
7634099,46.1111,-81.2894,538.28,True
-6447196,-21.3333,128.1125,537.97,True
-6446992,-21.4008,128.1183,537.97,True
-6465262,74.4275,19.2033,536.14,True
-6473980,72.6992,123.2175,535.84,True
-6476764,44.0725,52.5608,535.84,True
-6487460,46.7025,-60.5992,534.92,True
7663037,72.6994,123.2142,534.83,True
7676404,72.1097,140.865,533.22,True
-6510834,72.1092,140.8633,532.79,True
7693580,46.5983,-60.7608,531.21,True
-6531248,59.7667,-101.95,530.96,True
7707098,74.4133,19.1833,529.61,True
-6579294,24.3325,29.2392,527.0,True
7730686,60.6722,-173.0911,526.81,True
-6622812,-10.9333,-55.1933,523.95,True
-6622397,-10.9342,-55.195,523.95,True
-6622073,-10.9358,-55.1892,523.95,True
-6622458,-10.9367,-55.1875,523.95,True
-6623902,43.0283,-89.8525,523.95,True
-6621262,-14.2708,-178.1392,523.95,True
-6627759,66.3058,-93.115,523.0,True
7763206,44.1381,-85.3444,523.0,True
-6647922,63.6067,-112.5192,521.82,True
-6652078,49.6242,-76.9583,521.0,True
7785247,-27.5953,-144.3697,520.43,True
7799266,-37.5969,-59.2947,518.79,True
-6686072,-37.6008,-59.3033,518.77,True
7819053,-65.5456,100.7911,516.52,True
7822268,69.5556,-112.6689,516.14,True
-6719397,-29.2675,-177.9075,516.03,True
-6719894,-13.9042,-51.3075,516.0,True
7825069,-29.2681,-177.9081,515.82,True
-6747390,-34.3808,-54.6733,513.89,True
-6769393,37.5925,-96.5375,512.06,True
7860113,-34.3828,-54.6742,511.85,True
-6795965,29.8417,8.0925,510.84,True
-6797099,60.0275,-166.2625,510.54,True
7894111,-27.0853,-109.3803,507.96,True
-6837690,60.665,-173.0883,507.49,True
-6850415,-27.0858,-109.38,506.88,True
7908309,60.0281,-166.2622,506.35,True
