Latitude,Longitude,Elevation,Key col latitude,Key col longitude,Prominence
23.1642,104.209,4822,23.16,104.198,328
23.1642,104.282,4488,23.1608,104.282,305
23.1592,104.179,4911,23.1642,104.187,341
23.1558,104.127,5009,23.1542,104.131,410
23.1558,104.188,4803,23.1617,104.207,367
23.155,104.254,4537,23.1608,104.26,338
23.1533,104.279,4488,23.1758,104.31,331
23.1508,104.983,3441,23.1492,104.988,315
23.15,104.331,4491,23.1458,104.328,390
23.1483,104.31,4527,23.1467,104.299,338
23.1467,104.248,4717,23.1525,104.247,319
23.1417,104.32,4527,23.1392,104.317,322
23.1408,104.958,3533,23.1408,104.964,308
23.1408,104.981,3520,23.1433,104.986,334
23.1392,104.229,4757,23.1417,104.23,302
23.1367,104.4,3661,23.1383,104.403,351
23.1358,104.355,4603,23.1383,104.361,354
23.1342,104.227,4760,23.1333,104.218,341
23.1325,104.966,3267,23.13,104.962,335
23.1308,104.994,3234,23.1317,104.998,328
23.13,104.31,4432,23.1317,104.312,341
23.1233,104.981,3192,23.12,104.977,492
23.1225,104.328,4360,23.1208,104.353,351
23.1217,104.791,6466,23.1183,104.79,348
23.1183,104.183,4963,23.1083,104.183,437
23.1175,104.206,4832,23.1125,104.208,332
23.1167,104.869,3828,23.1092,104.877,312
23.1142,104.888,3162,23.1142,104.893,460
23.11,104.259,4481,23.1208,104.267,354
23.1092,104.269,4488,23.1008,104.265,370
23.1033,104.942,2624,23.0967,104.954,361
23.1025,104.192,4730,23.0983,104.224,381
23.1,104.89,3185,23.1033,104.889,368
23.0967,104.892,3097,23.0875,104.897,475
23.0892,104.89,3110,23.0892,104.894,413
23.0783,104.795,5567,23.075,104.798,377
23.0733,104.897,2919,23.08,104.905,374
23.0708,104.948,2532,23.0667,104.997,325
23.0583,104.931,2713,23.0558,104.928,321
23.0408,104.041,5282,23.0042,104.044,364
23.925,105.048,3881,23.9233,105.049,315
23.9225,105.023,3930,23.9258,105.019,348
23.92,105.03,3986,23.9233,105.03,351
23.9175,105.038,3927,23.9242,105.033,321
23.91,105.024,3996,23.9125,105.016,301
23.8958,105.05,4091,23.895,105.055,308
23.8958,105.058,4061,23.9,105.058,345
23.8808,105.172,3937,23.8792,105.17,305
23.8792,105.176,3910,23.875,105.17,312
23.8767,105.183,3848,23.9,105.188,338
23.8758,105.153,3894,23.8708,105.153,312
23.8725,105.191,3874,23.8767,105.197,305
23.8717,105.144,3766,23.8758,105.146,440
23.8717,105.167,3763,23.8783,105.162,406
23.8717,105.184,3868,23.8742,105.183,324
23.87,105.177,3792,23.8758,105.18,430
23.8658,105.194,3805,23.8667,105.196,325
23.8575,105.204,3661,23.8567,105.211,394
23.8517,105.257,3356,23.8517,105.261,331
23.85,105.279,3300,23.8558,105.286,331
23.8458,105.172,3658,23.8367,105.174,452
23.8417,105.203,3569,23.8525,105.218,384
23.8383,105.255,3435,23.8392,105.25,403
23.8358,105.17,3736,23.8408,105.169,368
23.8333,105.229,3667,23.8267,105.232,391
23.8325,105.156,3795,23.8442,105.163,374
23.8317,105.282,3444,23.8317,105.278,332
23.8308,105.245,3589,23.8358,105.245,318
23.825,105.259,3645,23.8258,105.262,433
23.825,105.441,3454,23.8283,105.443,381
23.82,105.06,4694,23.8233,105.067,529
23.8175,105.373,3618,23.8067,105.366,368
23.8167,105.307,3546,23.82,105.294,371
23.815,105.249,3651,23.8242,105.252,384
23.8142,105.382,3704,23.8217,105.378,354
23.8117,105.159,3956,23.805,105.172,368
23.8092,105.007,4950,23.8075,105.013,335
23.8092,105.217,3756,23.8058,105.218,368
23.8092,105.306,3605,23.8183,105.297,309
23.8075,105.295,3618,23.8125,105.291,341
23.805,105.289,3576,23.7958,105.304,370
23.8042,105.036,5183,23.8025,105.047,341
23.8033,105.222,3717,23.7992,105.236,364
23.8033,105.282,3605,23.8058,105.277,364
23.7992,105.104,4347,23.8025,105.108,338
23.7983,105.21,3877,23.8017,105.208,335
23.7983,105.268,3553,23.8075,105.266,433
23.7975,105.297,3592,23.8,105.294,308
23.795,105.115,4481,23.7817,105.127,302
23.7892,105.206,3763,23.7883,105.213,383
23.7892,105.216,3743,23.795,105.216,495
23.7875,105.255,3822,23.795,105.245,315
23.7858,105.235,3730,23.7892,105.239,328
23.7825,105.065,4776,23.7867,105.076,365
23.7808,105.243,3854,23.7858,105.245,306
23.7808,105.298,3809,23.7858,105.3,341
23.7792,105.218,4084,23.7783,105.228,302
23.7783,105.267,4009,23.7833,105.258,311
23.7758,105.032,5213,23.7808,105.028,436
23.7758,105.28,3740,23.7817,105.275,433
23.7742,105.233,3877,23.7833,105.23,532
23.7658,105.252,3950,23.7625,105.24,410
23.7642,105.276,3864,23.7642,105.279,437
23.7592,105.002,5282,23.7617,104.999,318
23.7425,105.248,4288,23.7375,105.253,462
23.7317,105.326,4005,23.7333,105.329,374
23.7217,105.304,4032,23.7175,105.316,357
23.72,105.319,4071,23.7267,105.317,315
23.7142,105.33,4104,23.7167,105.332,410
23.71,105.311,4153,23.7075,105.306,371
23.7092,105.293,4150,23.715,105.287,318
23.7058,105.319,4041,23.7083,105.318,345
23.7058,105.33,4202,23.705,105.328,315
23.7025,105.278,4304,23.705,105.279,361
23.6958,105.374,3979,23.6933,105.377,302
23.6883,105.278,4412,23.6842,105.285,374
23.68,105.358,4137,23.6808,105.36,420
23.6792,105.285,4409,23.6975,105.282,430
23.6758,105.378,3992,23.6742,105.381,302
23.6742,105.32,4399,23.6833,105.308,312
23.67,105.345,4169,23.6692,105.348,361
23.665,105.313,4599,23.6625,105.314,315
23.6617,105.366,4005,23.6583,105.376,322
23.66,105.34,4297,23.6625,105.346,335
23.6567,105.271,4760,23.6617,105.265,305
23.655,105.386,3982,23.6475,105.394,388
23.6525,105.308,4603,23.6517,105.305,318
23.6492,105.347,4229,23.6533,105.347,449
23.6483,105.37,4124,23.6517,105.368,328
23.6483,105.398,3963,23.6525,105.398,364
23.645,105.291,4688,23.6425,105.299,305
23.6417,105.368,4317,23.6442,105.368,302
23.64,105.377,4150,23.6458,105.39,367
23.6358,105.451,4035,23.64,105.448,443
23.6325,105.241,4845,23.6383,105.243,319
23.6283,105.429,4189,23.6233,105.434,368
23.6217,105.388,4284,23.6292,105.382,335
23.62,105.213,4858,23.6217,105.213,312
23.6192,105.44,4104,23.6192,105.45,377
23.6183,105.563,2618,23.6125,105.567,357
23.6183,105.992,3159,23.62,105.993,381
23.6125,105.422,4248,23.6175,105.432,387
23.6108,105.456,4212,23.6075,105.468,358
23.6075,105.412,4304,23.6092,105.415,361
23.6042,105.957,1912,23.5942,105.952,387
23.6033,105.987,2477,23.6,105.998,698
23.6017,105.855,2618,23.605,105.858,439
23.6008,105.88,2083,23.6042,105.88,371
23.5992,105.453,4498,23.5992,105.461,314
23.5992,105.859,2703,23.6017,105.86,305
23.595,105.404,4402,23.5717,105.427,374
23.5942,105.225,4773,23.5908,105.221,302
23.5917,105.409,4409,23.595,105.408,341
23.5917,105.424,4347,23.6042,105.419,393
23.5908,105.459,4373,23.595,105.465,321
23.5883,105.93,1400,23.5525,105.961,876
23.5808,105.995,2575,23.575,106.001,400
23.58,105.872,2821,23.5825,105.863,381
23.5792,105.444,4435,23.5792,105.448,417
23.5783,105.427,4429,23.585,105.413,328
23.5775,105.489,4242,23.5808,105.485,377
23.5775,105.843,3064,23.575,105.844,305
23.5692,105.913,2017,23.5775,105.918,328
23.5675,105.486,4409,23.5658,105.487,302
23.5667,105.881,2854,23.5658,105.888,380
23.5658,105.328,4934,23.5625,105.334,328
23.565,105.974,1896,23.5917,105.942,357
23.56,105.932,1742,23.5558,105.933,459
23.5583,105.362,4793,23.5717,105.353,305
23.5575,105.992,2752,23.565,105.987,473
23.5567,105.35,4773,23.56,105.35,312
23.5558,105.302,4747,23.5592,105.278,348
23.5517,105.917,1433,23.54,105.918,584
23.5483,105.244,4589,23.5483,105.248,351
23.5458,105.277,4839,23.5408,105.276,331
23.5417,105.348,4629,23.5433,105.338,380
23.5392,105.869,2657,23.5375,105.874,377
23.5367,105.832,3008,23.5367,105.838,371
23.535,105.301,4721,23.53,105.325,410
23.5292,105.308,4790,23.5342,105.303,311
23.5217,105.86,2910,23.5225,105.853,413
23.515,105.395,4688,23.5333,105.372,387
23.5133,105.833,2808,23.5292,105.841,436
23.5117,105.907,2631,23.5158,105.911,334
23.51,105.375,4530,23.4933,105.387,384
23.5075,105.899,2805,23.5058,105.885,387
23.5075,105.912,2654,23.5092,105.915,364
23.5033,105.27,3874,23.5125,105.279,381
23.4992,105.874,3208,23.5025,105.877,332
23.4875,105.908,2746,23.4792,105.918,551
23.485,105.9,3028,23.4825,105.9,364
23.4842,105.477,4327,23.4817,105.484,302
23.48,105.863,3733,23.4817,105.862,331
23.4442,105.019,4294,23.4392,105.017,637
23.4408,105.04,4881,23.4425,105.037,312
23.4392,105.955,2500,23.4417,105.953,305
23.435,105.968,2381,23.4417,105.97,424
23.4292,105.035,4553,23.4267,105.032,319
23.4233,105.018,4520,23.425,105.009,381
23.4192,105.858,4028,23.4183,105.855,312
23.4192,105.873,3838,23.4183,105.882,338
23.4142,105.92,3398,23.4133,105.924,335
23.4125,105.062,4488,23.4133,105.028,446
23.4125,105.914,3513,23.4167,105.912,348
23.4117,105.892,3612,23.4142,105.891,325
23.4067,105.868,3907,23.4067,105.864,308
23.405,105.011,4347,23.4042,105,380
23.4033,105.918,3700,23.405,105.918,319
23.3967,105.904,3759,23.3892,105.905,351
23.3958,105.867,3667,23.405,105.884,397
23.395,105.084,4609,23.405,105.082,345
23.3925,105.112,4990,23.3992,105.108,308
23.3917,105.999,2887,23.3942,106.002,305
23.39,105.912,3727,23.3933,105.913,318
23.3892,105.935,3681,23.3925,105.928,315
23.3858,105.896,3700,23.3892,105.897,394
23.3825,105.042,4366,23.3667,105.039,420
23.3783,105.071,4855,23.3708,105.078,364
23.3783,105.088,4734,23.3842,105.088,397
23.3783,105.917,3704,23.3825,105.92,390
23.3767,105.094,4694,23.38,105.093,506
23.3767,105.927,3720,23.3733,105.929,312
23.3758,105.003,4041,23.37,105.004,342
23.3733,105.912,3740,23.3783,105.897,321
23.3725,105.061,4668,23.3675,105.055,345
23.3708,105.103,4790,23.3742,105.097,429
23.37,105.093,5127,23.3717,105.094,338
23.3692,105.916,3743,23.3675,105.916,335
23.3658,105.007,4022,23.3617,105.013,318
23.3658,105.109,5147,23.3692,105.11,318
23.3658,105.302,3769,23.3717,105.307,528
23.3633,105.953,3284,23.3592,105.963,338
23.3617,105.116,4724,23.3608,105.142,705
23.3617,105.13,4921,23.3558,105.132,318
23.3575,105.14,4924,23.36,105.133,308
23.3558,105.085,4671,23.3558,105.077,443
23.355,105.127,4852,23.355,105.124,482
23.35,105.014,3812,23.3442,104.983,669
23.35,105.149,4767,23.3442,105.173,580
23.35,105.731,2778,23.35,105.728,391
23.3492,105.172,4809,23.3525,105.178,492
23.3483,105.993,3093,23.3458,105.997,312
23.3458,105.075,4760,23.3467,105.071,325
23.34,105.972,3061,23.3375,105.972,465
23.3392,105.144,5045,23.3442,105.144,404
23.3383,105.967,3169,23.3383,105.97,318
23.3375,105.134,5187,23.3408,105.136,351
23.3358,105.089,4537,23.3308,105.093,672
23.335,105.194,4714,23.335,105.186,331
23.335,105.998,2841,23.3208,105.998,367
23.3317,105.044,4140,23.3325,105.031,702
23.3317,105.176,4580,23.3467,105.194,518
23.3258,105.081,4566,23.3342,105.079,489
23.325,105.218,4622,23.3392,105.226,423
23.3142,105.2,4245,23.3458,105.204,380
23.3025,105.116,4711,23.3108,105.105,663
23.3017,105.04,3959,23.3,105.039,335
23.2975,105.059,3973,23.2983,105.057,741
23.2958,105.309,3451,23.295,105.311,463
23.295,105.01,2782,23.2975,105.003,390
23.2917,105.974,3080,23.2858,105.978,394
23.2892,105.989,3136,23.29,105.987,335
23.2858,105.222,4622,23.2892,105.248,456
23.2825,105.307,3277,23.2858,105.311,331
23.2825,105.989,3083,23.2792,105.99,440
23.2817,105.186,4914,23.2842,105.186,318
23.2808,105.162,5141,23.2825,105.166,341
23.27,105.33,3379,23.2758,105.34,531
23.2675,105.222,4694,23.28,105.227,453
23.2675,105.259,4314,23.27,105.264,420
23.2658,105.162,4484,23.2692,105.172,739
23.2658,105.347,3533,23.2708,105.348,381
23.2642,105.242,4537,23.2683,105.245,321
23.2483,105.299,4215,23.2492,105.296,355
23.2467,105.328,3969,23.2508,105.326,319
23.2408,105.369,4311,23.2317,105.361,321
23.2375,105.296,4038,23.24,105.305,420
23.2367,105.219,4215,23.24,105.23,597
23.2367,105.997,3087,23.2383,106.002,338
23.235,105.308,4045,23.2433,105.324,410
23.2317,105.338,4219,23.2317,105.331,354
23.2317,105.388,4304,23.24,105.394,341
23.23,105.359,4271,23.2292,105.364,361
23.2267,105.372,4137,23.2217,105.364,370
23.2258,105.389,4169,23.225,105.376,374
23.2233,105.312,4163,23.2183,105.312,338
23.2217,105.273,3651,23.2,105.278,784
23.2217,105.334,4192,23.22,105.324,342
23.22,105.246,4294,23.2117,105.247,469
23.2183,105.348,4222,23.2192,105.358,312
23.2175,105.228,4589,23.2183,105.215,342
23.2092,105.256,4406,23.2108,105.263,334
23.2092,105.379,4071,23.2058,105.368,312
23.2092,105.405,3897,23.2108,105.408,450
23.2083,105.292,4019,23.195,105.289,318
23.2042,105.383,3848,23.1983,105.373,308
23.2033,105.091,2280,23.195,105.086,489
23.2025,105.977,3234,23.1992,105.976,322
23.1858,105.28,3704,23.1825,105.288,321
23.1842,105.25,3917,23.165,105.263,407
23.1825,105.44,3622,23.18,105.448,354
23.18,105.105,2191,23.1817,105.099,394
23.1775,105.45,3510,23.1725,105.448,597
23.1733,105.303,3398,23.1725,105.313,443
23.1692,105.353,3562,23.1758,105.35,361
23.1692,105.466,3540,23.1708,105.47,472
23.1658,105.429,3622,23.1633,105.424,301
23.1642,105.319,3041,23.1583,105.309,676
23.145,105.492,2988,23.1517,105.5,391
23.1417,105.332,3106,23.1408,105.332,335
23.1383,105.134,1692,23.1375,105.127,532
23.1358,105.34,2539,23.1433,105.313,1132
23.1242,105.051,3572,23.1225,105.048,312
23.1242,105.281,2470,23.1192,105.278,381
23.1058,105.01,2647,23.1042,105.012,660
23.1058,105.08,4242,23.1042,105.082,361
23.1008,105.464,3533,23.0983,105.472,312
23.0975,105.076,4337,23.0975,105.074,315
23.0942,105.07,4235,23.0917,105.068,318
23.0883,105.072,4176,23.0883,105.069,400
23.0875,105.058,3690,23.0875,105.055,345
23.0867,105.083,4284,23.0817,105.088,378
23.08,105.098,3953,23.0825,105.101,485
23.0717,105.106,4087,23.0725,105.108,351
23.0392,105.143,4858,23.0367,105.149,345
23.0383,105.119,4934,23.0467,105.124,394
23.0283,105.144,4714,23.025,105.145,394
23.0275,105.126,4960,23.0242,105.12,309
23.0267,105.753,2244,23.0133,105.766,347
23.0217,105.144,4514,23.0217,105.148,482
23.0125,105.131,4435,23.0092,105.13,417
23.0108,105.108,4153,23.0025,105.109,561
23.0058,105.212,2719,23.0042,105.215,355
23.0042,105.134,4320,23.0058,105.138,492
23.0008,105.286,823,23.0058,105.295,945
23,105.24,2352,22.9983,105.242,308
23.7008,106.83,918,23.6992,106.827,309
23.6833,106.688,1230,23.6883,106.698,334
23.6817,106.824,1020,23.6858,106.823,302
23.6775,106.691,1417,23.6783,106.694,341
23.6742,106.855,1263,23.6775,106.861,367
23.6733,106.828,1276,23.67,106.826,344
23.6717,106.813,1351,23.6725,106.817,361
23.6642,106.687,1551,23.6675,106.686,322
23.6633,106.802,1338,23.6633,106.797,374
23.6633,106.846,1040,23.6658,106.86,587
23.6608,106.825,1190,23.6592,106.828,591
23.6575,106.8,1371,23.6608,106.802,328
23.6575,106.838,1210,23.665,106.832,430
23.6542,106.805,1394,23.655,106.808,341
23.6525,106.853,1309,23.6533,106.84,301
23.6467,106.862,1128,23.6458,106.868,404
23.6442,106,2709,23.6492,106.002,309
23.6442,106.833,1410,23.6475,106.84,309
23.64,106.853,1309,23.6417,106.858,377
23.6358,106.882,908,23.6367,106.885,364
23.6333,106.898,728,23.6417,106.905,325
23.6317,106.866,1092,23.6233,106.875,427
23.63,106.399,1512,23.6292,106.404,308
23.6292,106.911,761,23.63,106.901,354
23.6283,106.365,1492,23.615,106.368,689
23.6258,106.923,528,23.6325,106.926,528
23.6242,106.881,1269,23.6233,106.885,315
23.6233,106.376,1538,23.6158,106.373,505
23.6225,106.828,1784,23.6242,106.825,322
23.6217,106.888,1079,23.62,106.89,328
23.62,106.291,2017,23.6183,106.288,620
23.62,106.86,1200,23.6183,106.871,581
23.62,106.878,1112,23.6192,106.884,387
23.6192,106.897,925,23.6267,106.897,321
23.6175,106.552,1801,23.6225,106.552,377
23.6167,106.366,1725,23.62,106.366,378
23.6167,106.915,606,23.6167,106.918,437
23.615,106.36,1912,23.6167,106.362,325
23.615,106.865,1414,23.6167,106.867,321
23.6142,106.28,2024,23.5958,106.28,410
23.6133,106.896,1161,23.615,106.899,371
23.6108,106.347,1955,23.6125,106.347,338
23.6092,106.37,1676,23.6025,106.377,302
23.6083,106.733,2155,23.6133,106.732,367
23.6083,106.862,1827,23.61,106.861,371
23.6075,106.888,1197,23.6125,106.884,374
23.6058,106.324,1751,23.6092,106.332,440
23.6058,106.852,1856,23.6033,106.849,342
23.6058,106.903,1003,23.6117,106.904,391
23.6058,106.914,698,23.6108,106.911,374
23.605,106.333,1663,23.6083,106.336,417
23.605,106.927,672,23.6092,106.928,312
23.605,106.948,869,23.605,106.946,312
23.6033,106.855,1833,23.6025,106.858,352
23.6033,106.958,692,23.6042,106.956,315
23.6,106.316,2188,23.6,106.308,357
23.5992,106.36,1732,23.5975,106.356,380
23.5992,106.867,1692,23.5958,106.87,335
23.5983,106.303,1827,23.6017,106.3,302
23.5983,106.932,557,23.6008,106.929,509
23.5975,106.009,2542,23.5925,106.01,309
23.5942,106.469,1791,23.5992,106.481,341
23.5942,106.96,688,23.5908,106.959,345
23.5942,106.967,715,23.595,106.97,472
23.5933,106.353,1581,23.6008,106.365,627
23.5917,106.597,1889,23.6017,106.599,335
23.5917,106.914,816,23.5908,106.912,611
23.5917,106.944,731,23.5942,106.947,315
23.5917,106.971,734,23.5925,106.974,315
23.5908,106.899,1381,23.5925,106.892,469
23.59,106.71,2493,23.5933,106.708,440
23.5867,106.948,666,23.5842,106.953,396
23.5858,106.294,2155,23.5867,106.291,345
23.5833,106.921,951,23.5833,106.907,420
23.5825,106.973,479,23.5767,106.977,452
23.5783,106.306,2208,23.5742,106.314,479
23.5767,106.437,2076,23.5783,106.427,312
23.5767,106.94,853,23.5825,106.944,541
23.5758,106.602,2011,23.565,106.579,416
23.5733,106.543,2234,23.5708,106.545,377
23.5717,106.943,810,23.5742,106.948,426
23.5708,106.478,2549,23.5758,106.484,351
23.5708,106.969,613,23.5758,106.973,469
23.57,106.28,2549,23.5742,106.28,380
23.57,106.317,2122,23.5817,106.336,368
23.5683,106.839,2155,23.565,106.843,305
23.565,106.272,2043,23.58,106.27,545
23.565,106.958,652,23.5675,106.964,470
23.5633,106.489,3211,23.5617,106.494,342
23.5633,106.914,1095,23.5575,106.918,404
23.5625,106.557,2080,23.555,106.549,344
23.5617,106.448,2221,23.5658,106.431,574
23.5617,106.97,748,23.5625,106.972,383
23.5608,106.941,856,23.5633,106.946,413
23.5583,106.368,2148,23.5617,106.374,348
23.5567,106.287,2214,23.555,106.283,351
23.5558,106.484,2864,23.5533,106.483,426
23.5542,106.384,2171,23.56,106.382,355
23.5525,106.431,2627,23.5542,106.418,368
23.5517,106.493,2644,23.5558,106.513,459
23.5467,106.927,1105,23.5458,106.928,315
23.545,106.593,2270,23.5517,106.588,325
23.5442,106.873,1614,23.5475,106.887,315
23.5433,106.931,1076,23.5433,106.938,367
23.54,106.343,2529,23.5392,106.338,302
23.5392,106.577,2454,23.5375,106.574,337
23.5375,106.667,2526,23.5408,106.666,338
23.5358,106.938,1122,23.545,106.943,321
23.535,106.352,2273,23.5367,106.358,305
23.535,106.897,1240,23.5375,106.893,361
23.5317,106.343,2509,23.5342,106.343,365
23.5308,106.925,1102,23.5283,106.942,308
23.53,106.287,2194,23.5433,106.284,306
23.5283,106.906,1250,23.53,106.905,429
23.5275,106.053,2437,23.53,106.052,437
23.5258,106.574,2434,23.5425,106.573,394
23.5225,106.373,2555,23.5333,106.36,368
23.5225,106.403,2759,23.5183,106.413,436
23.5225,106.484,2647,23.5125,106.496,417
23.5208,106.064,2437,23.5217,106.068,502
23.5208,106.911,1164,23.52,106.916,391
23.5208,106.945,1187,23.5167,106.937,309
23.52,106.073,2664,23.5225,106.073,377
23.52,106.285,2778,23.5233,106.284,319
23.5192,106.085,2444,23.5208,106.089,338
23.5175,106.928,1145,23.5092,106.938,331
23.5175,106.956,1145,23.5225,106.966,328
23.5158,106.032,2627,23.52,106.038,453
23.5158,106.302,2952,23.5158,106.31,305
23.5142,106.099,2677,23.5133,106.101,328
23.5142,106.518,2614,23.4958,106.557,391
23.5142,106.564,2769,23.515,106.56,301
23.5125,106.355,2559,23.5092,106.345,351
23.5125,106.929,1240,23.5117,106.932,311
23.5108,106.103,2480,23.5058,106.097,489
23.5083,106.091,2450,23.5025,106.104,414
23.5083,106.278,2591,23.5233,106.268,401
23.5083,106.5,2647,23.5317,106.476,430
23.5075,106.15,2522,23.5042,106.157,332
23.5075,106.302,2847,23.5117,106.312,492
23.5075,106.566,2765,23.5075,106.573,335
23.5067,106.382,2972,23.505,106.388,371
23.5067,106.939,1115,23.4983,106.944,381
23.5058,106.283,2795,23.505,106.279,374
23.5058,106.546,2667,23.5142,106.528,302
23.505,106.03,2769,23.5008,106.03,472
23.505,106.906,1394,23.505,106.909,331
23.5042,106.052,2775,23.5008,106.043,410
23.5033,106.167,2719,23.5067,106.164,315
23.5033,106.287,2837,23.5042,106.284,384
23.5025,106.14,2457,23.5017,106.136,397
23.5017,106.933,1158,23.5,106.936,364
23.4992,106.325,2998,23.4992,106.328,318
23.4983,106.114,2381,23.5158,106.126,486
23.4983,106.886,1509,23.4975,106.89,354
23.4975,106.351,2503,23.5067,106.35,439
23.4975,106.382,2755,23.4992,106.389,381
23.4967,106.125,2404,23.4967,106.123,430
23.4967,106.366,2716,23.5008,106.363,341
23.4967,106.955,1043,23.5058,106.968,351
23.495,106.118,2427,23.4975,106.116,342
23.495,106.29,2910,23.4983,106.281,416
23.4942,106.347,2542,23.4958,106.349,423
23.4942,106.887,1522,23.4967,106.887,377
23.4933,106.314,2854,23.4992,106.317,512
23.4933,106.551,2641,23.4808,106.562,315
23.4925,106.921,1338,23.4967,106.933,348
23.4917,106.336,2867,23.4892,106.338,312
23.4908,106.325,2975,23.4908,106.333,341
23.4908,106.365,2877,23.4892,106.358,325
23.4908,106.898,1581,23.4917,106.905,377
23.4892,106.024,2532,23.51,106.013,492
23.4892,106.044,2985,23.4867,106.049,302
23.4892,106.29,3093,23.4867,106.288,338
23.4883,106.342,2660,23.4917,106.34,515
23.4867,106.133,2503,23.4917,106.127,430
23.4867,106.173,2519,23.4192,106.255,404
23.4867,106.368,2759,23.4833,106.372,341
23.4858,106.144,2637,23.4867,106.139,381
23.4858,106.325,2998,23.4883,106.324,381
23.485,106.334,2795,23.4808,106.341,459
23.485,106.998,859,23.4817,106.999,417
23.4833,106.34,2916,23.4842,106.337,318
23.4833,106.38,2890,23.4825,106.376,325
23.4833,106.408,2936,23.4783,106.415,374
23.4825,106.037,2798,23.485,106.032,394
23.4817,106.811,1922,23.475,106.797,318
23.4808,106.892,1414,23.4842,106.878,364
23.4808,106.897,1522,23.4775,106.895,302
23.48,106.094,2824,23.4842,106.103,371
23.48,106.103,3001,23.4825,106.102,319
23.48,106.164,2670,23.4808,106.167,302
23.48,106.369,2703,23.4825,106.353,305
23.4792,106.119,2700,23.48,106.125,370
23.4783,106.005,3093,23.4783,106.008,348
23.4767,106.889,1466,23.4792,106.889,302
23.4767,106.974,1118,23.4733,106.97,325
23.4758,106.059,2903,23.48,106.046,374
23.4725,106.139,2654,23.4792,106.133,318
23.4725,106.957,1082,23.475,106.912,391
23.4717,106.111,3028,23.4733,106.115,305
23.47,106.047,2903,23.4767,106.047,489
23.4675,106.151,2673,23.465,106.158,332
23.4675,106.96,1118,23.465,106.957,335
23.4658,106.123,2680,23.4442,106.134,348
23.4642,106.178,2956,23.4667,106.178,387
23.4642,106.636,2444,23.455,106.642,308
23.4642,106.987,613,23.4608,106.992,404
23.4625,106.287,2870,23.4583,106.288,391
23.4625,106.953,925,23.4617,106.966,623
23.4583,106.11,2808,23.4558,106.108,394
23.4583,106.298,3057,23.4567,106.296,328
23.4575,106.169,2660,23.4325,106.185,315
23.4567,106.1,2870,23.4583,106.104,315
23.4542,106.826,1824,23.4508,106.828,318
23.4533,106.121,2798,23.4475,106.13,302
23.4533,106.312,2919,23.4725,106.299,355
23.4517,106.917,1250,23.4542,106.912,452
23.4442,106.693,2024,23.44,106.691,325
23.4433,106.909,1440,23.4467,106.902,305
23.4408,106.091,3061,23.4425,106.091,305
23.44,106.526,2732,23.4383,106.514,306
23.4333,106.384,2916,23.4375,106.388,371
23.4333,106.907,1683,23.4308,106.905,367
23.4317,106.936,1148,23.4325,106.939,357
23.43,106.074,3221,23.4333,106.075,312
23.4283,106.235,2726,23.4258,106.234,305
23.4283,106.388,2992,23.4283,106.397,328
23.4275,106.456,2988,23.4242,106.442,312
23.4275,106.616,2263,23.4167,106.619,328
23.4233,106.088,3061,23.4267,106.086,442
23.4208,106.097,3205,23.4208,106.093,367
23.4208,106.124,2887,23.4217,106.126,311
23.4183,106.164,2847,23.4167,106.164,394
23.4167,106.111,3001,23.4142,106.118,355
23.4158,106.175,2903,23.4192,106.177,338
23.4117,106.059,3320,23.4017,106.056,318
23.4117,106.103,2929,23.4067,106.108,384
23.4117,106.181,2864,23.4167,106.184,374
23.4108,106.391,2887,23.4083,106.396,488
23.4075,106.1,2936,23.41,106.101,341
23.4058,106.192,2975,23.4042,106.192,302
23.4033,106.069,3103,23.4033,106.065,374
23.4033,106.323,2867,23.405,106.323,312
23.4,106.048,2988,23.4058,106.047,387
23.3975,106.081,2916,23.4008,106.091,305
23.3967,106.398,2726,23.3925,106.397,321
23.3933,106.069,2893,23.3858,106.058,400
23.3925,106.434,2798,23.4017,106.412,338
23.3908,106.343,2821,23.3983,106.332,367
23.3867,106.155,2870,23.39,106.157,368
23.3867,106.427,2959,23.385,106.427,318
23.3858,106.343,2847,23.385,106.338,341
23.385,106.068,3034,23.3875,106.068,384
23.3833,106.326,2746,23.3858,106.323,360
23.3833,106.334,2811,23.38,106.331,312
23.3833,106.349,2769,23.3908,106.346,423
23.3817,106.448,2791,23.3675,106.457,342
23.3808,106.176,2778,23.3867,106.178,365
23.3783,106.329,2782,23.3775,106.331,305
23.3775,106.46,2818,23.3758,106.453,331
23.3742,106.177,3008,23.3708,106.189,367
23.3717,106.051,2650,23.3708,106.044,322
23.3717,106.167,2887,23.3708,106.168,331
23.3708,106.012,2650,23.3775,106.007,433
23.3667,106.196,2844,23.3792,106.186,404
23.365,106.118,2772,23.365,106.123,357
23.365,106.366,2716,23.36,106.365,430
23.3642,106.211,2814,23.3683,106.213,476
23.3633,106.052,2660,23.3667,106.047,312
23.3633,106.101,3136,23.36,106.103,325
23.3625,106.223,2841,23.36,106.228,446
23.3592,106.023,2841,23.3575,106.018,305
23.3567,106.233,2837,23.3492,106.232,312
23.3533,106.483,2634,23.3417,106.493,364
23.3517,106.032,2677,23.3592,106.038,446
23.3417,106.218,3001,23.34,106.216,345
23.3392,106.092,2762,23.3508,106.092,354
23.3358,106.412,2788,23.3333,106.413,348
23.3342,106.253,2952,23.3325,106.251,361
23.3317,106.009,2916,23.335,106.007,328
