latitude,longitude,elevation,prominence,name_local,name_en,wikipedia
52.3219,-70.4458,1147.61,696.6,Mont Yapeitso,,fr:Mont Yapeitso
-77.6244,-153.6858,1145.57,317.61,,,
51.7997,10.615,1141.76,856.27,Brocken,,de:Brocken
-4.7664,-40.1314,1141.48,719.3,,,
47.1608,72.675,1132.33,403.9,,,
15.06,30.4153,1130.28,639.44,,,
21.9897,-80.1475,1130.27,1099.09,Pico San Juan,,
28.2003,13.9703,1128.45,604.0,,,
59.8247,92.8539,1126.5,800.17,,,
48.6444,66.9453,1124.18,663.62,АулиеТау,,
31.225,38.5322,1117.94,379.25,,,
-10.8319,-63.5775,1115.24,842.33,Pico do Tracuá,,
-0.1964,104.5503,1113.24,1113.24,,,
-4.2083,-38.9747,1111.4,878.44,Pico Alto,,en:Pico Alto
36.1753,120.6261,1109.73,1098.7,崂山主峰,Mount Lao,
51.5311,-68.0769,1103.33,574.49,Mont Veyrier,,
71.0975,-179.3542,1090.63,1090.63,,,
27.3233,17.2136,1085.98,564.72,,,
-19.5767,169.3883,1082.66,1082.66,Mount Tukosmera,,
-19.6033,144.0553,1077.13,537.26,,,
53.0686,-4.0761,1074.5,1026.46,Yr Wyddfa,Snowdon,cy:Yr Wyddfa
0.9553,13.6858,1071.8,548.48,Mont Bengoué,,
-46.4178,52.2472,1065.5,1065.5,Mont Marion-Dufresne,,en:Mont Marion-Dufresne
-34.3761,118.2553,1061.43,820.21,Bluff Knoll,,
21.5278,70.5292,1061.11,1041.61,Girnar Hills,,
-19.2014,-57.5925,1059.09,963.22,Maciço do Urucum,,
27.6583,75.3922,1048.51,648.81,,,
-17.7844,-48.6867,1043.4,304.78,,,
-17.2372,-51.7761,1042.56,422.39,,,
50.9794,-65.4892,1042.34,510.91,,,
18.7906,-110.9758,1042.01,1042.01,Volcán Evermann,Mount Evermann,
-1.6164,11.765,1038.58,571.41,,,
51.9992,-9.7428,1032.9,1032.9,Carrauntoohil,Carrauntoohil,ga:Corrán Tuathail
-19.6681,-175.0161,1030.62,1030.62,Kao,,
3.9761,108.3361,1000.99,1000.99,,,
59.1906,-115.5994,1000.92,671.11,,,
7.0858,0.6625,996.51,729.8,,,
76.3461,65.0033,990.72,392.49,,,
55.9817,100.9783,982.64,462.75,,,
-17.4361,127.2364,982.52,616.98,Mount Wells,,
-74.8019,-99.2358,981.63,421.11,,,
-14.2328,-169.4544,969.9,969.9,Lata Mountain,,en:Lata Mountain
52.8933,172.9808,966.82,966.82,Attu Mountain,,en:Attu Island
-24.3564,150.9395,965.73,615.99,,,
31.975,13.3197,965.18,395.04,,,
18.7683,145.675,959.11,959.11,,,
79.5903,99.1492,956.23,956.23,,,
18.3364,32.7403,955.64,525.59,,,
-15.8719,-57.2175,943.65,659.18,,,
66.7311,109.39,942.46,518.99,,,
-17.3211,125.5608,938.37,609.29,Mount Ord,,
-15.8731,-46.2344,937.39,322.18,,,
53.08,70.1889,933.32,576.77,гора Кокшетау (Синюха),,
53.8758,-66.0525,930.42,427.77,,,
-3.3144,11.1528,925.48,761.5,,,
58.4228,104.8355,916.87,471.31,,,
-4.645,55.4392,915.68,915.68,Morne Seychellois,,en:Morne Seychellois
7.0994,5.0825,915.05,596.11,Idanre Hill,,
22.6511,-12.5744,912.48,599.01,فدية الجيل,Kediet ej Jill,
69.9661,109.6094,908.51,678.51,,,
-24.9944,120.4911,908.25,313.08,Mount Essendon,,
-40.3022,-9.9633,904.81,904.81,,,
-6.4025,-50.3325,903.67,629.71,,,
63.1275,97.7889,900.83,510.87,,,
63.2939,100.9128,898.56,543.91,,,
51.2164,73.2875,896.12,366.38,г. Акдым,,
55.3339,-67.7044,895.57,359.79,,,
-79.5661,-45.6133,893.15,787.37,,,
-23.3319,129.3647,885.34,395.34,Mount Leisler,,en:Mount Leisler
-4.4144,12.7642,884.08,573.0,,,
64.0131,96.9939,883.9,495.16,,,
63.7225,104.5411,880.89,506.34,,,
32.6389,21.84,880.13,769.96,,,
53.9144,-62.0042,880.12,411.38,,,
57.4211,-113.6067,875.18,371.68,,,
62.2967,-7.0128,875.02,875.02,Slættaratindur,,
8.6339,20.0811,873.35,382.77,,,
50.2256,126.5097,872.07,466.34,,,
-37.8489,77.5483,869.9,869.9,Mont de la Dives,,
69.2422,-121.5383,868.72,579.51,,,
-7.1219,128.6733,868.42,868.42,Gunung Wurlali,Mount Wurlali,
-7.9517,-14.3431,848.48,848.48,The Peak,Green Mountain,en:Green Mountain
6.2503,-0.5758,846.2,619.6,,,
-1.0353,-53.9008,843.75,506.71,,,
25.8033,16.6683,842.82,303.15,,,
53.4169,-102.3058,842.04,351.37,,,
51.4692,-100.7208,839.48,394.72,Baldy Mountain,,
61.9381,96.4228,839.31,403.6,,,
35.1671,-93.6447,839.11,651.05,Magazine Mountain,,en:Mount Magazine
18.9394,1.0286,838.68,315.76,,,
3.5436,-53.5742,831.92,648.27,Bellevue de l'Inini,,fr:Montagne Bellevue
69.5325,105.7739,829.3,327.27,,,
-25.9028,-56.1594,829.2,564.9,Cerro Tres Kandú,,en:Cerro Peró
-11.6458,166.8864,821.97,821.97,Mount Banie,,
-72.2389,-99.0633,819.58,785.77,,,
-13.7733,143.3217,816.39,678.71,,,
-16.175,125.8181,813.5,347.3,,,
-14.6125,-58.7797,813.05,423.55,,,
-15.9725,-5.7003,812.49,812.49,Mount Actaen,,
60.1017,95.7228,811.72,323.64,,,
-10.3861,165.8042,809.62,809.62,Tinakula,,
48.8328,-58.4844,809.11,809.11,The Cabox,,en:The Cabox
7.1328,-1.8861,804.82,491.02,,,
20.5711,-12.8089,802.89,486.11,,,
49.5942,-57.7842,802.45,696.46,,,
79.8264,23.8258,798.38,798.38,,,
12.2339,-8.7553,798.25,433.4,,,
41.3195,-76.5546,787.91,428.55,,,
41.9056,-77.7028,787.3,308.76,,,
16.355,145.6564,786.61,786.61,,,
-35.5253,173.5108,784.52,772.43,Te Raupua,,
80.5806,94.8931,783.48,783.48,,,
-8.7011,-50.8103,782.72,492.91,,,
6.8636,158.2358,780.22,780.22,Ngihneni,,
-9.7367,-46.6128,778.07,319.92,,,
58.5431,100.13,772.9,468.48,,,
-22.7767,-56.1994,765.67,391.98,,,
75.4089,-114.6492,765.66,765.66,,,
-8.4631,-55.6019,763.49,405.41,,,
64.23,107.9672,762.62,302.32,,,
10.7617,-5.4183,757.57,404.54,,Mount Tenakourou,de:Tena Kourou
57.5911,59.7039,754.46,413.23,,,
66.9219,-116.1361,753.27,394.09,,,
-54.4078,3.3508,747.75,747.75,Olavtoppen,Olav Peak,en:Olavtoppen
63.8064,-118.7861,746.61,418.48,,,
52.5972,68.1097,744.47,346.99,,,
54.8894,166.3317,740.74,740.74,Стеллера,,
-6.3875,-51.89,740.03,456.28,,,
13.1589,93.0056,737.72,737.72,Saddle Peak,,en:Saddle Peak (Andaman Islands)
48.8042,-73.59,737.3,327.59,,,
33.4856,-85.8087,733.65,447.14,,,
-8.5828,-48.6567,728.39,455.58,,,
71.1361,-122.9542,723.26,723.26,,,
22.5644,-14.2817,715.66,423.39,,,
25.4272,141.2808,714.17,714.17,榊ヶ峰,,
-34.9742,138.7092,713.13,334.91,Mount Lofty,,
26.685,-4.8594,712.15,324.78,,,
-2.1431,146.9406,707.55,707.55,,,
-51.6917,-58.8344,703.18,703.18,Mount Usborne,,en:Mount Usborne
-73.1439,-102.3883,702.39,421.25,,,
47.8975,-90.5606,701.95,402.34,Eagle Mountain,,en:Eagle Mountain (Minnesota)
-1.8644,105.8489,698.66,698.66,,,
9.1225,17.8269,693.25,312.12,,,
47.3175,-80.7525,690.96,388.44,,,
0.0858,-70.8622,688.99,471.34,P.,,
-6.5403,-46.2561,688.04,351.0,,,
-19.1908,128.8356,687.43,306.89,,,
61.6361,-72.7356,680.26,535.71,,,
-29.4664,117.2989,679.05,335.64,Mount Singleton,,
22.7025,-83.3097,678.32,652.17,,,
8.1244,-4.6639,671.49,374.55,,,
74.0272,96.2325,670.92,647.8,,,
65.9353,-109.7411,668.82,303.16,,,
-81.6544,-149.0028,667.41,315.81,,,
-50.8964,166.0214,659.87,659.87,,,
66.8861,29.1894,656.96,436.67,Рохмойва,,
0.8572,-53.6697,656.36,349.67,,,
48.4697,58.4883,654.48,342.75,Үлкен Боқтыбай,,kk:Боқтыбай
6.6594,-5.5367,653.3,433.43,,,
8.9467,-4.0147,652.88,378.34,,,
7.1511,93.8258,650.5,650.5,Mount Thullier,,
71.8378,-112.6825,646.64,646.64,,,
70.1111,-84.31,645.51,603.74,,,
48.2736,-86.0036,644.12,306.06,,,
17.1414,-11.5697,642.24,438.43,,,
66.0989,-90.4028,630.34,500.16,,,
80.7981,58.4986,621.9,621.9,,,
50.6853,-4.0111,617.46,532.37,High Willhays,,en:High Willhays
2.1275,-71.1728,614.57,375.68,,,
-20.8872,139.8872,612.6,377.16,,,
64.8306,-83.6022,609.39,609.39,,,
70.6939,-93.7383,607.63,588.47,,,
-32.8825,121.1633,605.46,321.7,Peak Charles,,
23.7997,-10.64,598.32,357.18,Zednes,Zednes,
-32.9658,116.4494,592.4,303.05,Mount Saddleback,,en:Mount Saddleback
5.3111,162.9917,588.19,588.19,Finol Finkol,,
-33.4444,123.4756,587.47,441.43,Tower Peak,,
-20.5117,-29.3247,587.02,587.02,,,
-38.0094,-65.6042,586.83,320.38,Cerro Alto,,
45.6489,-78.2569,582.67,386.45,,,
5.5244,-87.08,579.62,579.62,Cerro Yglesias,,
70.9283,-116.4325,578.24,342.4,,,
-11.135,-61.5747,576.58,330.41,,,
8.6669,106.5794,574.15,574.15,Núi Thánh Giá,,
-15.8536,-173.7478,565.88,565.88,Piu 'o Tafahi,,
76.8306,-95.5417,565.7,537.92,,,
2.9989,44.2981,565.25,320.91,Heybo,,
-12.9892,133.1178,563.07,387.96,Kub-O-Wer Hill,,
-79.3567,-161.7433,561.88,496.45,,,
3.1653,106.2189,560.61,560.61,,,
-52.5708,169.1658,557.36,557.36,Mount Honey,,en:Mount Honey
44.0717,52.5617,550.55,447.34,,,
68.2989,-85.2783,542.98,478.72,,,
46.1111,-81.2894,538.28,300.94,,,
72.6994,123.2142,534.83,388.77,,,
72.1097,140.865,533.22,521.94,,,
46.5983,-60.7608,531.21,528.57,,,
74.4133,19.1833,529.61,529.61,Urd/Miseryfjellet,,no:Miseryfjellet
60.6722,-173.0911,526.81,526.81,,,
44.3662,-85.6794,520.6,319.74,Briar Hill,,
-27.5953,-144.3697,520.43,520.43,Mount Perahu,,
-37.5969,-59.2947,518.79,314.7,,,
-65.5456,100.7911,516.52,490.14,,,
69.5556,-112.6689,516.14,419.5,,,
-14.2708,-178.1392,515.97,515.97,Mont Puke,,en:Mont Puke
-29.2681,-177.9081,515.82,515.82,Moumoukai,,
-34.3828,-54.6742,511.85,379.26,Cerro Catedral,,es:Cerro Catedral (Uruguay)
-27.0853,-109.3803,507.96,507.96,Maꞌuŋa Tere Vaka,,en:Maunga Terevaka
60.0281,-166.2622,506.35,506.35,Mount Roberts,,
-21.24,-159.7744,504.33,504.33,,,
-9.5269,-59.9822,500.78,316.72,,,
14.1447,145.1878,495.91,495.91,Sabana,Sabana,
-30.5939,145.6867,495.19,320.57,Mount Gunderbooka,,
70.9211,123.6067,492.31,327.87,,,
-66.1533,96.7044,489.87,434.7,,,
73.2511,-94.6208,487.47,487.47,,,
-33.2828,136.1822,486.12,350.35,,,
42.1403,60.4217,472.65,382.0,Ashıtaw,,
64.6031,50.345,472.58,333.94,,,
73.7072,-118.9217,466.07,369.29,,,
-31.5633,159.0892,461.87,461.87,,,
72.275,-94.5133,459.71,440.54,,,
23.9361,69.8236,451.5,447.63,,,
56.1086,-76.5436,450.89,363.21,,,
60.5339,-1.4461,448.51,448.51,Ronas Hill,Ronas Hill,en:Ronas Hill
7.3408,151.623,447.47,447.47,Winipot,,
-26.3464,-79.8944,445.88,445.88,,,
48.5219,0.0275,439.78,315.27,,,
-70.2381,26.3467,430.76,381.23,,,
45.6889,-65.2583,425.13,374.9,,,
75.8853,-106.385,424.99,387.53,,,
69.4267,62.2078,423.74,305.28,Мореиз,,
76.6544,148.59,422.12,422.12,,,
-28.4883,136.0239,418.26,307.23,,,
-54.7086,158.8275,415.43,415.43,,,
72.9083,82.4158,409.64,385.77,,,
-23.3683,-149.4683,407.05,407.05,Mont Taitaʼa,,
80.2064,32.6778,404.35,404.35,,,
-23.1275,-134.9858,404.09,404.09,,,
76.3867,-101.6517,402.1,402.1,,,
-19.7067,63.4464,394.31,394.31,Mont Limon,,
53.4317,49.8325,390.08,314.5,,,
-23.8575,-147.6486,387.72,387.72,Hiro,,fr:Raivavae
48.3725,-3.953,382.38,311.76,Tuchenn Kador,,fr:Ménez Kador
30.4844,140.3086,381.81,381.81,,,
23.03,-81.6919,381.29,303.34,Pan de Matanzas,,
-7.235,131.3761,379.52,379.52,,,
-22.4631,-151.3611,377.46,377.46,Manureva,,
-10.4833,105.5806,372.59,372.59,Murray Hill,,
-12.2892,168.8361,371.31,371.31,,,
-10.1472,142.3214,370.4,370.4,Banks Peak,,
-21.4175,-174.9125,367.83,367.83,,,
-49.6844,178.7811,362.81,362.81,,,
75.1094,-98.29,362.08,338.03,,,
74.8731,138.76,360.92,360.92,,,
13.3494,-81.3681,351.26,351.26,Pan de Azúcar,,
81.1619,91.0056,346.45,346.45,,,
76.7906,158.0992,344.01,344.01,,,
59.8256,-80.0133,334.97,334.97,,,
-65.7561,92.4406,331.92,331.92,,,
-25.0686,-130.1131,331.0,331.0,Pawala Valley Ridge,,en:Pawala Valley Ridge
-35.7803,136.8719,330.42,330.42,,,
-29.0114,167.94,318.51,318.51,Mount Bates,,en:Mount Bates
80.83,79.5528,311.36,311.36,,,
73.5856,-105.1883,311.35,311.35,,,
8.4272,104.8278,311.28,311.28,,,
56.6033,-169.6767,302.27,302.27,,,
18.3625,-114.6983,301.53,301.53,,,
