latitude,longitude,elevation,name_local,name_en,wikipedia
35.1671,-93.6447,839.11,Magazine Mountain,,en:Mount Magazine
18.9394,1.0286,838.68,,,
3.5436,-53.5742,831.92,Bellevue de l'Inini,,fr:Montagne Bellevue
69.5325,105.7739,829.3,,,
-25.9028,-56.1594,829.2,Cerro Tres Kandú,,en:Cerro Peró
-11.6458,166.8864,821.97,Mount Banie,,
-72.2389,-99.0633,819.58,,,
-13.7733,143.3217,816.39,,,
-16.175,125.8181,813.5,,,
-14.6125,-58.7797,813.05,,,
-15.9725,-5.7003,812.49,Mount Actaen,,
60.1017,95.7228,811.72,,,
-10.3861,165.8042,809.62,Tinakula,,
48.8328,-58.4844,809.11,The Cabox,,en:The Cabox
7.1328,-1.8861,804.82,,,
20.5711,-12.8089,802.89,,,
49.5942,-57.7842,802.45,,,
79.8264,23.8258,798.38,,,
12.2339,-8.7553,798.25,,,
41.3195,-76.5546,787.91,,,
41.9056,-77.7028,787.3,,,
16.355,145.6564,786.61,,,
-35.5253,173.5108,784.52,Te Raupua,,
80.5806,94.8931,783.48,,,
-8.7011,-50.8103,782.72,,,
6.8636,158.2358,780.22,Ngihneni,,
-9.7367,-46.6128,778.07,,,
58.5431,100.13,772.9,,,
-22.7767,-56.1994,765.67,,,
75.4089,-114.6492,765.66,,,
-8.4631,-55.6019,763.49,,,
64.23,107.9672,762.62,,,
10.7617,-5.4183,757.57,,Mount Tenakourou,de:Tena Kourou
57.5911,59.7039,754.46,,,
66.9219,-116.1361,753.27,,,
-54.4078,3.3508,747.75,Olavtoppen,Olav Peak,en:Olavtoppen
63.8064,-118.7861,746.61,,,
52.5972,68.1097,744.47,,,
54.8894,166.3317,740.74,Стеллера,,
-6.3875,-51.89,740.03,,,
13.1589,93.0056,737.72,Saddle Peak,,en:Saddle Peak (Andaman Islands)
48.8042,-73.59,737.3,,,
33.4856,-85.8087,733.65,,,
-8.5828,-48.6567,728.39,,,
71.1361,-122.9542,723.26,,,
22.5644,-14.2817,715.66,,,
25.4272,141.2808,714.17,榊ヶ峰,,
-34.9742,138.7092,713.13,Mount Lofty,,
26.685,-4.8594,712.15,,,
-2.1431,146.9406,707.55,,,
-51.6917,-58.8344,703.18,Mount Usborne,,en:Mount Usborne
-73.1439,-102.3883,702.39,,,
47.8975,-90.5606,701.95,Eagle Mountain,,en:Eagle Mountain (Minnesota)
-1.8644,105.8489,698.66,,,
9.1225,17.8269,693.25,,,
47.3175,-80.7525,690.96,,,
0.0858,-70.8622,688.99,P.,,
-6.5403,-46.2561,688.04,,,
-19.1908,128.8356,687.43,,,
61.6361,-72.7356,680.26,,,
-29.4664,117.2989,679.05,Mount Singleton,,
22.7025,-83.3097,678.32,,,
8.1244,-4.6639,671.49,,,
74.0272,96.2325,670.92,,,
65.9353,-109.7411,668.82,,,
-81.6544,-149.0028,667.41,,,
-50.8964,166.0214,659.87,,,
66.8861,29.1894,656.96,Рохмойва,,
0.8572,-53.6697,656.36,,,
48.4697,58.4883,654.48,Үлкен Боқтыбай,,kk:Боқтыбай
6.6594,-5.5367,653.3,,,
8.9467,-4.0147,652.88,,,
7.1511,93.8258,650.5,Mount Thullier,,
71.8378,-112.6825,646.64,,,
70.1111,-84.31,645.51,,,
48.2736,-86.0036,644.12,,,
17.1414,-11.5697,642.24,,,
66.0989,-90.4028,630.34,,,
80.7981,58.4986,621.9,,,
50.6853,-4.0111,617.46,High Willhays,,en:High Willhays
2.1275,-71.1728,614.57,,,
-20.8872,139.8872,612.6,,,
64.8306,-83.6022,609.39,,,
70.6939,-93.7383,607.63,,,
-32.8825,121.1633,605.46,Peak Charles,,
23.7997,-10.64,598.32,Zednes,Zednes,
-32.9658,116.4494,592.4,Mount Saddleback,,en:Mount Saddleback
5.3111,162.9917,588.19,Finol Finkol,,
-33.4444,123.4756,587.47,Tower Peak,,
-20.5117,-29.3247,587.02,,,
-38.0094,-65.6042,586.83,Cerro Alto,,
45.6489,-78.2569,582.67,,,
5.5244,-87.08,579.62,Cerro Yglesias,,
70.9283,-116.4325,578.24,,,
-11.135,-61.5747,576.58,,,
8.6669,106.5794,574.15,Núi Thánh Giá,,
-15.8536,-173.7478,565.88,Piu 'o Tafahi,,
76.8306,-95.5417,565.7,,,
2.9989,44.2981,565.25,Heybo,,
-12.9892,133.1178,563.07,Kub-O-Wer Hill,,
-79.3567,-161.7433,561.88,,,
3.1653,106.2189,560.61,,,
-52.5708,169.1658,557.36,Mount Honey,,en:Mount Honey
44.0717,52.5617,550.55,,,
68.2989,-85.2783,542.98,,,
46.1111,-81.2894,538.28,,,
72.6994,123.2142,534.83,,,
72.1097,140.865,533.22,,,
46.5983,-60.7608,531.21,,,
74.4133,19.1833,529.61,Urd/Miseryfjellet,,no:Miseryfjellet
60.6722,-173.0911,526.81,,,
44.3662,-85.6794,520.6,Briar Hill,,
-27.5953,-144.3697,520.43,Mount Perahu,,
-37.5969,-59.2947,518.79,,,
-65.5456,100.7911,516.52,,,
69.5556,-112.6689,516.14,,,
-14.2708,-178.1392,515.97,Mont Puke,,en:Mont Puke
-29.2681,-177.9081,515.82,Moumoukai,,
-34.3828,-54.6742,511.85,Cerro Catedral,,es:Cerro Catedral (Uruguay)
-27.0853,-109.3803,507.96,Maꞌuŋa Tere Vaka,,en:Maunga Terevaka
60.0281,-166.2622,506.35,Mount Roberts,,
-21.24,-159.7744,504.33,,,
-9.5269,-59.9822,500.78,,,
14.1447,145.1878,495.91,Sabana,Sabana,
-30.5939,145.6867,495.19,Mount Gunderbooka,,
70.9211,123.6067,492.31,,,
-66.1533,96.7044,489.87,,,
73.2511,-94.6208,487.47,,,
-33.2828,136.1822,486.12,,,
42.1403,60.4217,472.65,Ashıtaw,,
64.6031,50.345,472.58,,,
73.7072,-118.9217,466.07,,,
-31.5633,159.0892,461.87,,,
72.275,-94.5133,459.71,,,
23.9361,69.8236,451.5,,,
56.1086,-76.5436,450.89,,,
60.5339,-1.4461,448.51,Ronas Hill,Ronas Hill,en:Ronas Hill
7.3408,151.623,447.47,Winipot,,
-26.3464,-79.8944,445.88,,,
48.5219,0.0275,439.78,,,
-70.2381,26.3467,430.76,,,
45.6889,-65.2583,425.13,,,
75.8853,-106.385,424.99,,,
69.4267,62.2078,423.74,Мореиз,,
76.6544,148.59,422.12,,,
-28.4883,136.0239,418.26,,,
-54.7086,158.8275,415.43,,,
72.9083,82.4158,409.64,,,
-23.3683,-149.4683,407.05,Mont Taitaʼa,,
80.2064,32.6778,404.35,,,
-23.1275,-134.9858,404.09,,,
76.3867,-101.6517,402.1,,,
-19.7067,63.4464,394.31,Mont Limon,,
53.4317,49.8325,390.08,,,
-23.8575,-147.6486,387.72,Hiro,,fr:Raivavae
48.3725,-3.9530000000000003,382.38,Tuchenn Kador,,fr:Ménez Kador
30.4844,140.3086,381.81,,,
23.03,-81.6919,381.29,Pan de Matanzas,,
-7.235,131.3761,379.52,,,
-22.4631,-151.3611,377.46,Manureva,,
-10.4833,105.5806,372.59,Murray Hill,,
-12.2892,168.8361,371.31,,,
-10.1472,142.3214,370.4,Banks Peak,,
-21.4175,-174.9125,367.83,,,
-49.6844,178.7811,362.81,,,
75.1094,-98.29,362.08,,,
74.8731,138.76,360.92,,,
13.3494,-81.3681,351.26,Pan de Azúcar,,
81.1619,91.0056,346.45,,,
76.7906,158.0992,344.01,,,
59.8256,-80.0133,334.97,,,
-65.7561,92.4406,331.92,,,
-25.0686,-130.1131,331.0,Pawala Valley Ridge,,en:Pawala Valley Ridge
-35.7803,136.8719,330.42,,,
-29.0114,167.94,318.51,Mount Bates,,en:Mount Bates
80.83,79.5528,311.36,,,
73.5856,-105.1883,311.35,,,
8.4272,104.8278,311.28,,,
56.6033,-169.6767,302.27,,,
18.3625,-114.6983,301.53,,,
