id,latitude,longitude,elevation,isolation
207683,36.5783,-118.2925,4418.99,2649440.4
208172,30.9508,51.4358,4414.72,202596.7
209847,6.8258,39.8175,4400.09,723737.3
210045,39.1175,-106.445,4399.18,1079246.3
210883,46.8525,-121.76,4392.47,1176718.6
213032,49.1458,87.8192,4373.88,115320.5
213180,37.5775,-105.4858,4372.36,166392.7
213621,-6.0433,143.8858,4368.09,129661.1
214428,38.0717,-107.4625,4361.38,136910.8
215589,-82.8467,161.3325,4351.02,147515.6
216670,37.6342,-118.2558,4342.18,108597.8
218099,26.1492,102.9133,4329.99,237861.0
219092,1.1183,34.5267,4321.15,336675.4
219695,41.4092,-122.195,4316.58,538746.9
223194,-77.04,-126.0517,4284.88,943906.0
224892,10.9508,39.1042,4269.94,259784.7
225961,12.1383,39.1792,4259.88,131613.2
226056,19.5633,-103.6083,4259.88,405122.6
227136,3.935,-74.11,4250.13,155177.9
229233,46.89,91.4733,4230.93,369521.8
230356,46.6175,93.5942,4219.96,164843.3
230373,15.0433,-91.9033,4219.96,719009.3
230848,63.62,-146.7175,4215.99,201880.7
231728,43.1842,-109.6542,4207.46,467336.5
231966,19.8208,-155.4683,4205.02,3947010.7
232895,43.7408,-110.8025,4197.1,111627.9
233140,7.9092,39.3933,4194.96,114529.5
233208,7.8842,39.4092,4194.96,111315.5
233331,48.6817,90.725,4193.13,206949.5
235667,33.1067,64.2008,4170.88,258102.9
236074,31.06,-7.915,4166.92,2078195.6
236137,-71.7892,168.7492,4166.01,1244785.8
237954,-5.9533,146.375,4149.85,148367.9
239043,33.3392,49.3033,4138.88,129891.2
239329,37.485,44.005,4136.14,245835.8
240688,40.7767,-110.3725,4123.33,268060.1
241054,11.7125,38.2325,4119.98,113092.4
242902,44.9217,6.3592,4102.0,107344.0
243053,10.7142,37.8492,4099.86,117520.0
243591,6.075,116.5583,4094.99,2509547.1
243858,-80.37,77.2542,4092.85,1236737.9
244724,25.6717,100.0925,4084.93,107075.1
244831,-84.8525,-174.2792,4084.02,109445.5
246334,31.5083,-6.4442,4070.91,148492.8
247638,38.9283,42.815,4058.11,151971.8
247639,-46.595,-73.3458,4058.11,1130059.2
248608,31.6058,54.0683,4049.88,246810.3
248641,46.3825,9.9083,4048.96,137805.1
249582,4.2183,9.1733,4040.12,2335707.8
249583,49.57,91.3858,4040.12,106938.3
249836,-8.8925,147.5333,4037.99,287870.4
250738,49.7992,89.7542,4029.15,119316.3
251234,-78.0608,162.685,4024.88,534133.1
251814,51.3733,-125.2633,4019.09,561739.7
252119,61.4375,-147.7525,4016.04,203742.8
252427,44.3817,-107.1742,4013.3,233317.6
253987,47.6083,97.5525,3999.89,317874.0
255841,38.9858,-114.3142,3981.6,373075.9
256497,14.5017,-90.8758,3974.9,125000.6
258558,53.1108,-119.1567,3959.05,459530.4
258765,44.995,100.2308,3956.91,356194.3
259287,23.4708,120.9583,3952.04,1814633.5
260295,30.7775,52.75,3942.89,104102.6
260423,28.6,61.1325,3941.06,381969.8
260542,-85.7092,-128.6292,3940.15,332674.3
260718,-86.2875,-157.9742,3938.02,128290.5
261402,48.6483,89.1567,3931.92,102713.2
261412,40.8275,41.1467,3931.01,254377.8
262942,38.5317,35.4508,3916.98,550982.1
264351,39.15,46.0,3905.1,156142.0
264852,45.1633,-109.8075,3901.14,138370.2
266287,36.5792,54.7642,3889.86,206534.0
266757,24.3833,121.2317,3885.9,104826.7
267824,38.4383,-109.2292,3877.36,117125.8
268605,33.4558,51.8,3870.05,131845.7
269834,44.1375,-113.7808,3859.38,242656.5
270878,35.3467,-111.6783,3850.54,395718.9
272176,19.4167,-102.32,3839.87,135493.7
272222,47.0492,85.5667,3839.87,269191.2
274388,25.74,95.0375,3825.85,263682.1
275613,9.4842,-83.4892,3819.14,877431.9
276169,-5.5075,143.0483,3813.96,106106.5
276523,-77.2575,39.155,3810.0,558157.0
276603,-35.5808,-68.49,3810.0,133315.6
276704,-79.0058,93.6833,3808.78,129633.4
277032,-1.6967,101.2642,3805.12,1903899.5
277354,44.7992,95.24,3802.08,164624.6
277773,47.075,12.6942,3798.11,175373.7
278738,-77.53,167.1575,3789.88,120296.4
280343,35.3608,138.7275,3775.86,2076730.5
281517,45.3517,97.4117,3766.72,181530.1
284393,-3.8908,135.7475,3749.95,101827.2
284422,33.955,107.7633,3749.95,302260.6
284439,28.5675,58.2292,3749.95,109580.6
284912,-39.6375,-71.5025,3746.91,303353.0
284923,32.4767,-4.9275,3746.91,155026.0
285802,52.1475,-117.4417,3741.12,157576.0
286635,45.5808,94.1183,3736.85,115164.0
288738,-8.41,116.4575,3725.88,1600674.9
289252,-43.595,170.1425,3724.05,3138805.2
290346,25.3633,-100.5575,3720.08,627178.8
290348,24.8717,-100.2325,3720.08,569448.5
290349,-73.9667,162.6333,3720.08,308133.3
290753,8.4183,38.2433,3718.86,120290.9
290899,28.2725,-16.6425,3717.95,893104.9
291057,16.2108,-96.1975,3717.95,326773.1
293292,38.3692,-112.3717,3709.11,181257.5
293827,37.7308,46.5,3706.98,118682.0
293950,-47.585,-72.325,3706.06,130910.7
294593,9.7267,39.7292,3703.93,130759.4
296600,68.9183,-29.8992,3693.57,3254825.9
297623,40.2792,46.3583,3686.86,122887.7
299455,-76.8,-117.7,3677.11,211190.5
299857,-8.1075,112.9225,3675.89,390892.6
299943,-9.6658,149.0083,3675.89,179248.2
303410,15.28,43.9783,3666.13,552072.9
312341,-73.0625,165.6983,3654.86,139685.6
312874,33.3742,-105.8092,3649.37,266734.5
312949,-3.0492,35.8208,3648.15,103796.4
313891,38.7517,-116.9267,3639.62,158727.4
314351,39.8217,-111.76,3635.65,121673.8
314663,36.2717,-115.6958,3632.0,217521.1
316272,50.87,-115.6508,3616.15,141730.5
317173,55.6792,157.7225,3607.0,164210.1
318021,-49.02,-73.5058,3599.99,181885.5
318106,44.8967,101.5767,3599.99,101029.6
318548,-75.795,-115.8358,3595.12,122534.3
318864,30.5808,54.865,3592.07,112857.5
320292,46.7892,95.8008,3578.05,136867.0
320293,30.2617,67.3025,3578.05,264325.3
321399,6.1933,37.3942,3567.99,202142.4
322604,23.8008,-99.8458,3556.71,123766.6
323210,17.4683,-100.1375,3549.7,179415.9
323595,39.7925,39.7708,3546.04,142139.3
324253,38.8333,105.95,3539.95,298785.4
324339,47.1717,100.3758,3538.73,217179.5
324343,47.1725,100.3767,3538.73,217212.6
324747,-37.4525,-71.4125,3535.07,121320.1
325202,9.775,38.6358,3530.8,112138.6
325497,54.7525,160.5325,3528.06,120582.1
328064,34.0992,-116.825,3504.9,261508.0
328179,28.0758,60.0108,3503.07,122393.3
328481,24.1117,99.64,3500.02,153139.2
328791,-76.0558,-135.8242,3497.88,274132.3
329500,-41.1592,-71.8908,3490.87,171738.9
329506,51.7192,100.5967,3490.87,465767.5
329576,-80.2167,157.4333,3489.96,238751.7
330353,61.4092,-152.4125,3482.95,157249.2
330403,-29.4683,29.2692,3482.04,3003216.8
330723,-2.9542,28.78,3479.9,173413.8
330791,37.0533,-3.3117,3478.99,526297.0
330885,-3.385,120.0242,3478.07,681296.1
331333,33.9058,-109.5625,3475.63,247910.8
333563,40.6217,-115.4758,3470.76,152460.6
334333,3.7975,97.2192,3465.88,755232.4
334902,-76.2883,-112.105,3460.09,114567.8
335289,53.3208,158.7125,3456.13,198981.1
336132,44.9167,-111.4592,3449.12,123011.4
336766,19.7925,18.5467,3444.85,1998771.6
336822,35.2383,-107.6083,3444.54,139688.3
339420,-7.2392,109.22,3428.09,419066.4
339796,-72.1267,26.0783,3425.04,254739.9
340870,-4.4342,35.4017,3417.11,157774.9
341684,60.6517,-143.6975,3411.02,115817.3
342372,9.2567,41.7292,3404.92,220711.9
342408,42.6308,0.6567,3404.01,507506.9
342462,31.6833,69.9367,3403.7,103776.2
342866,45.4808,-112.965,3399.74,120710.7
343764,66.935,-36.7875,3390.9,356783.7
345372,21.3275,18.5583,3375.96,169665.5
346989,34.4183,47.2433,3360.12,108323.8
346995,20.9342,-100.1808,3360.12,104851.9
347000,17.1342,-97.6642,3360.12,132588.7
347146,7.4917,37.2058,3358.9,116368.5
347607,-73.4558,61.4642,3354.93,391327.2
347915,23.2058,-104.9442,3351.89,423100.8
349160,33.5625,-3.8858,3340.0,147592.4
350078,36.67,47.3,3332.07,129451.5
350079,-8.1258,114.0467,3332.07,123083.4
351488,37.75,14.995,3322.93,996788.5
351698,37.3858,48.55,3321.1,106834.0
351727,50.8475,98.6133,3320.8,160820.4
352407,45.1925,90.9067,3315.0,140860.2
352409,21.0408,16.4733,3315.0,218823.4
352527,36.2808,59.0492,3314.09,378148.5
353719,25.9558,-107.0475,3303.12,371621.8
353971,41.4367,43.6458,3300.98,108205.5
354263,14.24,39.4217,3297.94,135325.0
354326,14.2158,39.4167,3297.94,133095.4
354705,26.3925,-106.0825,3293.97,107921.2
355635,33.9908,-107.1883,3286.66,142444.9
355637,48.7767,-121.8142,3286.05,211455.2
356880,9.4333,37.06,3275.99,112678.3
357611,50.06,96.8692,3269.89,148208.9
357852,32.7017,-109.8717,3267.46,132596.3
357968,-75.13,123.2042,3265.93,233608.9
358027,-75.0142,123.5675,3265.93,249947.7
358074,-7.6275,111.195,3265.02,126222.4
359430,-81.3883,158.2,3253.74,129360.3
360760,8.8742,34.8167,3243.99,254203.6
361579,72.5275,-37.4533,3237.89,485060.6
362516,14.0592,44.3208,3230.88,136466.5
364171,24.6033,-105.11,3218.99,155352.4
367962,48.925,-113.8483,3190.04,157985.4
368355,40.4883,-121.505,3187.29,114938.0
368438,39.36,41.3825,3186.99,105949.4
368457,3.9467,32.91,3186.99,346694.9
368844,-71.3583,-63.4483,3183.94,979681.5
369061,25.4717,-105.5567,3181.81,105343.0
369430,23.6667,-100.8875,3179.98,103098.1
370333,-4.0158,103.1283,3172.97,328477.3
372206,-31.3158,-67.9233,3159.86,109875.1
373575,42.1858,-113.6608,3151.33,132238.1
374739,-71.8758,6.6617,3143.71,168673.0
374760,-88.1458,-169.0,3142.79,183458.9
374764,-88.1408,-169.4392,3142.79,184226.8
374774,-88.1517,-171.0383,3142.79,189340.7
374783,-88.1442,-170.34,3142.79,186889.5
374804,-88.1775,-169.0,3142.79,185930.4
374906,22.3033,103.775,3141.88,328293.7
376639,42.2683,-105.4425,3130.91,108478.1
377749,28.7608,54.7817,3123.9,126824.3
377771,25.1367,-103.23,3122.98,171124.1
379962,-73.25,-126.1,3109.87,358625.3
380808,31.4483,110.3042,3105.0,363349.0
382191,19.0233,-70.9975,3097.99,921364.6
382839,30.9925,-115.375,3094.94,334321.1
383795,57.3933,-132.3033,3090.06,310889.5
384211,34.3008,36.1158,3087.93,362974.9
385205,2.525,34.7725,3083.05,116382.5
385731,28.2525,-107.595,3080.92,240701.4
386425,-69.7758,-69.7875,3076.96,294082.2
386519,22.6258,102.7875,3076.04,107727.3
386704,38.0283,37.4867,3075.13,175985.5
387247,56.8642,117.575,3072.08,1150913.7
387567,-21.0992,55.48,3070.86,2766299.3
387626,37.0333,57.9,3069.95,107447.7
387725,36.5933,30.15,3069.95,367268.9
388235,55.9742,114.4392,3066.9,217399.5
389268,21.2342,93.9017,3060.8,479906.1
389698,39.0808,113.5667,3058.97,651489.1
389818,39.08,113.5675,3058.97,651562.6
390384,-71.8642,9.7525,3055.01,101546.1
390387,20.71,-156.2533,3055.01,121150.0
391373,-50.9975,-73.0933,3050.13,117601.7
392984,12.9342,24.23,3041.9,969254.6
394442,22.2733,-102.6075,3034.89,182620.8
395157,-8.3408,115.5033,3030.93,104014.1
395282,-44.3842,168.7275,3030.02,130836.3
395286,0.5775,120.205,3030.02,371961.2
395939,-3.1733,129.455,3026.97,682420.3
396506,57.3467,-124.0925,3023.92,435721.8
396782,-82.4667,-103.9,3022.09,437963.3
396795,29.2383,-107.5858,3021.79,107801.9
397229,27.0342,-102.3925,3019.96,217977.1
397246,-6.77,106.965,3019.04,159684.6
397404,23.2383,57.2633,3018.13,522454.2
397804,-2.4058,120.5417,3016.0,118066.8
397898,41.2833,-120.2008,3015.08,140649.9
398593,6.2,10.5192,3011.12,259905.7
400096,65.1858,146.04,3002.89,1233612.9
400103,28.8283,65.195,3002.89,168479.4
400254,-15.9492,35.5925,3001.98,1271583.4
400514,18.2667,42.3675,3000.15,324305.5
400583,-69.7867,-64.505,2999.84,136670.4
400975,45.245,-117.2925,2998.62,201995.4
400980,40.5225,-118.1708,2998.01,111083.0
401439,15.15,-89.7317,2995.88,131141.3
401748,0.805,-66.0067,2994.05,899104.4
401914,47.1883,82.4658,2993.14,157825.9
401915,47.3825,-113.9192,2993.14,127829.3
402444,-84.79,-113.2992,2990.09,156654.6
402448,23.3617,103.9067,2990.09,100097.8
402697,17.9283,43.2658,2988.87,102077.7
404084,37.6683,31.305,2980.03,157372.1
404086,-9.0783,34.0208,2980.03,533159.1
404852,22.315,-101.5633,2975.76,106156.6
405022,31.8458,-109.2908,2974.54,103381.7
406045,50.1875,-121.9033,2968.14,150824.9
406334,42.6367,-118.5767,2966.62,200803.5
406337,41.6683,-117.5892,2966.31,133222.4
406353,50.98,92.3908,2965.7,103664.1
406355,50.9792,92.3917,2965.7,103676.8
406926,-8.9075,125.4942,2962.96,770539.0
407394,21.2467,-101.235,2959.91,103983.6
407398,21.1433,-101.3267,2959.91,109927.9
407427,32.4408,57.3692,2959.91,146270.6
407625,62.58,140.8975,2959.0,382980.9
407768,-9.41,-74.75,2957.78,107034.8
408271,-1.1567,133.98,2955.04,350920.3
408467,6.9875,125.2708,2954.12,904825.6
409125,63.4317,-130.3242,2951.99,527740.8
410686,73.0908,-28.6175,2942.84,108748.3
411493,35.3567,60.0267,2938.88,107843.4
411568,53.6408,97.2375,2937.97,165507.0
411668,8.1167,124.9233,2937.97,130633.1
411953,36.4417,105.64,2935.83,114408.1
412457,-2.5025,101.8583,2933.09,109243.2
412797,-54.45,-36.5242,2931.87,2205730.2
413869,49.3783,94.6892,2925.78,169496.3
414040,42.18,23.585,2924.86,810088.6
414458,16.5975,120.8992,2922.12,666675.2
414891,33.5333,57.2275,2919.98,121868.0
414985,0.0792,99.9842,2919.07,240582.5
415417,40.0858,22.3583,2916.94,254351.3
416267,42.4692,13.5658,2912.06,445348.1
416739,-74.1633,-3.6608,2909.93,172320.8
417014,23.2892,5.5333,2908.1,1162390.6
417307,-71.5667,159.8133,2906.88,211697.7
418354,26.8525,104.6933,2901.09,101235.2
418666,16.8358,-92.5892,2899.87,149117.5
419127,-20.4358,-41.7975,2897.12,2342549.8
419357,32.0233,109.3583,2895.9,100047.0
419409,-72.05,-70.7375,2895.9,252130.5
419716,42.445,-122.3158,2894.08,111937.1
420907,33.755,59.8583,2887.98,177795.8
421457,31.3925,-110.2933,2885.24,107035.8
421609,-41.9958,173.6625,2884.93,318764.6
423035,36.8892,32.1725,2877.01,113858.4
423222,-14.0225,48.9675,2876.09,1041608.5
423280,63.1392,-44.8367,2875.79,560077.9
423293,63.1483,-44.8167,2875.79,558651.3
423767,-5.3475,119.9325,2873.96,201430.8
424451,-1.2992,121.5425,2870.0,164929.1
424505,39.9417,115.0433,2870.0,158341.4
424626,54.755,-163.9708,2869.39,877038.4
428910,14.5342,-88.68,2848.97,131224.8
429115,2.19,36.815,2848.05,165048.6
430871,54.6217,110.4558,2840.13,294048.6
432086,34.0325,58.615,2834.94,119054.7
432732,3.66,-65.4067,2831.9,322339.8
432757,-72.6567,160.1467,2831.9,103509.9
433156,18.9808,103.1517,2830.07,295392.9
433520,14.95,-24.3425,2828.85,1672471.6
434342,43.6358,103.7708,2824.89,204356.9
435410,61.8317,-44.6633,2820.92,107296.6
436559,-72.42,1.1225,2815.74,101300.3
437931,-85.0442,-90.8458,2809.95,222526.0
437965,5.1408,-60.7633,2809.95,538635.0
438009,37.8983,111.4917,2809.95,217904.4
439239,36.3958,-112.1517,2804.77,111254.6
439315,36.3975,-112.1508,2804.77,111415.3
440204,72.1267,-24.9558,2800.81,154313.2
440921,-22.4283,-44.8425,2798.06,384421.1
441166,-39.2892,175.5625,2797.15,340702.3
443669,48.4658,107.4125,2787.7,439874.6
444997,33.3933,46.7808,2782.82,111620.3
445622,17.5625,38.0058,2780.08,304419.1
447518,61.875,-127.6808,2773.07,219848.6
448005,41.4725,88.255,2771.85,122467.1
448283,-31.9875,-64.9367,2770.02,256655.0
449644,10.5433,-66.7825,2765.15,368873.2
450078,41.7908,20.5458,2763.93,235288.0
450748,-64.6217,-63.4575,2760.88,574019.5
451096,64.7258,-132.7783,2759.96,187141.3
451370,54.4183,-127.7442,2759.05,254096.7
456597,-53.105,73.5133,2745.03,2026058.6
456962,41.9933,128.0775,2744.11,1014626.2
457122,69.2775,-144.91,2743.81,629550.2
458682,50.2983,83.8342,2738.93,111206.9
459478,43.6383,100.9483,2736.8,137714.6
462866,56.3375,-129.9817,2728.87,123737.0
463994,-5.1367,29.0533,2724.91,154108.9
465127,-8.2467,117.9592,2721.86,164146.5
465483,31.7617,59.9092,2720.95,107197.7
465596,19.1975,104.1817,2720.04,110776.9
465886,20.3525,-104.9867,2719.73,122228.4
466891,29.0133,-102.6175,2716.99,207886.9
468027,-5.905,154.995,2714.85,752255.6
468609,52.0158,95.3833,2712.72,123443.0
469490,-72.5783,-3.3883,2710.89,128644.3
471167,42.38,8.9458,2706.01,223268.0
471616,-75.3458,-110.7217,2705.1,103929.9
472943,23.3175,93.7617,2702.97,144396.2
472949,42.0492,95.6467,2702.97,121706.7
473908,30.5483,-108.6167,2699.92,109347.4
473961,-3.3008,126.22,2699.92,358339.0
476864,10.1708,77.0633,2695.04,2090264.4
479565,-74.84,-11.2017,2691.99,156270.1
480040,34.8125,-119.145,2691.69,133394.7
481182,65.2842,141.8025,2689.86,189132.9
481183,65.2833,141.8008,2689.86,189210.4
490349,43.3117,96.59,2682.85,144012.8
490625,16.6267,38.3617,2681.94,109011.7
490690,27.4317,55.1342,2681.02,102222.2
492252,5.3708,-62.0792,2674.92,118802.5
492277,-76.8225,159.8975,2674.92,115462.9
492282,-46.065,-72.2075,2674.92,100223.8
492362,-80.61,-96.7675,2674.92,237790.5
492493,18.36,-71.9767,2674.01,119220.6
492736,22.6425,98.0742,2673.1,141356.7
493516,7.445,126.2267,2670.05,110681.0
494568,31.8917,-104.8608,2666.7,116137.1
495405,48.2233,-115.6892,2663.34,133777.4
497062,-73.8117,-64.2658,2657.86,275126.5
497066,-22.195,46.885,2657.86,889849.7
498018,49.1642,20.1342,2653.89,510071.6
498365,-7.0925,37.6183,2652.98,380268.9
499538,-3.665,121.2358,2649.93,125324.6
499946,43.1975,-4.8525,2648.1,346486.4
500373,20.7792,40.7983,2646.88,211459.5
501682,-19.3492,47.2433,2642.92,317274.7
502160,56.3558,111.6475,2641.09,151350.7
502457,-86.3275,-106.4158,2640.79,109163.7
503485,40.0858,20.94,2637.13,118344.9
504056,11.4017,76.7367,2635.91,140731.2
506049,28.51,33.955,2628.9,572249.6
507549,18.81,97.0375,2623.11,413323.3
507634,37.3042,106.2817,2622.8,108703.0
508553,-12.4625,15.1742,2620.06,1728049.1
509534,66.0033,140.175,2616.71,109522.2
509738,57.9208,160.6758,2616.1,145191.5
509739,81.915,-75.0092,2616.1,751545.5
512894,-10.4925,33.8267,2606.04,132231.6
514035,10.5933,35.7475,2602.99,101819.8
514613,41.0042,21.1825,2600.86,100677.4
515616,15.0692,107.975,2598.12,609259.0
516556,10.0842,-63.9583,2595.98,313163.3
517550,-18.3,32.8417,2592.02,389462.3
517862,40.2458,-5.2975,2591.1,326916.1
518192,-71.0425,162.795,2589.89,113072.5
518792,55.0375,108.7042,2588.06,111152.3
518799,55.9392,-127.48,2588.06,116952.1
519117,41.1008,33.8633,2587.14,310004.4
519784,13.2625,120.995,2585.01,366201.3
520332,22.1067,99.3633,2583.79,136490.5
521318,-54.6592,-69.5967,2580.13,468580.9
521327,18.5875,98.4867,2580.13,154640.5
522304,36.7983,139.3758,2578.0,120707.6
523605,-21.1492,14.5775,2573.12,963148.4
524532,27.8817,108.6817,2570.07,398210.0
526137,35.075,-113.8975,2565.5,153650.6
526806,21.3033,100.3133,2563.06,132382.1
527183,61.8933,171.1858,2562.15,734462.5
527517,42.98,-116.6575,2561.23,115077.8
529611,-7.7825,36.6042,2555.75,131440.8
529939,36.8175,111.9717,2554.83,119154.4
530405,30.6358,-104.1733,2553.61,153631.2
531816,16.1967,-93.6108,2549.96,108369.4
533789,45.6008,24.7358,2543.86,387068.6
534079,40.075,29.2167,2542.95,237091.9
536205,-9.3325,150.2,2535.94,102425.3
539453,41.705,129.24,2526.79,100165.3
540019,-42.4175,-71.935,2524.96,137334.0
